Participant Id,Trial Index,Instance Id,XAIType,Tested w/ XAI,AI prediction,Time,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,DT prediction (CF),LR prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,AI prediction (CF),condition,model,app_id,complexity,Model strategy,Model depth,Model changed feature index,Model changed feature name,Model changed amount,Model AI prediction (CF),Model changed AI prediction,Model XAI prediction (CF),Model changed XAI prediction,Model mean_delta for chosen feature,Trial NLL,Trial MAE,retrieval_threshold,over_margin,chi,Best NLL,Best MAE,Best time,Best retrieval_threshold,Best over_margin,Best chi,Model strategy,Model depth,Model changed feature index,Model changed feature name,Model changed amount,Model AI prediction (CF),Model changed AI prediction,Model XAI prediction (CF),Model changed XAI prediction,Model mean_delta for chosen feature
623e8acb225d566928a597e1,7596,174.0,LR,w/ XAI,1.0,62.123,1.0,Height,numeric,7.0,1.9,-5.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LR,mlp,mushrooms,low,change_path_dt,0,1,Height,5.1,0,1,0,1,5.1,1.483270174214829,0.029951039020390386,-0.2881141739501194,0.28251886950151617,0.01313464252618096,1.7426080782636528,0.41656933613008124,7.484490115823479,-0.2881141739501194,0.28251886950151617,0.01313464252618096,change_path_dt,0,1,Height,5.1,0,1,0,1,5.1
623e8acb225d566928a597e1,7597,341.0,LR,w/ XAI,1.0,46.98,1.0,Height,numeric,8.0,6.5,-1.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LR,mlp,mushrooms,low,change_path_dt,0,1,Height,1.5,0,1,0,1,1.5,1.483270174214829,0.22719431923233413,-0.2881141739501194,0.28251886950151617,0.01313464252618096,1.7426080782636528,0.41656933613008124,7.484490115823479,-0.2881141739501194,0.28251886950151617,0.01313464252618096,change_path_dt,0,1,Height,1.5,0,1,0,1,1.5
623e8acb225d566928a597e1,7598,156.0,LR,w/ XAI,0.0,29.542,1.0,Height,numeric,2.2,5.8,3.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,mushrooms,low,change_path_dt,0,1,Height,3.6,1,1,1,1,3.6,1.483270174214829,0.04568252337292156,-0.2881141739501194,0.28251886950151617,0.01313464252618096,1.7426080782636528,0.41656933613008124,7.484490115823479,-0.2881141739501194,0.28251886950151617,0.01313464252618096,change_path_dt,0,1,Height,3.6,1,1,1,1,3.6
623e8acb225d566928a597e1,7599,191.0,LR,w/o XAI,0.0,43.944,1.0,Height,numeric,5.2,7.0,1.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,LR,mlp,mushrooms,low,change_path_dt,0,1,Height,1.8,1,1,1,1,1.8,1.6510118631785526,0.2557757522432329,-0.2881141739501194,0.28251886950151617,0.01313464252618096,1.7426080782636528,0.41656933613008124,7.484490115823479,-0.2881141739501194,0.28251886950151617,0.01313464252618096,change_path_dt,0,1,Height,1.8,1,1,1,1,1.8
6753519ac83cda11cee58723,19960,130.0,DT,w/ XAI,1.0,26.26,1.0,Sulphates,numeric,0.8,0.54,-0.26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,1,Sulphates,0.26,1,0,1,0,0.26,2.2298567122062325,0.6021746972676683,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,1,Sulphates,0.26,1,0,1,0,0.26
6753519ac83cda11cee58723,19961,324.0,DT,w/ XAI,1.0,4.551,2.0,SO2,numeric,22.0,89.0,67.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,2,SO2,67.0,0,1,0,1,67.0,2.2298567122062325,0.3063829286812622,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,2,SO2,67.0,0,1,0,1,67.0
6753519ac83cda11cee58723,19962,180.0,DT,w/ XAI,1.0,3.934,0.0,Alcohol,numeric,12.0,9.8,-2.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,2.2,0,1,0,1,2.2,1.594808924176635,0.7179487179487178,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,2.2,0,1,0,1,2.2
6753519ac83cda11cee58723,19963,322.0,DT,w/o XAI,0.0,3.025,3.0,Vinegar Taint,numeric,0.6,0.76,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,3,Vinegar Taint,0.16,0,0,0,0,0.16,1.5036835916827753,0.6503357208084716,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,3,Vinegar Taint,0.16,0,0,0,0,0.16
6753519ac83cda11cee58723,19964,147.0,LR,w/ XAI,0.0,2.603,0.0,Alcohol,numeric,9.9,12.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,2.1,1,1,1,1,2.1,1.2387208926662316,0.23076923076923073,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,2.1,1,1,1,1,2.1
6753519ac83cda11cee58723,19965,78.0,LR,w/ XAI,0.0,26.118,1.0,Sulphates,numeric,0.53,0.9,0.37,0.0,1.0,0.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,1,Sulphates,0.37,0,0,0,0,0.37,1.485864031828777,0.15144849113812914,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,1,Sulphates,0.37,0,0,0,0,0.37
6753519ac83cda11cee58723,19966,360.0,LR,w/o XAI,0.0,19.828,0.0,Alcohol,numeric,10.0,9.8,-0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,0.2,0,0,0,0,0.2,1.4751167788905388,0.686901564603231,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,0.2,0,0,0,0,0.2
6753519ac83cda11cee58723,19967,256.0,DT,w/o XAI,0.0,4.891,3.0,Vinegar Taint,numeric,0.6,0.3,-0.3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,3,Vinegar Taint,0.3,0,0,0,0,0.3,1.5036835916827753,0.09638554216867466,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,3,Vinegar Taint,0.3,0,0,0,0,0.3
6753519ac83cda11cee58723,19968,84.0,LR,w/o XAI,0.0,14.507,3.0,Vinegar Taint,numeric,0.58,0.49,-0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,3,Vinegar Taint,0.09,0,0,0,0,0.09,1.5036835916827753,0.35651697699890467,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,3,Vinegar Taint,0.09,0,0,0,0,0.09
6753519ac83cda11cee58723,19969,266.0,DT,w/ XAI,0.0,4.038,1.0,Sulphates,numeric,0.64,0.72,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,1,Sulphates,0.08,0,0,0,0,0.08,1.485864031828777,0.5942028985507245,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,1,Sulphates,0.08,0,0,0,0,0.08
6753519ac83cda11cee58723,19970,145.0,DT,w/ XAI,1.0,2.806,0.0,Alcohol,numeric,13.0,11.0,-2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,2.0,0,1,0,1,2.0,1.4751167788905388,0.4871794871794872,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,2.0,0,1,0,1,2.0
6753519ac83cda11cee58723,19971,364.0,DT,w/o XAI,0.0,2.907,0.0,Alcohol,numeric,9.1,13.0,3.9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,3.9,1,1,1,1,3.9,1.2387208926662316,0.5438676661659995,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,3.9,1,1,1,1,3.9
6753519ac83cda11cee58723,19972,108.0,DT,w/o XAI,0.0,3.302,0.0,Alcohol,numeric,11.0,9.7,-1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,1.3,1,1,1,1,1.3,1.4751167788905388,0.5843374620391284,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,1.3,1,1,1,1,1.3
6753519ac83cda11cee58723,19973,33.0,DT,w/o XAI,0.0,2.072,4.0,pH,numeric,3.4,3.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,4,pH,0.3,0,0,0,0,0.3,2.2298567122062325,0.229182351480685,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,4,pH,0.3,0,0,0,0,0.3
6753519ac83cda11cee58723,19974,282.0,DT,w/ XAI,1.0,2.178,0.0,Alcohol,numeric,12.0,10.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,2.0,0,1,0,1,2.0,1.4751167788905388,0.020234897936564702,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,2.0,0,1,0,1,2.0
6753519ac83cda11cee58723,19975,32.0,DT,w/o XAI,1.0,2.27,0.0,Alcohol,numeric,13.0,11.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0,1.4751167788905388,0.15925228155061505,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0
6753519ac83cda11cee58723,19976,273.0,DT,w/o XAI,0.0,2.327,2.0,SO2,numeric,9.0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,2,SO2,20.0,1,1,1,1,20.0,2.2298567122062325,0.06663294433461081,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,2,SO2,20.0,1,1,1,1,20.0
6753519ac83cda11cee58723,19977,65.0,DT,w/ XAI,0.0,2.689,0.0,Alcohol,numeric,10.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,0,Alcohol,1.0,1,1,1,1,1.0,1.4751167788905388,1.0,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,0,Alcohol,1.0,1,1,1,1,1.0
6753519ac83cda11cee58723,19978,154.0,DT,w/ XAI,1.0,8.724,4.0,pH,numeric,3.1,3.3,0.2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,4,pH,0.2,1,0,1,0,0.2,2.2298567122062325,0.07766719996553355,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,4,pH,0.2,1,0,1,0,0.2
6753519ac83cda11cee58723,19979,329.0,LR,w/o XAI,0.0,4.457,2.0,SO2,numeric,87.0,59.0,-28.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,2,SO2,28.0,1,1,1,1,28.0,2.2298567122062325,0.44758532528699174,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,2,SO2,28.0,1,1,1,1,28.0
6753519ac83cda11cee58723,19980,96.0,LR,w/o XAI,0.0,5.945,0.0,Alcohol,numeric,11.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,2.0,1,1,1,1,2.0,1.4751167788905388,0.10256410256410264,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,2.0,1,1,1,1,2.0
6753519ac83cda11cee58723,19981,205.0,LR,w/ XAI,1.0,4.557,2.0,SO2,numeric,21.0,59.0,38.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1,2,SO2,38.0,0,1,0,1,38.0,2.2298567122062325,0.07622419852253205,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,1,2,SO2,38.0,0,1,0,1,38.0
6753519ac83cda11cee58723,19982,225.0,DT,w/ XAI,0.0,2.467,1.0,Sulphates,numeric,0.67,0.95,0.28,0.0,1.0,0.0,1.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,1,Sulphates,0.28,0,0,0,0,0.28,2.2298567122062325,0.18043399838450597,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,1,Sulphates,0.28,0,0,0,0,0.28
6753519ac83cda11cee58723,19983,385.0,DT,w/o XAI,0.0,3.125,3.0,Vinegar Taint,numeric,0.6,0.49,-0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,3,Vinegar Taint,0.11,0,0,0,0,0.11,1.5036835916827753,0.35651697699890467,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,3,Vinegar Taint,0.11,0,0,0,0,0.11
6753519ac83cda11cee58723,19984,232.0,DT,w/o XAI,1.0,2.864,0.0,Alcohol,numeric,14.0,12.0,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0,1.4751167788905388,0.3792092569109233,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0
6753519ac83cda11cee58723,19985,352.0,LR,w/o XAI,1.0,2.534,2.0,SO2,numeric,44.0,59.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,2,SO2,15.0,0,1,0,1,15.0,2.2298567122062325,0.10631548401715049,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,2,SO2,15.0,0,1,0,1,15.0
6753519ac83cda11cee58723,19986,359.0,DT,w/o XAI,1.0,3.161,1.0,Sulphates,numeric,1.0,0.67,-0.33,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,1,Sulphates,0.33,1,0,1,0,0.33,1.485864031828777,0.36231884057971026,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,1,Sulphates,0.33,1,0,1,0,0.33
6753519ac83cda11cee58723,19987,60.0,DT,w/o XAI,1.0,5.483,3.0,Vinegar Taint,numeric,0.27,0.54,0.27,1.0,0.0,0.0,1.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,3,Vinegar Taint,0.27,1,0,1,0,0.27,1.5036835916827753,0.005757407555459526,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,3,Vinegar Taint,0.27,1,0,1,0,0.27
6753519ac83cda11cee58723,19988,259.0,DT,w/ XAI,1.0,2.343,0.0,Alcohol,numeric,14.0,11.0,-3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,3.0,0,1,0,1,3.0,1.4751167788905388,0.005406127704461301,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,3.0,0,1,0,1,3.0
6753519ac83cda11cee58723,19989,114.0,LR,w/o XAI,1.0,7.944,1.0,Sulphates,numeric,0.66,0.72,0.06,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,1,Sulphates,0.06,1,0,1,0,0.06,1.485864031828777,0.40579710144927544,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,1,Sulphates,0.06,1,0,1,0,0.06
6753519ac83cda11cee58723,19990,102.0,DT,w/o XAI,0.0,3.325,1.0,Sulphates,numeric,0.54,0.68,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,1,Sulphates,0.14,0,0,0,0,0.14,1.485864031828777,0.3268123784270884,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,1,Sulphates,0.14,0,0,0,0,0.14
6753519ac83cda11cee58723,19991,47.0,LR,w/o XAI,1.0,2.543,2.0,SO2,numeric,26.0,69.0,43.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,2,SO2,43.0,0,1,0,1,43.0,2.2298567122062325,0.11590673820507173,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,2,SO2,43.0,0,1,0,1,43.0
6753519ac83cda11cee58723,19992,354.0,LR,w/ XAI,1.0,3.631,1.0,Sulphates,numeric,0.66,0.75,0.09,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,1,Sulphates,0.09,1,0,1,0,0.09,1.485864031828777,0.4492753623188407,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,1,Sulphates,0.09,1,0,1,0,0.09
6753519ac83cda11cee58723,19993,173.0,DT,w/ XAI,1.0,3.128,0.0,Alcohol,numeric,13.0,10.0,-3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,3.0,0,1,0,1,3.0,1.4751167788905388,0.1794871794871793,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,3.0,0,1,0,1,3.0
6753519ac83cda11cee58723,19994,336.0,DT,w/o XAI,1.0,2.849,0.0,Alcohol,numeric,12.0,10.0,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0,1.4751167788905388,0.23076923076923084,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0
6753519ac83cda11cee58723,19995,179.0,LR,w/ XAI,1.0,2.609,0.0,Alcohol,numeric,12.0,11.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,1.0,0,1,0,1,1.0,1.4751167788905388,0.5128205128205128,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,1.0,0,1,0,1,1.0
6753519ac83cda11cee58723,19996,178.0,DT,w/ XAI,1.0,3.018,0.0,Alcohol,numeric,13.0,11.0,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0,1.4751167788905388,0.3846153846153846,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,2.0,0,1,0,1,2.0
6753519ac83cda11cee58723,19997,169.0,DT,w/o XAI,1.0,2.816,2.0,SO2,numeric,42.0,29.0,-13.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,2,SO2,13.0,0,1,0,1,13.0,2.2298567122062325,0.32853770623937273,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,2,SO2,13.0,0,1,0,1,13.0
6753519ac83cda11cee58723,19998,100.0,DT,w/ XAI,1.0,2.483,0.0,Alcohol,numeric,12.0,9.4,-2.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,0,Alcohol,2.6,0,1,0,1,2.6,1.4751167788905388,1.138690281666827e-16,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,0,Alcohol,2.6,0,1,0,1,2.6
6753519ac83cda11cee58723,19999,287.0,LR,w/ XAI,1.0,3.224,1.0,Sulphates,numeric,0.63,0.6,-0.03,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,0,1,Sulphates,0.03,1,0,1,0,0.03,1.485864031828777,0.23188405797101452,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,1.6792943907365128,0.3187414607603838,9.258716823246045,-1.8841882055548804,0.22536310306476956,0.0002702469742768088,change_path_dt,0,1,Sulphates,0.03,1,0,1,0,0.03
684a12ce6791bc422c72abbb,11001,386.0,DT,w/o XAI,0.0,12.333,0.0,Alcohol,numeric,9.5,11.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,1.5,1,1,1,1,1.5,1.7471118983471126,0.17474062394284418,-1.093517087306793,0.20038164958386956,0.014148493872102066,1.7918821873877482,0.3462486348686752,10.209414662105763,-1.093517087306793,0.20038164958386956,0.014148493872102066,change_path_dt,1,0,Alcohol,1.5,1,1,1,1,1.5
684a12ce6791bc422c72abbb,11002,103.0,DT,w/o XAI,0.0,23.279,2.0,SO2,numeric,110.0,59.0,-51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,high,change_path_dt,1,2,SO2,51.0,1,1,1,1,51.0,1.8651604797861716,0.6051435543457744,-1.093517087306793,0.20038164958386956,0.014148493872102066,1.7918821873877482,0.3462486348686752,10.209414662105763,-1.093517087306793,0.20038164958386956,0.014148493872102066,change_path_dt,1,2,SO2,51.0,1,1,1,1,51.0
684a12ce6791bc422c72abbb,11003,91.0,DT,w/o XAI,1.0,9.757,5.0,Chlorides,numeric,0.063,0.16,0.097,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,high,change_path_dt,1,5,Chlorides,0.097,1,0,1,0,0.097,1.8651604797861716,0.3415177917569126,-1.093517087306793,0.20038164958386956,0.014148493872102066,1.7918821873877482,0.3462486348686752,10.209414662105763,-1.093517087306793,0.20038164958386956,0.014148493872102066,change_path_dt,1,5,Chlorides,0.097,1,0,1,0,0.097
684a12ce6791bc422c72abbb,11004,13.0,DT,w/ XAI,0.0,17.797,2.0,SO2,numeric,92.0,39.0,-53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,high,change_path_dt,1,2,SO2,53.0,1,1,1,1,53.0,1.8651604797861716,0.6210165702187902,-1.093517087306793,0.20038164958386956,0.014148493872102066,1.7918821873877482,0.3462486348686752,10.209414662105763,-1.093517087306793,0.20038164958386956,0.014148493872102066,change_path_dt,1,2,SO2,53.0,1,1,1,1,53.0
684a12ce6791bc422c72abbb,11005,87.0,DT,w/o XAI,0.0,6.577,5.0,Chlorides,numeric,0.093,0.2,0.107,1.0,0.0,1.0,0.0,1.0,1.0,0.0,DT,mlp,wine_quality,high,change_path_dt,1,5,Chlorides,0.107,0,0,0,0,0.107,1.8651604797861716,0.39738371354462204,-1.093517087306793,0.20038164958386956,0.014148493872102066,1.7918821873877482,0.3462486348686752,10.209414662105763,-1.093517087306793,0.20038164958386956,0.014148493872102066,change_path_dt,1,5,Chlorides,0.107,0,0,0,0,0.107
