participantId,trialId,block,trialWithinBlock,withinCondition,xai_type,dataId,instanceId,CV_user_task_levels,CV_num_attributes_shown_levels,phase,phaseTrialId,sampled_ai_prediction,tested_w_xai
12,2,1,2,single_condition,attribution,wine_quality,1592,forward_simulation,5,training,2,0,
12,3,1,3,single_condition,attribution,wine_quality,476,forward_simulation,5,training,3,0,
12,4,1,4,single_condition,attribution,wine_quality,49,forward_simulation,5,training,4,0,
12,5,1,5,single_condition,attribution,wine_quality,1162,forward_simulation,5,training,5,1,
12,6,1,6,single_condition,attribution,wine_quality,896,forward_simulation,5,training,6,1,
12,7,1,7,single_condition,attribution,wine_quality,487,forward_simulation,5,training,7,0,
12,8,1,8,single_condition,attribution,wine_quality,802,forward_simulation,5,training,8,1,
12,9,1,9,single_condition,attribution,wine_quality,654,forward_simulation,5,training,9,0,
12,10,1,10,single_condition,attribution,wine_quality,1202,forward_simulation,5,training,10,1,
12,11,1,1,single_condition,attribution,wine_quality,1107,forward_simulation,5,testing,1,1,False
12,12,1,2,single_condition,attribution,wine_quality,961,forward_simulation,5,testing,2,0,False
12,13,1,3,single_condition,attribution,wine_quality,214,forward_simulation,5,testing,3,0,True
12,14,1,4,single_condition,attribution,wine_quality,1051,forward_simulation,5,testing,4,0,False
12,15,1,5,single_condition,attribution,wine_quality,513,forward_simulation,5,testing,5,1,False
12,16,1,6,single_condition,attribution,wine_quality,380,forward_simulation,5,testing,6,0,True
12,17,1,7,single_condition,attribution,wine_quality,1590,forward_simulation,5,testing,7,1,False
12,18,1,8,single_condition,attribution,wine_quality,928,forward_simulation,5,testing,8,1,True
12,19,1,9,single_condition,attribution,wine_quality,765,forward_simulation,5,testing,9,0,False
12,20,1,10,single_condition,attribution,wine_quality,947,forward_simulation,5,testing,10,1,True
12,21,1,11,single_condition,attribution,wine_quality,1437,forward_simulation,5,testing,11,0,False
12,22,1,12,single_condition,attribution,wine_quality,964,forward_simulation,5,testing,12,1,True
12,23,1,13,single_condition,attribution,wine_quality,1405,forward_simulation,5,testing,13,1,False
12,24,1,14,single_condition,attribution,wine_quality,1297,forward_simulation,5,testing,14,0,True
12,25,1,15,single_condition,attribution,wine_quality,1176,forward_simulation,5,testing,15,0,True
12,26,1,16,single_condition,attribution,wine_quality,1016,forward_simulation,5,testing,16,1,True
12,27,1,17,single_condition,attribution,wine_quality,21,forward_simulation,5,testing,17,0,True
12,28,1,18,single_condition,attribution,wine_quality,1172,forward_simulation,5,testing,18,1,False
12,29,1,19,single_condition,attribution,wine_quality,242,forward_simulation,5,testing,19,0,False
12,30,1,20,single_condition,attribution,wine_quality,377,forward_simulation,5,testing,20,1,True
13,1,1,1,single_condition,none,wine_quality,12,forward_simulation,5,training,1,0,
13,2,1,2,single_condition,none,wine_quality,837,forward_simulation,5,training,2,1,
13,3,1,3,single_condition,none,wine_quality,1321,forward_simulation,5,training,3,0,
13,4,1,4,single_condition,none,wine_quality,944,forward_simulation,5,training,4,1,
13,5,1,5,single_condition,none,wine_quality,271,forward_simulation,5,training,5,0,
13,6,1,6,single_condition,none,wine_quality,1076,forward_simulation,5,training,6,1,
13,7,1,7,single_condition,none,wine_quality,1254,forward_simulation,5,training,7,0,
13,8,1,8,single_condition,none,wine_quality,817,forward_simulation,5,training,8,1,
13,9,1,9,single_condition,none,wine_quality,483,forward_simulation,5,training,9,0,
13,10,1,10,single_condition,none,wine_quality,1406,forward_simulation,5,training,10,1,
13,11,1,1,single_condition,none,wine_quality,66,forward_simulation,5,testing,1,0,True
13,12,1,2,single_condition,none,wine_quality,1107,forward_simulation,5,testing,2,1,False
13,13,1,3,single_condition,none,wine_quality,581,forward_simulation,5,testing,3,0,True
13,14,1,4,single_condition,none,wine_quality,939,forward_simulation,5,testing,4,0,True
13,15,1,5,single_condition,none,wine_quality,267,forward_simulation,5,testing,5,1,False
13,16,1,6,single_condition,none,wine_quality,1556,forward_simulation,5,testing,6,0,True
13,17,1,7,single_condition,none,wine_quality,1018,forward_simulation,5,testing,7,1,False
13,18,1,8,single_condition,none,wine_quality,306,forward_simulation,5,testing,8,0,True
13,19,1,9,single_condition,none,wine_quality,940,forward_simulation,5,testing,9,1,False
13,20,1,10,single_condition,none,wine_quality,362,forward_simulation,5,testing,10,0,False
13,21,1,11,single_condition,none,wine_quality,1172,forward_simulation,5,testing,11,1,True
13,22,1,12,single_condition,none,wine_quality,707,forward_simulation,5,testing,12,0,False
13,23,1,13,single_condition,none,wine_quality,782,forward_simulation,5,testing,13,0,False
13,24,1,14,single_condition,none,wine_quality,960,forward_simulation,5,testing,14,1,True
13,25,1,15,single_condition,none,wine_quality,486,forward_simulation,5,testing,15,0,True
13,26,1,16,single_condition,none,wine_quality,491,forward_simulation,5,testing,16,1,False
13,27,1,17,single_condition,none,wine_quality,377,forward_simulation,5,testing,17,1,True
13,28,1,18,single_condition,none,wine_quality,1405,forward_simulation,5,testing,18,1,False
13,29,1,19,single_condition,none,wine_quality,1559,forward_simulation,5,testing,19,0,False
13,30,1,20,single_condition,none,wine_quality,513,forward_simulation,5,testing,20,1,True
14,1,1,1,single_condition,importance,wine_quality,1191,forward_simulation,5,training,1,0,
14,2,1,2,single_condition,importance,wine_quality,223,forward_simulation,5,training,2,0,
14,3,1,3,single_condition,importance,wine_quality,519,forward_simulation,5,training,3,0,
14,4,1,4,single_condition,importance,wine_quality,938,forward_simulation,5,training,4,1,
14,5,1,5,single_condition,importance,wine_quality,869,forward_simulation,5,training,5,0,
14,6,1,6,single_condition,importance,wine_quality,1008,forward_simulation,5,training,6,1,
14,7,1,7,single_condition,importance,wine_quality,1164,forward_simulation,5,training,7,0,
14,8,1,8,single_condition,importance,wine_quality,1450,forward_simulation,5,training,8,1,
14,9,1,9,single_condition,importance,wine_quality,369,forward_simulation,5,training,9,1,
14,10,1,10,single_condition,importance,wine_quality,1100,forward_simulation,5,training,10,1,
14,11,1,1,single_condition,importance,wine_quality,928,forward_simulation,5,testing,1,1,True
14,12,1,2,single_condition,importance,wine_quality,1061,forward_simulation,5,testing,2,1,False
14,13,1,3,single_condition,importance,wine_quality,1125,forward_simulation,5,testing,3,1,False
14,14,1,4,single_condition,importance,wine_quality,875,forward_simulation,5,testing,4,1,True
14,15,1,5,single_condition,importance,wine_quality,1263,forward_simulation,5,testing,5,0,True
14,16,1,6,single_condition,importance,wine_quality,1405,forward_simulation,5,testing,6,1,True
14,17,1,7,single_condition,importance,wine_quality,451,forward_simulation,5,testing,7,0,True
14,18,1,8,single_condition,importance,wine_quality,1016,forward_simulation,5,testing,8,1,True
14,19,1,9,single_condition,importance,wine_quality,237,forward_simulation,5,testing,9,0,False
14,20,1,10,single_condition,importance,wine_quality,782,forward_simulation,5,testing,10,0,False
14,21,1,11,single_condition,importance,wine_quality,1107,forward_simulation,5,testing,11,1,False
14,22,1,12,single_condition,importance,wine_quality,1051,forward_simulation,5,testing,12,0,False
14,23,1,13,single_condition,importance,wine_quality,861,forward_simulation,5,testing,13,0,True
14,24,1,14,single_condition,importance,wine_quality,940,forward_simulation,5,testing,14,1,True
14,25,1,15,single_condition,importance,wine_quality,692,forward_simulation,5,testing,15,0,False
14,26,1,16,single_condition,importance,wine_quality,1369,forward_simulation,5,testing,16,0,True
14,27,1,17,single_condition,importance,wine_quality,505,forward_simulation,5,testing,17,1,False
14,28,1,18,single_condition,importance,wine_quality,852,forward_simulation,5,testing,18,0,False
14,29,1,19,single_condition,importance,wine_quality,1070,forward_simulation,5,testing,19,1,True
14,30,1,20,single_condition,importance,wine_quality,1044,forward_simulation,5,testing,20,0,False
15,1,1,1,single_condition,attribution,wine_quality,924,forward_simulation,5,training,1,1,
15,2,1,2,single_condition,attribution,wine_quality,898,forward_simulation,5,training,2,1,
15,3,1,3,single_condition,attribution,wine_quality,457,forward_simulation,5,training,3,0,
15,4,1,4,single_condition,attribution,wine_quality,514,forward_simulation,5,training,4,1,
15,5,1,5,single_condition,attribution,wine_quality,1067,forward_simulation,5,training,5,1,
15,6,1,6,single_condition,attribution,wine_quality,1241,forward_simulation,5,training,6,0,
15,7,1,7,single_condition,attribution,wine_quality,1048,forward_simulation,5,training,7,0,
15,8,1,8,single_condition,attribution,wine_quality,1307,forward_simulation,5,training,8,0,
15,9,1,9,single_condition,attribution,wine_quality,154,forward_simulation,5,training,9,0,
15,10,1,10,single_condition,attribution,wine_quality,1209,forward_simulation,5,training,10,1,
15,11,1,1,single_condition,attribution,wine_quality,1511,forward_simulation,5,testing,1,0,False
15,12,1,2,single_condition,attribution,wine_quality,1469,forward_simulation,5,testing,2,0,False
15,13,1,3,single_condition,attribution,wine_quality,505,forward_simulation,5,testing,3,1,False
15,14,1,4,single_condition,attribution,wine_quality,1369,forward_simulation,5,testing,4,0,False
15,15,1,5,single_condition,attribution,wine_quality,451,forward_simulation,5,testing,5,0,True
15,16,1,6,single_condition,attribution,wine_quality,819,forward_simulation,5,testing,6,0,False
15,17,1,7,single_condition,attribution,wine_quality,1250,forward_simulation,5,testing,7,0,True
15,18,1,8,single_condition,attribution,wine_quality,1018,forward_simulation,5,testing,8,1,True
15,19,1,9,single_condition,attribution,wine_quality,1274,forward_simulation,5,testing,9,0,True
15,20,1,10,single_condition,attribution,wine_quality,875,forward_simulation,5,testing,10,1,True
15,21,1,11,single_condition,attribution,wine_quality,1590,forward_simulation,5,testing,11,1,False
15,22,1,12,single_condition,attribution,wine_quality,1173,forward_simulation,5,testing,12,0,True
15,23,1,13,single_condition,attribution,wine_quality,491,forward_simulation,5,testing,13,1,False
15,24,1,14,single_condition,attribution,wine_quality,950,forward_simulation,5,testing,14,1,True
15,25,1,15,single_condition,attribution,wine_quality,964,forward_simulation,5,testing,15,1,False
15,26,1,16,single_condition,attribution,wine_quality,1496,forward_simulation,5,testing,16,0,False
15,27,1,17,single_condition,attribution,wine_quality,1016,forward_simulation,5,testing,17,1,False
15,28,1,18,single_condition,attribution,wine_quality,1371,forward_simulation,5,testing,18,1,True
15,29,1,19,single_condition,attribution,wine_quality,1531,forward_simulation,5,testing,19,0,True
15,30,1,20,single_condition,attribution,wine_quality,960,forward_simulation,5,testing,20,1,True
16,1,1,1,single_condition,none,wine_quality,506,forward_simulation,5,training,1,1,
16,2,1,2,single_condition,none,wine_quality,837,forward_simulation,5,training,2,1,
16,3,1,3,single_condition,none,wine_quality,1582,forward_simulation,5,training,3,0,
16,4,1,4,single_condition,none,wine_quality,492,forward_simulation,5,training,4,1,
16,5,1,5,single_condition,none,wine_quality,1454,forward_simulation,5,training,5,0,
16,6,1,6,single_condition,none,wine_quality,357,forward_simulation,5,training,6,1,
16,7,1,7,single_condition,none,wine_quality,1049,forward_simulation,5,training,7,0,
16,8,1,8,single_condition,none,wine_quality,1063,forward_simulation,5,training,8,1,
16,9,1,9,single_condition,none,wine_quality,146,forward_simulation,5,training,9,0,
16,10,1,10,single_condition,none,wine_quality,1165,forward_simulation,5,training,10,0,
16,11,1,1,single_condition,none,wine_quality,1555,forward_simulation,5,testing,1,0,False
16,12,1,2,single_condition,none,wine_quality,1275,forward_simulation,5,testing,2,0,False
16,13,1,3,single_condition,none,wine_quality,505,forward_simulation,5,testing,3,1,False
16,14,1,4,single_condition,none,wine_quality,1016,forward_simulation,5,testing,4,1,True
16,15,1,5,single_condition,none,wine_quality,1061,forward_simulation,5,testing,5,1,True
16,16,1,6,single_condition,none,wine_quality,1524,forward_simulation,5,testing,6,0,True
16,17,1,7,single_condition,none,wine_quality,782,forward_simulation,5,testing,7,0,False
16,18,1,8,single_condition,none,wine_quality,928,forward_simulation,5,testing,8,1,False
16,19,1,9,single_condition,none,wine_quality,964,forward_simulation,5,testing,9,1,False
16,20,1,10,single_condition,none,wine_quality,1405,forward_simulation,5,testing,10,1,True
16,21,1,11,single_condition,none,wine_quality,1508,forward_simulation,5,testing,11,0,True
16,22,1,12,single_condition,none,wine_quality,267,forward_simulation,5,testing,12,1,False
16,23,1,13,single_condition,none,wine_quality,1369,forward_simulation,5,testing,13,0,True
16,24,1,14,single_condition,none,wine_quality,40,forward_simulation,5,testing,14,0,True
16,25,1,15,single_condition,none,wine_quality,1511,forward_simulation,5,testing,15,0,False
16,26,1,16,single_condition,none,wine_quality,940,forward_simulation,5,testing,16,1,True
16,27,1,17,single_condition,none,wine_quality,1371,forward_simulation,5,testing,17,1,False
16,28,1,18,single_condition,none,wine_quality,1478,forward_simulation,5,testing,18,0,True
16,29,1,19,single_condition,none,wine_quality,1473,forward_simulation,5,testing,19,0,False
16,30,1,20,single_condition,none,wine_quality,1125,forward_simulation,5,testing,20,1,True
17,1,1,1,single_condition,importance,wine_quality,1100,forward_simulation,5,training,1,1,
17,2,1,2,single_condition,importance,wine_quality,1069,forward_simulation,5,training,2,0,
17,3,1,3,single_condition,importance,wine_quality,514,forward_simulation,5,training,3,1,
17,4,1,4,single_condition,importance,wine_quality,123,forward_simulation,5,training,4,0,
17,5,1,5,single_condition,importance,wine_quality,1104,forward_simulation,5,training,5,0,
17,6,1,6,single_condition,importance,wine_quality,1402,forward_simulation,5,training,6,1,
17,7,1,7,single_condition,importance,wine_quality,1116,forward_simulation,5,training,7,0,
17,8,1,8,single_condition,importance,wine_quality,924,forward_simulation,5,training,8,1,
17,9,1,9,single_condition,importance,wine_quality,188,forward_simulation,5,training,9,0,
17,10,1,10,single_condition,importance,wine_quality,1063,forward_simulation,5,training,10,1,
17,11,1,1,single_condition,importance,wine_quality,964,forward_simulation,5,testing,1,1,True
17,12,1,2,single_condition,importance,wine_quality,1405,forward_simulation,5,testing,2,1,False
17,13,1,3,single_condition,importance,wine_quality,960,forward_simulation,5,testing,3,1,False
17,14,1,4,single_condition,importance,wine_quality,1018,forward_simulation,5,testing,4,1,True
17,15,1,5,single_condition,importance,wine_quality,733,forward_simulation,5,testing,5,0,True
17,16,1,6,single_condition,importance,wine_quality,1322,forward_simulation,5,testing,6,0,False
17,17,1,7,single_condition,importance,wine_quality,1495,forward_simulation,5,testing,7,0,False
17,18,1,8,single_condition,importance,wine_quality,559,forward_simulation,5,testing,8,0,False
17,19,1,9,single_condition,importance,wine_quality,1029,forward_simulation,5,testing,9,0,True
17,20,1,10,single_condition,importance,wine_quality,1267,forward_simulation,5,testing,10,1,False
17,21,1,11,single_condition,importance,wine_quality,1371,forward_simulation,5,testing,11,1,False
17,22,1,12,single_condition,importance,wine_quality,982,forward_simulation,5,testing,12,1,True
17,23,1,13,single_condition,importance,wine_quality,1426,forward_simulation,5,testing,13,0,False
17,24,1,14,single_condition,importance,wine_quality,940,forward_simulation,5,testing,14,1,True
17,25,1,15,single_condition,importance,wine_quality,950,forward_simulation,5,testing,15,1,True
17,26,1,16,single_condition,importance,wine_quality,544,forward_simulation,5,testing,16,0,True
17,27,1,17,single_condition,importance,wine_quality,451,forward_simulation,5,testing,17,0,True
17,28,1,18,single_condition,importance,wine_quality,376,forward_simulation,5,testing,18,0,False
17,29,1,19,single_condition,importance,wine_quality,27,forward_simulation,5,testing,19,0,False
17,30,1,20,single_condition,importance,wine_quality,513,forward_simulation,5,testing,20,1,True
18,1,1,1,single_condition,attribution,wine_quality,205,forward_simulation,5,training,1,1,
18,2,1,2,single_condition,attribution,wine_quality,807,forward_simulation,5,training,2,1,
18,3,1,3,single_condition,attribution,wine_quality,662,forward_simulation,5,training,3,0,
18,4,1,4,single_condition,attribution,wine_quality,210,forward_simulation,5,training,4,1,
18,5,1,5,single_condition,attribution,wine_quality,1209,forward_simulation,5,training,5,1,
18,6,1,6,single_condition,attribution,wine_quality,1217,forward_simulation,5,training,6,0,
18,7,1,7,single_condition,attribution,wine_quality,1008,forward_simulation,5,training,7,1,
18,8,1,8,single_condition,attribution,wine_quality,309,forward_simulation,5,training,8,0,
18,9,1,9,single_condition,attribution,wine_quality,977,forward_simulation,5,training,9,0,
18,10,1,10,single_condition,attribution,wine_quality,31,forward_simulation,5,training,10,0,
18,11,1,1,single_condition,attribution,wine_quality,79,forward_simulation,5,testing,1,0,False
18,12,1,2,single_condition,attribution,wine_quality,735,forward_simulation,5,testing,2,0,True
18,13,1,3,single_condition,attribution,wine_quality,1016,forward_simulation,5,testing,3,1,True
18,14,1,4,single_condition,attribution,wine_quality,540,forward_simulation,5,testing,4,0,False
18,15,1,5,single_condition,attribution,wine_quality,192,forward_simulation,5,testing,5,0,True
18,16,1,6,single_condition,attribution,wine_quality,511,forward_simulation,5,testing,6,0,True
18,17,1,7,single_condition,attribution,wine_quality,237,forward_simulation,5,testing,7,0,True
18,18,1,8,single_condition,attribution,wine_quality,513,forward_simulation,5,testing,8,1,False
18,19,1,9,single_condition,attribution,wine_quality,1389,forward_simulation,5,testing,9,0,True
18,20,1,10,single_condition,attribution,wine_quality,957,forward_simulation,5,testing,10,0,False
18,21,1,11,single_condition,attribution,wine_quality,1267,forward_simulation,5,testing,11,1,False
18,22,1,12,single_condition,attribution,wine_quality,947,forward_simulation,5,testing,12,1,True
18,23,1,13,single_condition,attribution,wine_quality,849,forward_simulation,5,testing,13,0,False
18,24,1,14,single_condition,attribution,wine_quality,1044,forward_simulation,5,testing,14,0,False
18,25,1,15,single_condition,attribution,wine_quality,982,forward_simulation,5,testing,15,1,False
18,26,1,16,single_condition,attribution,wine_quality,964,forward_simulation,5,testing,16,1,False
18,27,1,17,single_condition,attribution,wine_quality,505,forward_simulation,5,testing,17,1,False
18,28,1,18,single_condition,attribution,wine_quality,1107,forward_simulation,5,testing,18,1,True
18,29,1,19,single_condition,attribution,wine_quality,1405,forward_simulation,5,testing,19,1,True
18,30,1,20,single_condition,attribution,wine_quality,875,forward_simulation,5,testing,20,1,True
19,1,1,1,single_condition,none,wine_quality,678,forward_simulation,5,training,1,0,
19,2,1,2,single_condition,none,wine_quality,1167,forward_simulation,5,training,2,1,
19,3,1,3,single_condition,none,wine_quality,440,forward_simulation,5,training,3,1,
19,4,1,4,single_condition,none,wine_quality,384,forward_simulation,5,training,4,0,
19,5,1,5,single_condition,none,wine_quality,993,forward_simulation,5,training,5,0,
19,6,1,6,single_condition,none,wine_quality,1497,forward_simulation,5,training,6,0,
19,7,1,7,single_condition,none,wine_quality,1015,forward_simulation,5,training,7,1,
19,8,1,8,single_condition,none,wine_quality,881,forward_simulation,5,training,8,0,
19,9,1,9,single_condition,none,wine_quality,198,forward_simulation,5,training,9,1,
19,10,1,10,single_condition,none,wine_quality,817,forward_simulation,5,training,10,1,
19,11,1,1,single_condition,none,wine_quality,1275,forward_simulation,5,testing,1,0,True
19,12,1,2,single_condition,none,wine_quality,1095,forward_simulation,5,testing,2,0,True
19,13,1,3,single_condition,none,wine_quality,909,forward_simulation,5,testing,3,0,True
19,14,1,4,single_condition,none,wine_quality,1337,forward_simulation,5,testing,4,0,False
19,15,1,5,single_condition,none,wine_quality,79,forward_simulation,5,testing,5,0,False
19,16,1,6,single_condition,none,wine_quality,1590,forward_simulation,5,testing,6,1,False
19,17,1,7,single_condition,none,wine_quality,1556,forward_simulation,5,testing,7,0,True
19,18,1,8,single_condition,none,wine_quality,875,forward_simulation,5,testing,8,1,False
19,19,1,9,single_condition,none,wine_quality,1267,forward_simulation,5,testing,9,1,False
19,20,1,10,single_condition,none,wine_quality,960,forward_simulation,5,testing,10,1,False
19,21,1,11,single_condition,none,wine_quality,505,forward_simulation,5,testing,11,1,False
19,22,1,12,single_condition,none,wine_quality,947,forward_simulation,5,testing,12,1,False
19,23,1,13,single_condition,none,wine_quality,539,forward_simulation,5,testing,13,0,True
19,24,1,14,single_condition,none,wine_quality,157,forward_simulation,5,testing,14,0,True
19,25,1,15,single_condition,none,wine_quality,1172,forward_simulation,5,testing,15,1,False
19,26,1,16,single_condition,none,wine_quality,1250,forward_simulation,5,testing,16,0,True
19,27,1,17,single_condition,none,wine_quality,267,forward_simulation,5,testing,17,1,True
19,28,1,18,single_condition,none,wine_quality,1371,forward_simulation,5,testing,18,1,False
19,29,1,19,single_condition,none,wine_quality,559,forward_simulation,5,testing,19,0,True
19,30,1,20,single_condition,none,wine_quality,1061,forward_simulation,5,testing,20,1,True
20,1,1,1,single_condition,importance,wine_quality,832,forward_simulation,5,training,1,0,
20,2,1,2,single_condition,importance,wine_quality,1067,forward_simulation,5,training,2,1,
20,3,1,3,single_condition,importance,wine_quality,1584,forward_simulation,5,training,3,1,
20,4,1,4,single_condition,importance,wine_quality,1475,forward_simulation,5,training,4,1,
20,5,1,5,single_condition,importance,wine_quality,619,forward_simulation,5,training,5,0,
20,6,1,6,single_condition,importance,wine_quality,908,forward_simulation,5,training,6,0,
20,7,1,7,single_condition,importance,wine_quality,551,forward_simulation,5,training,7,0,
20,8,1,8,single_condition,importance,wine_quality,966,forward_simulation,5,training,8,1,
20,9,1,9,single_condition,importance,wine_quality,1093,forward_simulation,5,training,9,1,
20,10,1,10,single_condition,importance,wine_quality,144,forward_simulation,5,training,10,0,
20,11,1,1,single_condition,importance,wine_quality,270,forward_simulation,5,testing,1,0,True
20,12,1,2,single_condition,importance,wine_quality,1044,forward_simulation,5,testing,2,0,False
20,13,1,3,single_condition,importance,wine_quality,950,forward_simulation,5,testing,3,1,True
20,14,1,4,single_condition,importance,wine_quality,982,forward_simulation,5,testing,4,1,True
20,15,1,5,single_condition,importance,wine_quality,1371,forward_simulation,5,testing,5,1,True
20,16,1,6,single_condition,importance,wine_quality,933,forward_simulation,5,testing,6,0,False
20,17,1,7,single_condition,importance,wine_quality,377,forward_simulation,5,testing,7,1,True
20,18,1,8,single_condition,importance,wine_quality,513,forward_simulation,5,testing,8,1,True
20,19,1,9,single_condition,importance,wine_quality,505,forward_simulation,5,testing,9,1,True
20,20,1,10,single_condition,importance,wine_quality,140,forward_simulation,5,testing,10,0,False
20,21,1,11,single_condition,importance,wine_quality,725,forward_simulation,5,testing,11,0,False
20,22,1,12,single_condition,importance,wine_quality,1508,forward_simulation,5,testing,12,0,False
20,23,1,13,single_condition,importance,wine_quality,875,forward_simulation,5,testing,13,1,True
20,24,1,14,single_condition,importance,wine_quality,632,forward_simulation,5,testing,14,0,False
20,25,1,15,single_condition,importance,wine_quality,1061,forward_simulation,5,testing,15,1,False
20,26,1,16,single_condition,importance,wine_quality,1070,forward_simulation,5,testing,16,1,True
20,27,1,17,single_condition,importance,wine_quality,705,forward_simulation,5,testing,17,0,True
20,28,1,18,single_condition,importance,wine_quality,1416,forward_simulation,5,testing,18,0,False
20,29,1,19,single_condition,importance,wine_quality,909,forward_simulation,5,testing,19,0,False
20,30,1,20,single_condition,importance,wine_quality,1405,forward_simulation,5,testing,20,1,False
21,1,1,1,single_condition,attribution,wine_quality,1053,forward_simulation,5,training,1,1,
21,2,1,2,single_condition,attribution,wine_quality,1570,forward_simulation,5,training,2,1,
21,3,1,3,single_condition,attribution,wine_quality,508,forward_simulation,5,training,3,0,
21,4,1,4,single_condition,attribution,wine_quality,887,forward_simulation,5,training,4,1,
21,5,1,5,single_condition,attribution,wine_quality,1008,forward_simulation,5,training,5,1,
21,6,1,6,single_condition,attribution,wine_quality,404,forward_simulation,5,training,6,0,
21,7,1,7,single_condition,attribution,wine_quality,219,forward_simulation,5,training,7,0,
21,8,1,8,single_condition,attribution,wine_quality,704,forward_simulation,5,training,8,0,
21,9,1,9,single_condition,attribution,wine_quality,938,forward_simulation,5,training,9,1,
21,10,1,10,single_condition,attribution,wine_quality,1089,forward_simulation,5,training,10,0,
21,11,1,1,single_condition,attribution,wine_quality,1511,forward_simulation,5,testing,1,0,True
21,12,1,2,single_condition,attribution,wine_quality,940,forward_simulation,5,testing,2,1,False
21,13,1,3,single_condition,attribution,wine_quality,274,forward_simulation,5,testing,3,0,False
21,14,1,4,single_condition,attribution,wine_quality,1267,forward_simulation,5,testing,4,1,False
21,15,1,5,single_condition,attribution,wine_quality,377,forward_simulation,5,testing,5,1,True
21,16,1,6,single_condition,attribution,wine_quality,505,forward_simulation,5,testing,6,1,True
21,17,1,7,single_condition,attribution,wine_quality,1424,forward_simulation,5,testing,7,0,True
21,18,1,8,single_condition,attribution,wine_quality,1253,forward_simulation,5,testing,8,0,False
21,19,1,9,single_condition,attribution,wine_quality,1371,forward_simulation,5,testing,9,1,True
21,20,1,10,single_condition,attribution,wine_quality,1494,forward_simulation,5,testing,10,0,False
21,21,1,11,single_condition,attribution,wine_quality,810,forward_simulation,5,testing,11,0,True
21,22,1,12,single_condition,attribution,wine_quality,124,forward_simulation,5,testing,12,0,True
21,23,1,13,single_condition,attribution,wine_quality,1442,forward_simulation,5,testing,13,0,False
21,24,1,14,single_condition,attribution,wine_quality,964,forward_simulation,5,testing,14,1,False
21,25,1,15,single_condition,attribution,wine_quality,44,forward_simulation,5,testing,15,0,True
21,26,1,16,single_condition,attribution,wine_quality,491,forward_simulation,5,testing,16,1,True
21,27,1,17,single_condition,attribution,wine_quality,982,forward_simulation,5,testing,17,1,True
21,28,1,18,single_condition,attribution,wine_quality,713,forward_simulation,5,testing,18,0,False
21,29,1,19,single_condition,attribution,wine_quality,1590,forward_simulation,5,testing,19,1,False
21,30,1,20,single_condition,attribution,wine_quality,1016,forward_simulation,5,testing,20,1,False
22,1,1,1,single_condition,none,wine_quality,357,forward_simulation,5,training,1,1,
22,2,1,2,single_condition,none,wine_quality,430,forward_simulation,5,training,2,1,
22,3,1,3,single_condition,none,wine_quality,1271,forward_simulation,5,training,3,0,
22,4,1,4,single_condition,none,wine_quality,879,forward_simulation,5,training,4,0,
22,5,1,5,single_condition,none,wine_quality,823,forward_simulation,5,training,5,0,
22,6,1,6,single_condition,none,wine_quality,1475,forward_simulation,5,training,6,1,
22,7,1,7,single_condition,none,wine_quality,1335,forward_simulation,5,training,7,0,
22,8,1,8,single_condition,none,wine_quality,500,forward_simulation,5,training,8,0,
22,9,1,9,single_condition,none,wine_quality,945,forward_simulation,5,training,9,1,
22,10,1,10,single_condition,none,wine_quality,1053,forward_simulation,5,training,10,1,
22,11,1,1,single_condition,none,wine_quality,1016,forward_simulation,5,testing,1,1,False
22,12,1,2,single_condition,none,wine_quality,505,forward_simulation,5,testing,2,1,False
22,13,1,3,single_condition,none,wine_quality,947,forward_simulation,5,testing,3,1,True
22,14,1,4,single_condition,none,wine_quality,501,forward_simulation,5,testing,4,0,True
22,15,1,5,single_condition,none,wine_quality,1574,forward_simulation,5,testing,5,0,True
22,16,1,6,single_condition,none,wine_quality,982,forward_simulation,5,testing,6,1,False
22,17,1,7,single_condition,none,wine_quality,992,forward_simulation,5,testing,7,0,False
22,18,1,8,single_condition,none,wine_quality,1291,forward_simulation,5,testing,8,0,False
22,19,1,9,single_condition,none,wine_quality,1172,forward_simulation,5,testing,9,1,True
22,20,1,10,single_condition,none,wine_quality,902,forward_simulation,5,testing,10,0,False
22,21,1,11,single_condition,none,wine_quality,163,forward_simulation,5,testing,11,0,True
22,22,1,12,single_condition,none,wine_quality,377,forward_simulation,5,testing,12,1,False
22,23,1,13,single_condition,none,wine_quality,1018,forward_simulation,5,testing,13,1,True
22,24,1,14,single_condition,none,wine_quality,491,forward_simulation,5,testing,14,1,True
22,25,1,15,single_condition,none,wine_quality,928,forward_simulation,5,testing,15,1,True
22,26,1,16,single_condition,none,wine_quality,1398,forward_simulation,5,testing,16,0,True
22,27,1,17,single_condition,none,wine_quality,960,forward_simulation,5,testing,17,1,False
22,28,1,18,single_condition,none,wine_quality,1396,forward_simulation,5,testing,18,0,True
22,29,1,19,single_condition,none,wine_quality,1341,forward_simulation,5,testing,19,0,False
22,30,1,20,single_condition,none,wine_quality,909,forward_simulation,5,testing,20,0,False
23,1,1,1,single_condition,importance,wine_quality,1098,forward_simulation,5,training,1,1,
23,2,1,2,single_condition,importance,wine_quality,1007,forward_simulation,5,training,2,1,
23,3,1,3,single_condition,importance,wine_quality,1209,forward_simulation,5,training,3,1,
23,4,1,4,single_condition,importance,wine_quality,492,forward_simulation,5,training,4,1,
