Participant ID,Trial Index,Instance Index,AI Prediction,XAIType,dataId,expMethod,modelName,Session,Step,Tested w/ XAI,Response,Timing,Correct,trialType
83,51,33,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,1.716,,Train
83,52,24,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.452,1.0,Train
83,52,24,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,1.599,,Train
83,53,40,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.518,1.0,Train
83,53,40,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,1.797,,Train
83,54,89,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.792,1.0,Train
83,54,89,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.761,,Train
83,55,7,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.962,0.0,Train
83,55,7,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,1.903,,Train
83,56,10,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,4.449,1.0,Train
83,56,10,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.011,,Train
83,57,84,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.524,1.0,Test
83,58,47,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.348,1.0,Test
83,59,71,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.61,1.0,Test
83,60,29,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.658,1.0,Test
83,61,38,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,3.79,0.0,Test
83,62,96,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,5.302,1.0,Test
83,63,88,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.021,1.0,Test
83,64,39,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,53.914,0.0,Test
83,65,118,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,3.21,1.0,Test
83,66,102,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.705,1.0,Test
83,67,56,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.025,1.0,Test
83,68,107,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.878,0.0,Test
83,69,60,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.375,0.0,Test
83,70,112,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.75,0.0,Test
83,71,20,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,4.079,0.0,Test
83,72,103,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.701,0.0,Test
83,73,34,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.381,1.0,Test
83,74,100,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.275,1.0,Test
83,75,83,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,3.041,0.0,Test
83,76,21,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,3.86,0.0,Test
83,77,68,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,5.053,1.0,Test
83,78,55,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.922,1.0,Test
83,79,19,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,23.484,0.0,Test
83,80,35,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,6.405,1.0,Test
83,81,23,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.439,1.0,Test
83,82,77,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,3.433,1.0,Test
83,83,26,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.944,1.0,Test
83,84,1,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,5.099,0.0,Test
83,85,116,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,14.632,1.0,Test
83,86,5,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.57,1.0,Test
83,87,61,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.101,1.0,Test
83,88,14,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.984,0.0,Test
83,89,108,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,3.275,0.0,Test
83,90,119,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,3.06,1.0,Test
83,91,69,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.881,1.0,Test
83,92,113,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.629,1.0,Test
30,1,66,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,83.488,1.0,Train
30,1,66,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,4.141,,Train
30,2,43,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,2.846,1.0,Train
30,2,43,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,1.156,,Train
30,3,51,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,1.425,1.0,Train
30,3,51,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,1.318,,Train
30,4,81,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,1.385,1.0,Train
30,4,81,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,0.501,,Train
30,5,121,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,0.976,1.0,Train
30,5,121,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,0.679,,Train
30,6,73,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,1.697,0.0,Train
30,6,73,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,0.984,,Train
30,7,8,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,2.091,0.0,Train
30,7,8,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,1.355,,Train
30,8,32,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,1.053,1.0,Train
30,8,32,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,0.816,,Train
30,9,82,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,1.335,0.0,Train
30,9,82,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,8.097,,Train
30,10,25,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,1.922,1.0,Train
30,10,25,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,1.03,,Train
30,11,46,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,1.72,1.0,Test
30,12,111,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.913,0.0,Test
30,13,98,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,3.635,1.0,Test
30,14,4,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.926,0.0,Test
30,15,42,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,1.452,0.0,Test
30,16,6,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,0.937,1.0,Test
30,17,27,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,1.334,0.0,Test
30,18,22,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,0.912,1.0,Test
30,19,64,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,0.502,1.0,Test
30,20,117,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,1.719,1.0,Test
30,21,86,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,5.546,1.0,Test
30,22,101,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,1.314,0.0,Test
30,23,0,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,1.45,0.0,Test
30,24,36,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,0.804,0.0,Test
30,25,65,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,0.657,0.0,Test
30,26,62,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,1.055,1.0,Test
30,27,41,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.341,1.0,Test
30,28,80,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,1.327,1.0,Test
30,29,13,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,1.117,0.0,Test
30,30,105,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.938,0.0,Test
30,31,91,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.863,0.0,Test
30,32,59,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,1.483,1.0,Test
30,33,74,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,1.125,0.0,Test
30,34,44,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.516,1.0,Test
30,35,90,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.68,1.0,Test
30,36,3,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.993,1.0,Test
30,37,52,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.0,0.0,Test
30,38,76,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.0,0.0,Test
30,39,67,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.0,1.0,Test
30,40,75,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,4.048,0.0,Test
30,41,97,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,1.103,1.0,Test
30,42,78,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,0.908,0.0,Test
30,43,106,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.67,1.0,Test
30,44,31,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,0.577,1.0,Test
30,45,110,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,0.643,1.0,Test
30,46,45,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,2.488,1.0,Test
30,47,114,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.246,1.0,Train
30,47,114,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,385.437,,Train
30,48,33,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.612,1.0,Train
30,48,33,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,8.585,,Train
30,49,7,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.913,0.0,Train
30,49,7,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,14.685,,Train
30,50,87,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.312,1.0,Train
30,50,87,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,10.737,,Train
30,51,120,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.259,1.0,Train
30,51,120,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,9.6,,Train
30,52,54,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.536,0.0,Train
30,52,54,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,10.199,,Train
30,53,89,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.174,1.0,Train
30,53,89,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,12.699,,Train
30,54,40,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.856,1.0,Train
30,54,40,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,8.32,,Train
30,55,24,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.865,1.0,Train
30,55,24,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,7.599,,Train
30,56,10,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.505,1.0,Train
30,56,10,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,13.51,,Train
30,57,88,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.093,1.0,Test
30,58,100,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.09,1.0,Test
30,59,107,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,0.565,1.0,Test
30,60,84,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,0.465,1.0,Test
30,61,96,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.994,1.0,Test
30,62,60,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,0.778,1.0,Test
30,63,118,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,0.588,1.0,Test
30,64,112,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.839,0.0,Test
30,65,29,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,0.638,1.0,Test
30,66,39,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.751,1.0,Test
30,67,34,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,0.657,1.0,Test
30,68,102,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,0.768,1.0,Test
30,69,38,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.247,1.0,Test
30,70,20,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,0.732,1.0,Test
30,71,103,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,0.685,0.0,Test
30,72,56,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.008,1.0,Test
30,73,47,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,3.628,1.0,Test
30,74,71,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.008,1.0,Test
30,75,83,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.631,1.0,Test
30,76,113,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,0.857,1.0,Test
30,77,23,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.715,1.0,Test
30,78,21,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.595,1.0,Test
30,79,14,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,0.9,1.0,Test
30,80,35,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.594,1.0,Test
30,81,108,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.504,0.0,Test
30,82,116,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.504,1.0,Test
30,83,77,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.592,1.0,Test
30,84,19,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.481,1.0,Test
30,85,26,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.495,1.0,Test
30,86,61,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.425,1.0,Test
30,87,119,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.912,1.0,Test
30,88,69,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.742,0.0,Test
30,89,55,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.637,1.0,Test
30,90,1,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.117,1.0,Test
30,91,5,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.012,1.0,Test
30,92,68,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,0.734,0.0,Test
185,1,292,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,51.217,0.0,Train
185,1,292,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,62.178,,Train
185,2,183,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,11.444,0.0,Train
185,2,183,0,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,15.368,,Train
185,3,168,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,6.799,1.0,Train
185,3,168,0,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,13.09,,Train
185,4,154,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,3.948,1.0,Train
185,4,154,0,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,6.759,,Train
185,5,266,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,3.674,1.0,Train
185,5,266,0,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,4.428,,Train
185,6,195,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,19.836,1.0,Train
185,6,195,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,5.233,,Train
185,7,25,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,2.613,1.0,Train
185,7,25,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,5.638,,Train
185,8,295,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,54.59,1.0,Train
185,8,295,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,14.632,,Train
185,9,215,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,54.79,1.0,Train
185,9,215,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,40.885,,Train
185,10,24,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,27.503,1.0,Train
185,10,24,0,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,3.618,,Train
185,11,102,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,12.803,1.0,Test
185,12,217,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,40.623,0.0,Test
185,13,137,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,0.0,27.617,1.0,Test
185,14,239,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,30.115,1.0,Test
185,15,151,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,28.623,1.0,Test
185,16,61,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,19.15,0.0,Test
185,17,223,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,0.0,9.819,1.0,Test
185,18,234,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,4.942,1.0,Test
185,19,179,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,5.167,1.0,Test
185,20,273,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,0.0,33.02,0.0,Test
185,21,247,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,47.464,0.0,Test
185,22,130,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,42.913,0.0,Test
185,23,21,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,9.246,0.0,Test
185,24,270,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,6.454,1.0,Test
185,25,110,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,20.842,1.0,Test
185,26,278,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,29.87,0.0,Test
185,27,152,0,,forest_cover,shap,xgboost,1,Infer,w/ XAI,0.0,55.136,1.0,Test
185,28,290,1,,forest_cover,shap,xgboost,1,Infer,w/ XAI,1.0,14.647,1.0,Test
185,29,53,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,5.048,1.0,Test
185,30,145,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,16.94,1.0,Test
185,31,73,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,19.002,0.0,Test
185,32,260,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,6.162,0.0,Test
185,33,220,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,3.771,1.0,Test
185,34,17,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,8.006,0.0,Test
185,35,81,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,33.426,0.0,Test
185,36,291,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,28.402,0.0,Test
185,37,8,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,5.612,0.0,Test
185,38,219,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,32.081,1.0,Test
185,39,22,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,38.797,1.0,Test
185,40,95,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,4.293,1.0,Test
185,41,118,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,3.035,0.0,Test
185,42,172,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,3.792,1.0,Test
185,43,86,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,2.779,1.0,Test
185,44,256,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,10.85,0.0,Test
185,45,122,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,7.6,1.0,Test
185,46,32,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,3.21,1.0,Test
185,47,257,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,8.271,1.0,Train
185,47,257,0,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,3.745,,Train
185,48,155,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,2.288,1.0,Train
185,48,155,0,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,3.495,,Train
185,49,78,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,3.778,0.0,Train
185,49,78,1,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,18.188,,Train
185,50,203,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,8.182,0.0,Train
185,50,203,0,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,8.401,,Train
185,51,50,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,6.131,0.0,Train
185,51,50,1,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,6.442,,Train
185,52,298,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,5.598,1.0,Train
185,52,298,1,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,4.83,,Train
185,53,225,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,4.102,1.0,Train
185,53,225,1,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,14.167,,Train
185,54,163,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,16.61,0.0,Train
185,54,163,0,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,23.37,,Train
185,55,222,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,6.815,0.0,Train
185,55,222,0,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,13.354,,Train
185,56,206,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,11.987,0.0,Train
185,56,206,1,,forest_cover,shap,xgboost,2,Feedback,w/o XAI,,11.246,,Train
185,57,167,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,7.956,0.0,Test
185,58,246,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,4.059,0.0,Test
185,59,136,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,2.519,1.0,Test
185,60,207,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,6.503,0.0,Test
185,61,44,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,7.619,1.0,Test
185,62,245,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,3.604,1.0,Test
185,63,288,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,4.9,1.0,Test
185,64,48,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,4.501,1.0,Test
185,65,236,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,5.493,0.0,Test
185,66,65,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,11.168,0.0,Test
185,67,139,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,6.353,1.0,Test
185,68,175,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,17.969,1.0,Test
185,69,287,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,22.693,1.0,Test
185,70,201,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,21.906,1.0,Test
185,71,101,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,28.167,1.0,Test
185,72,0,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,28.436,0.0,Test
185,73,135,1,,forest_cover,shap,xgboost,2,Infer,w/ XAI,0.0,36.938,0.0,Test
185,74,233,0,,forest_cover,shap,xgboost,2,Infer,w/ XAI,1.0,25.051,0.0,Test
185,75,20,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,21.235,1.0,Test
185,76,42,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,49.322,0.0,Test
185,77,194,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,19.405,1.0,Test
185,78,274,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,3.717,0.0,Test
185,79,91,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,5.401,0.0,Test
185,80,177,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,3.735,1.0,Test
185,81,149,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,3.139,0.0,Test
185,82,226,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,2.181,1.0,Test
185,83,109,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,3.58,1.0,Test
185,84,205,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,3.57,1.0,Test
185,85,82,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,1.0,2.127,1.0,Test
185,86,94,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,2.442,0.0,Test
185,87,9,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,2.001,0.0,Test
185,88,89,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,4.917,0.0,Test
185,89,70,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,4.122,1.0,Test
185,90,41,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,4.049,0.0,Test
185,91,107,0,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,23.946,1.0,Test
185,92,2,1,,forest_cover,shap,xgboost,2,Infer,w/o XAI,0.0,4.026,0.0,Test
42,1,25,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,52.985,0.0,Train
42,1,25,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,25.915,,Train
42,2,292,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,14.859,1.0,Train
42,2,292,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,2.061,,Train
42,3,195,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,23.491,1.0,Train
42,3,195,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,2.7,,Train
42,4,295,1,,forest_cover,shap,xgboost,1,Infer,w/o XAI,0.0,10.309,0.0,Train
42,4,295,1,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,12.976,,Train
42,5,168,0,,forest_cover,shap,xgboost,1,Infer,w/o XAI,1.0,9.747,0.0,Train
42,5,168,0,,forest_cover,shap,xgboost,1,Feedback,w/o XAI,,9.532,,Train
