Participant Id,Condition,Model,dataId,Complexity,Phase,Trial Index,Trial Index Binary,Instance Id,XAIType,Tested w/ XAI,Time > 120 and < 3,Time,Log(time),Response,AI prediction,DT prediction,LR prediction,Explainer prediction,Response==AI,Response==DT,Response==LR,Response==Explainer,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,Changed amount (normalized),Absolute changed amount (normalized),DT prediction (CF),LR prediction (CF),AI prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,Condition:Complexity,Factor Recall Accuracy,DT Overall Recall Accuracy,Combined Memory Failure,Mean(Response==AI),Mean(changed AI prediction),Median time,Time and Performance < 20th percentile,Time > 120 or < 3,Exclude,Trial Index == 1
185,DT,mlp,mushrooms,low,counterfactual,23,1,221.0,DT,w/ XAI,0.0,9.371,2.2376198141,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,12.0,15.0,3.0,0.0970107747,0.0970107747,0.0,1.0,1.0,1.0,0.0,1.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,24,1,189.0,DT,w/ XAI,0.0,13.877,2.6302327934,,1.0,0.0,1.0,0.0,,,,,1.0,Height,numeric,5.9,3.2,-2.7,-0.295443603,0.2954436031,1.0,0.0,1.0,0.0,1.0,0.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,25,1,379.0,DT,w/ XAI,0.0,11.382,2.4320331602,,0.0,1.0,0.0,1.0,,,,,2.0,Width,numeric,11.0,16.0,5.0,0.1616846244,0.1616846244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,26,1,227.0,DT,w/o XAI,0.0,19.691,2.9801616786,,1.0,1.0,1.0,1.0,,,,,1.0,Height,numeric,7.7,3.2,-4.5,-0.492406005,0.4924060052,0.0,0.0,1.0,1.0,1.0,1.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,27,1,283.0,DT,w/ XAI,0.0,21.452,3.0658178811,,1.0,1.0,1.0,1.0,,,,,1.0,Height,numeric,5.0,3.3,-1.7,-0.186020046,0.1860200464,0.0,1.0,1.0,1.0,0.0,1.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,28,1,265.0,DT,w/o XAI,0.0,11.941,2.4799778566,,0.0,0.0,0.0,0.0,,,,,2.0,Width,numeric,18.0,12.0,-6.0,-0.194021549,0.1940215493,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,29,1,12.0,DT,w/ XAI,0.0,37.714,3.6300313783,,0.0,1.0,0.0,1.0,,,,,4.0,Cap Diameter,numeric,6.3,11.0,4.7,0.2670636634,0.2670636634,1.0,1.0,0.0,1.0,1.0,1.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,30,1,193.0,DT,w/o XAI,0.0,19.594,2.9752233969,,0.0,1.0,0.0,1.0,,,,,4.0,Cap Diameter,numeric,1.2,5.0,3.8,0.215923813,0.215923813,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,31,1,377.0,DT,w/o XAI,0.0,16.322,2.792513891,,0.0,0.0,0.0,0.0,,,,,2.0,Width,numeric,32.0,12.0,-20.0,-0.646738498,0.6467384978,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,32,1,134.0,DT,w/ XAI,0.0,20.204,3.0058806046,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,5.1,16.0,10.9,0.3524724813,0.3524724813,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,33,1,306.0,DT,w/ XAI,0.0,10.644,2.3649963531,,0.0,0.0,1.0,0.0,,,,,4.0,Cap Diameter,numeric,3.0,4.0,1.0,0.056822056,0.056822056,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,34,1,158.0,DT,w/ XAI,0.0,13.702,2.6175418076,,0.0,0.0,0.0,0.0,,,,,2.0,Width,numeric,18.0,12.0,-6.0,-0.194021549,0.1940215493,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,35,1,327.0,DT,w/o XAI,0.0,13.902,2.6320327147,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,5.5,14.0,8.5,0.2748638615,0.2748638615,0.0,1.0,0.0,1.0,0.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,36,1,39.0,DT,w/ XAI,0.0,13.992,2.6384857377,,0.0,0.0,0.0,0.0,,,,,4.0,Cap Diameter,numeric,1.4,4.0,2.6,0.1477373457,0.1477373457,1.0,1.0,0.0,1.0,1.0,1.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,37,1,147.0,DT,w/ XAI,0.0,8.867,2.1823365204,,1.0,0.0,1.0,0.0,,,,,4.0,Cap Diameter,numeric,7.4,3.0,-4.4,-0.250017047,0.2500170466,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,38,1,176.0,DT,w/o XAI,0.0,17.376,2.8550899438,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,5.7,14.0,8.3,0.2683964766,0.2683964766,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,39,1,200.0,DT,w/ XAI,0.0,11.951,2.4808149569,,0.0,0.0,1.0,0.0,,,,,1.0,Height,numeric,3.3,3.6,0.3,0.032827067,0.032827067,1.0,1.0,0.0,1.0,1.0,1.0,1.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
185,DT,mlp,mushrooms,low,counterfactual,40,1,4.0,DT,w/o XAI,0.0,12.673,2.5394737461,,1.0,0.0,0.0,0.0,,,,,4.0,Cap Diameter,numeric,13.0,7.0,-6.0,-0.340932336,0.3409323363,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:low,,1.0,0.0,0.825,0.55,13.8895,0.0,,0.0,0
70,LR,mlp,mushrooms,low,forward,1,0,15.0,LR,w/ XAI,0.0,25.35,3.23277873,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,1
70,LR,mlp,mushrooms,low,forward,2,0,49.0,LR,w/o XAI,0.0,21.047,3.0467580322,-40.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,3,0,276.0,LR,w/o XAI,0.0,14.107,2.6466711281,-60.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,4,0,30.0,LR,w/ XAI,0.0,8.281,2.1139637341,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,5,0,260.0,LR,w/ XAI,0.0,7.096,1.959531245,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,6,0,228.0,LR,w/o XAI,0.0,25.608,3.2429048027,-20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,7,0,375.0,LR,w/ XAI,0.0,5.127,1.6345206928,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,8,0,38.0,LR,w/ XAI,0.0,6.032,1.7970786307,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,9,0,360.0,LR,w/o XAI,0.0,39.034,3.6644330612,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,10,0,129.0,LR,w/o XAI,0.0,39.681,3.6808724837,-20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,11,0,89.0,LR,w/ XAI,0.0,8.015,2.0813147861,20.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,12,0,240.0,LR,w/ XAI,0.0,14.572,2.6791018791,20.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,13,0,208.0,LR,w/o XAI,0.0,10.874,2.3863746187,-20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,14,0,373.0,LR,w/ XAI,0.0,47.45,3.8596765251,20.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,15,0,178.0,LR,w/o XAI,0.0,55.932,4.0241366672,-20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,16,0,201.0,LR,w/o XAI,1.0,122.395,4.8072535196,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,17,0,126.0,LR,w/ XAI,0.0,7.883,2.0647085421,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,18,0,198.0,LR,w/o XAI,0.0,19.853,2.9883551292,-20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,19,0,393.0,LR,w/ XAI,0.0,7.891,2.0657228695,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,20,0,163.0,LR,w/o XAI,0.0,10.958,2.3940697831,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,21,1,132.0,LR,w/ XAI,0.0,21.774,3.0807165975,20.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,22,1,176.0,LR,w/o XAI,0.0,20.265,3.0088952601,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,23,1,346.0,LR,w/ XAI,0.0,5.957,1.7845669986,-20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,24,1,377.0,LR,w/o XAI,0.0,15.466,2.7386440662,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,25,1,24.0,LR,w/ XAI,0.0,27.409,3.3108714266,-20.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,26,1,355.0,LR,w/ XAI,0.0,15.569,2.7452817577,20.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,27,1,128.0,LR,w/o XAI,0.0,16.276,2.7896916301,-20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,28,1,365.0,LR,w/o XAI,0.0,15.424,2.7359247379,-20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,29,1,11.0,LR,w/ XAI,0.0,5.69,1.7387102481,-20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,30,1,42.0,LR,w/ XAI,0.0,15.746,2.7565863648,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,31,1,204.0,LR,w/ XAI,0.0,7.892,2.0658495882,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,32,1,95.0,LR,w/o XAI,0.0,33.209,3.5028209235,-20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,33,1,4.0,LR,w/o XAI,0.0,8.525,2.1430030232,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,34,1,299.0,LR,w/o XAI,0.0,4.674,1.5420152361,-20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,35,1,212.0,LR,w/o XAI,0.0,4.71,1.549687908,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,36,1,8.0,LR,w/ XAI,0.0,6.347,1.8479822603,-20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,37,1,181.0,LR,w/ XAI,0.0,8.029,2.0830599872,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,38,1,236.0,LR,w/o XAI,0.0,5.027,1.6148233847,-20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,39,1,306.0,LR,w/o XAI,0.0,4.821,1.5729813754,20.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,forward,40,1,254.0,LR,w/o XAI,0.0,4.08,1.4060969884,-20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,1,0,168.0,LR,w/o XAI,0.0,61.879,4.1251808653,,0.0,0.0,0.0,0.0,,,,,1.0,Height,numeric,8.6,5.4,-3.2,-0.350155381,0.3501553815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,2,0,116.0,LR,w/o XAI,0.0,16.508,2.8038451119,,1.0,1.0,1.0,1.0,,,,,5.0,Gill,categorical,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,3,0,173.0,LR,w/ XAI,0.0,35.195,3.5609040271,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,4.5,31.0,26.5,0.8569285095,0.8569285095,0.0,0.0,0.0,1.0,1.0,1.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,4,0,362.0,LR,w/o XAI,0.0,9.122,2.2106890783,,1.0,1.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,2.5,11.0,8.5,0.4829874764,0.4829874764,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,5,0,354.0,LR,w/ XAI,0.0,10.17,2.3194422101,,1.0,0.0,0.0,0.0,,,,,3.0,Shape,categorical,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,6,0,189.0,LR,w/o XAI,0.0,10.185,2.3209160497,,1.0,0.0,1.0,1.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,7,0,100.0,LR,w/ XAI,0.0,11.215,2.417252168,,0.0,0.0,0.0,0.0,,,,,2.0,Width,numeric,31.0,8.5,-22.5,-0.72758081,0.72758081,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,8,0,348.0,LR,w/ XAI,0.0,15.952,2.7695842132,,1.0,1.0,1.0,1.0,,,,,1.0,Height,numeric,6.1,11.0,4.9,0.5361754278,0.5361754278,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,9,0,316.0,LR,w/o XAI,0.0,12.739,2.5446681541,,1.0,1.0,1.0,1.0,,,,,3.0,Shape,categorical,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,10,0,332.0,LR,w/o XAI,0.0,20.3,3.010620886,,0.0,0.0,0.0,0.0,,,,,1.0,Height,numeric,9.7,2.2,-7.5,-0.820676675,0.8206766753,1.0,0.0,0.0,1.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,11,0,99.0,LR,w/ XAI,0.0,13.081,2.5711607957,,0.0,1.0,0.0,0.0,,,,,4.0,Cap Diameter,numeric,1.3,16.0,14.7,0.8352842239,0.8352842239,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,12,0,264.0,LR,w/o XAI,0.0,9.091,2.2072849131,,0.0,1.0,0.0,0.0,,,,,3.0,Shape,categorical,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,13,0,330.0,LR,w/o XAI,0.0,15.361,2.7318318298,,1.0,0.0,1.0,1.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,14,0,349.0,LR,w/o XAI,0.0,8.235,2.1083933636,,0.0,0.0,0.0,0.0,,,,,1.0,Height,numeric,12.0,4.3,-7.7,-0.842561387,0.8425613866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,15,0,255.0,LR,w/ XAI,0.0,18.285,2.9060810516,,0.0,0.0,0.0,0.0,,,,,4.0,Cap Diameter,numeric,21.0,8.0,-13.0,-0.738686729,0.7386867286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,16,0,261.0,LR,w/o XAI,0.0,6.178,1.8209945945,,0.0,1.0,0.0,0.0,,,,,3.0,Shape,categorical,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,17,0,356.0,LR,w/ XAI,0.0,7.78,2.0515563382,,1.0,1.0,1.0,1.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,18,0,278.0,LR,w/ XAI,0.0,5.948,1.7830550286,,1.0,1.0,0.0,0.0,,,,,1.0,Height,numeric,3.6,11.0,7.4,0.8097343196,0.8097343196,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,19,0,283.0,LR,w/o XAI,0.0,12.99,2.5641798307,,1.0,1.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,2.5,18.0,15.5,0.8807418688,0.8807418688,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,20,0,84.0,LR,w/o XAI,0.0,12.296,2.5092740062,,1.0,1.0,1.0,1.0,,,,,5.0,Gill,categorical,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,21,1,274.0,LR,w/ XAI,0.0,8.775,2.1719067694,,1.0,1.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,5.1,17.0,11.9,0.676182467,0.676182467,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,22,1,9.0,LR,w/ XAI,0.0,8.981,2.1951112347,,0.0,0.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,0.99,14.0,13.01,0.7392549492,0.7392549492,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,23,1,290.0,LR,w/o XAI,0.0,20.377,3.0144068138,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,12.0,22.0,10.0,0.3233692489,0.3233692489,0.0,0.0,0.0,1.0,1.0,1.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,24,1,225.0,LR,w/ XAI,0.0,12.693,2.5410506604,,0.0,0.0,1.0,1.0,,,,,3.0,Shape,categorical,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,25,1,351.0,LR,w/ XAI,0.0,8.777,2.1721346636,,0.0,0.0,0.0,0.0,,,,,1.0,Height,numeric,1.7,5.7,4.0,0.4376942268,0.4376942268,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,26,1,91.0,LR,w/o XAI,0.0,19.207,2.9552747959,,1.0,1.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,1.2,8.0,6.8,0.3863899811,0.3863899811,1.0,1.0,1.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
70,LR,mlp,mushrooms,low,counterfactual,27,1,315.0,LR,w/o XAI,0.0,18.825,2.9351857737,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LR:low,0.1428571429,,0.0,0.525,0.6,11.486,,,,0
