Participant Id,Condition,Model,dataId,Complexity,Phase,Trial Index,Instance Id,XAIType,Tested w/ XAI,Model Pred Time,Time,Response,AI Prediction (y),Model Prediction,Objective
208,DT,mlp,mushrooms,low,,20,97.0,DT,False,6.943129608823307,17.223,-40,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,21,272.0,DT,False,6.896771941803429,13.24,20,1,0,20.02109373279461
208,DT,mlp,mushrooms,low,,22,222.0,DT,False,7.064948238936036,11.637,-40,0,0,20.02109373279461
208,DT,mlp,mushrooms,low,,23,58.0,DT,False,3.7518047692799854,10.221,-20,0,1,20.02109373279461
208,DT,mlp,mushrooms,low,,24,287.0,DT,False,7.121135980967368,11.242,-20,0,0,20.02109373279461
208,DT,mlp,mushrooms,low,,25,345.0,DT,False,6.529170317476918,66.784,-40,0,0,20.02109373279461
208,DT,mlp,mushrooms,low,,26,213.0,DT,False,6.852859963939521,24.223,-40,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,27,128.0,DT,True,7.129099329128918,14.464,40,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,28,93.0,DT,True,7.023282139571754,15.66,40,0,1,20.02109373279461
208,DT,mlp,mushrooms,low,,29,2.0,DT,False,7.019641405420149,15.197,40,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,30,328.0,DT,True,6.989409576348168,20.223,40,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,31,390.0,DT,False,6.896782995471747,41.541,40,0,1,20.02109373279461
208,DT,mlp,mushrooms,low,,32,28.0,DT,False,6.973351417409046,40.969,60,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,33,387.0,DT,True,6.771910392418457,9.02,-40,0,0,20.02109373279461
208,DT,mlp,mushrooms,low,,34,54.0,DT,True,3.5887848927241017,9.316,40,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,35,0.0,DT,True,6.999352104872274,19.579,-60,0,0,20.02109373279461
208,DT,mlp,mushrooms,low,,36,131.0,DT,True,6.953978461954276,12.338,-60,0,0,20.02109373279461
208,DT,mlp,mushrooms,low,,37,258.0,DT,False,6.830125784614653,8.253,-40,0,0,20.02109373279461
208,DT,mlp,mushrooms,low,,38,134.0,DT,True,6.816696496870621,13.327,40,1,1,20.02109373279461
208,DT,mlp,mushrooms,low,,39,126.0,DT,True,6.7224626573474024,7.44,-60,0,0,20.02109373279461
46,DT,mlp,mushrooms,low,,0,218.0,DT,True,10.770954098521887,45.967,20,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,1,108.0,DT,True,0.2040996456841811,26.504,-60,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,2,66.0,DT,False,3.875702140871176,9.464,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,3,142.0,DT,True,5.250196500600506,10.529,-80,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,4,13.0,DT,True,7.323192404348253,18.737,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,5,271.0,DT,False,7.160665077052315,8.153,-40,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,6,51.0,DT,True,3.916188552537692,19.659,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,7,333.0,DT,True,3.3189216778242923,9.249,-60,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,8,263.0,DT,False,7.168254094734412,6.801,-40,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,9,56.0,DT,False,7.219905268062219,3.963,40,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,10,96.0,DT,True,4.537339278379154,13.548,-40,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,11,178.0,DT,True,6.295660480140943,8.063,40,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,12,370.0,DT,True,6.268677868311234,6.485,-40,1,0,24.95179842141617
46,DT,mlp,mushrooms,low,,13,47.0,DT,True,6.302339232798446,11.365,60,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,14,272.0,DT,True,6.061392947615243,10.875,60,1,0,24.95179842141617
46,DT,mlp,mushrooms,low,,15,186.0,DT,True,3.740143213507857,9.252,-60,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,16,262.0,DT,False,6.977606603817301,5.048,60,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,17,325.0,DT,True,6.070272463826563,10.478,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,18,309.0,DT,True,6.953780752753609,7.899,40,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,19,322.0,DT,False,6.982325219984265,6.753,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,20,361.0,DT,False,6.965513329379828,4.954,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,21,118.0,DT,False,7.034002233493523,2.106,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,22,241.0,DT,False,6.936352421049835,1.877,40,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,23,378.0,DT,True,6.788707764947761,6.569,40,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,24,259.0,DT,True,6.999215144497271,4.79,-60,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,25,358.0,DT,True,6.967878812636595,6.394,60,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,26,86.0,DT,True,6.895781249785239,7.092,40,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,27,226.0,DT,True,6.881309816219742,3.759,60,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,28,254.0,DT,False,3.708202320700325,12.246,40,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,29,197.0,DT,True,6.846520208426947,6.136,-60,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,30,252.0,DT,True,6.919384631479346,4.552,60,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,31,16.0,DT,True,6.9596160186090845,6.471,40,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,32,317.0,DT,False,3.742746320103474,9.342,-40,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,33,70.0,DT,True,6.612736654768402,5.877,-60,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,34,338.0,DT,True,3.738530260541538,9.927,-40,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,35,148.0,DT,False,6.820171230578081,6.449,60,1,1,24.95179842141617
46,DT,mlp,mushrooms,low,,36,9.0,DT,False,4.19764096807956,12.669,20,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,37,135.0,DT,False,6.784238106108095,9.155,-80,0,0,24.95179842141617
46,DT,mlp,mushrooms,low,,38,34.0,DT,False,6.897434349704656,5.479,-60,0,1,24.95179842141617
46,DT,mlp,mushrooms,low,,39,187.0,DT,True,6.902590512162663,6.11,60,1,1,24.95179842141617
297,LR,mlp,mushrooms,high,,0,226.0,LR,False,8.187725939867578,150.892,60,1,0,34.413721640861326
297,LR,mlp,mushrooms,high,,1,12.0,LR,True,6.265746715624026,42.686,80,0,0,34.413721640861326
297,LR,mlp,mushrooms,high,,2,317.0,LR,False,7.951955833654258,30.615,-60,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,3,55.0,LR,False,8.141402746521875,27.755,-40,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,4,211.0,LR,True,6.17787310368515,17.421,-80,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,5,142.0,LR,True,6.2307974853251045,16.794,80,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,6,176.0,LR,True,5.895632171405815,29.974,80,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,7,2.0,LR,False,8.075756344521427,63.156,60,1,0,34.413721640861326
297,LR,mlp,mushrooms,high,,8,280.0,LR,False,5.447990946419,20.044,60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,9,22.0,LR,False,10.15622805809944,223.652,60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,10,149.0,LR,False,7.430152123875594,109.014,-40,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,11,245.0,LR,False,7.267942318922126,34.756,-60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,12,182.0,LR,True,5.940004745804009,6.719,-60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,13,193.0,LR,False,9.69330246557179,5.398,-60,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,14,163.0,LR,False,10.065423692606153,3.702,-60,1,0,34.413721640861326
297,LR,mlp,mushrooms,high,,15,278.0,LR,True,7.694981195229024,6.452,40,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,16,273.0,LR,True,7.421564238252547,9.472,100,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,17,82.0,LR,True,7.574617966734372,8.699,60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,18,340.0,LR,True,7.594633316470715,5.542,20,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,19,127.0,LR,False,10.015967606943695,9.34,-40,1,0,34.413721640861326
297,LR,mlp,mushrooms,high,,20,120.0,LR,True,7.534231843511513,36.984,60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,21,199.0,LR,True,7.608284474232446,5.55,-40,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,22,49.0,LR,False,9.701555682536666,5.462,60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,23,266.0,LR,True,8.17985758145514,3.201,-40,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,24,244.0,LR,True,7.960254105083486,10.489,-60,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,25,114.0,LR,True,7.673054389361694,8.135,40,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,26,270.0,LR,False,9.855557701263145,13.982,40,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,27,326.0,LR,False,9.78549774136658,22.819,-40,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,28,214.0,LR,True,7.589347888140331,4.199,60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,29,70.0,LR,False,10.011499573600876,14.47,-40,0,0,34.413721640861326
297,LR,mlp,mushrooms,high,,30,44.0,LR,True,9.650463590635908,18.401,-20,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,31,77.0,LR,False,9.971062327397895,7.873,-20,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,32,118.0,LR,False,10.004351884885365,7.076,20,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,33,345.0,LR,True,9.715292835018278,8.874,60,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,34,174.0,LR,False,12.09409045203607,16.759,60,1,0,34.413721640861326
297,LR,mlp,mushrooms,high,,35,375.0,LR,True,10.66614738079294,18.242,80,1,0,34.413721640861326
297,LR,mlp,mushrooms,high,,36,190.0,LR,True,10.65111553523285,39.898,60,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,37,260.0,LR,True,10.353286726319316,22.814,80,1,1,34.413721640861326
297,LR,mlp,mushrooms,high,,38,20.0,LR,True,10.56374495158924,7.738,-40,0,1,34.413721640861326
297,LR,mlp,mushrooms,high,,39,169.0,LR,True,10.0102971133218,15.353,40,0,1,34.413721640861326
93,DT+LR,mlp,mushrooms,high,,0,278.0,LR,True,6.357718574552447,43.101,-60,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,1,152.0,LR,False,0.2009302626229168,19.372,40,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,2,339.0,LR,True,0.2009276830318111,22.924,40,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,3,141.0,DT,False,0.2009251159862071,21.864,-20,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,4,7.0,DT,False,0.2009225613987483,7.699,-20,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,5,388.0,LR,False,0.2009200191828699,4.37,80,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,6,236.0,LR,False,0.2009174892527897,10.998,-20,0,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,7,243.0,DT,False,0.2009149715234988,11.266,40,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,8,224.0,DT,False,0.2009124659107543,18.821,-60,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,9,374.0,DT,False,0.2009099723310713,15.351,-80,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,10,109.0,LR,True,0.2009074907017111,13.647,80,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,11,351.0,LR,True,0.2009050209406769,8.765,-20,0,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,12,296.0,DT,False,0.2009025629667035,16.893,-20,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,13,271.0,DT,True,0.2040889439316449,19.512,100,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,14,106.0,DT,False,0.2016957383656095,12.596,60,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,15,90.0,DT,True,4.008719192019289,19.983,100,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,16,189.0,LR,False,4.60152937878511,13.401,-20,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,17,40.0,DT,True,5.103298742742158,20.382,-100,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,18,8.0,DT,True,5.717491243663888,11.722,100,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,19,205.0,DT,True,3.553370190867875,13.973,-100,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,20,290.0,DT,True,7.651664247214163,13.597,100,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,21,64.0,LR,False,7.216530372206721,14.099,-40,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,22,233.0,DT,False,6.534106631793956,8.088,20,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,23,60.0,LR,True,7.484668810756674,9.109,40,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,24,378.0,DT,True,7.262276054231856,13.519,100,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,25,46.0,DT,False,7.650496787699187,13.646,-20,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,26,336.0,DT,True,7.600837038477226,15.576,-100,0,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,27,346.0,LR,False,10.21789230249736,11.114,-60,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,28,260.0,LR,True,10.493605847529054,15.064,-40,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,29,162.0,LR,True,10.31962120397562,10.536,-20,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,30,37.0,LR,True,10.48524888804192,13.667,40,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,31,26.0,LR,False,8.048394738029648,18.978,80,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,32,30.0,DT,True,7.118447756479835,21.194,100,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,33,21.0,DT,True,6.027666461342541,8.581,-100,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,34,343.0,LR,False,8.313187697475488,4.559,-60,0,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,35,148.0,DT,False,10.513183748190086,6.147,40,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,36,97.0,DT,True,5.823637221775441,9.032,-100,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,37,105.0,DT,False,8.633236174110266,6.456,-60,1,0,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,38,214.0,LR,True,10.329151085451713,8.841,-20,1,1,31.434352109626715
93,DT+LR,mlp,mushrooms,high,,39,258.0,DT,True,6.355445412636187,8.715,-80,0,0,31.434352109626715
78,DT,mlp,mushrooms,low,,0,75.0,DT,True,10.770954098521887,31.331,-60,1,0,22.501482666543406
78,DT,mlp,mushrooms,low,,1,155.0,DT,True,0.2105802584216011,14.772,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,2,66.0,DT,True,3.3071592175672566,10.754,-100,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,3,174.0,DT,True,5.213437486036902,26.035,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,4,191.0,DT,False,5.431477689746434,12.52,-60,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,5,76.0,DT,True,5.333087357328237,13.483,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,6,375.0,DT,False,7.278270722613031,13.385,-40,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,7,275.0,DT,True,5.208298307302826,10.828,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,8,30.0,DT,False,7.16280727361443,12.164,40,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,9,266.0,DT,True,3.418762365664595,336.787,-80,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,10,29.0,DT,False,6.893597798630116,5.214,60,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,11,368.0,DT,False,7.106842679299605,4.155,-40,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,12,210.0,DT,True,6.244722148801178,6.467,60,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,13,177.0,DT,False,4.450485598301226,6.316,-80,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,14,321.0,DT,True,7.114043337983305,7.708,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,15,70.0,DT,True,7.132917568718543,38.335,-60,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,16,41.0,DT,True,7.038008169961009,6.143,-80,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,17,274.0,DT,False,7.011232530587312,8.142,60,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,18,149.0,DT,False,7.043930667623272,4.221,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,19,3.0,DT,True,3.830457597814532,4.24,-80,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,20,135.0,DT,True,6.956752262105227,6.353,-80,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,21,358.0,DT,False,7.002490706941144,9.166,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,22,365.0,DT,True,4.146206040548411,4.617,-80,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,23,165.0,DT,True,7.037103464567037,11.183,80,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,24,161.0,DT,False,6.870998253124649,8.026,-80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,25,236.0,DT,True,6.7945634977442015,5.631,-60,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,26,65.0,DT,False,6.913059248546001,6.536,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,27,61.0,DT,False,6.893113023237576,3.461,-80,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,28,311.0,DT,True,6.957784361343735,5.997,-80,1,0,22.501482666543406
78,DT,mlp,mushrooms,low,,29,329.0,DT,True,6.864851904082035,10.564,-80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,30,333.0,DT,True,3.829529747145534,10.81,80,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,31,219.0,DT,False,6.964858678118118,6.49,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,32,137.0,DT,False,4.321518222138084,58.739,-80,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,33,78.0,DT,False,6.933855611067867,7.287,60,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,34,6.0,DT,True,6.936450178717835,7.331,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,35,399.0,DT,False,6.72764789681272,6.152,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,36,242.0,DT,True,6.812879447882851,5.073,80,1,1,22.501482666543406
78,DT,mlp,mushrooms,low,,37,158.0,DT,True,6.980939870849109,5.696,-100,0,0,22.501482666543406
78,DT,mlp,mushrooms,low,,38,197.0,DT,False,6.9622682529967514,4.9,-100,0,1,22.501482666543406
78,DT,mlp,mushrooms,low,,39,13.0,DT,True,6.8973197976482545,4.506,-100,0,0,22.501482666543406
225,LR,mlp,mushrooms,high,,0,74.0,LR,False,8.133861108074257,14.185,20,1,0,48.639098719750606
225,LR,mlp,mushrooms,high,,1,172.0,LR,True,6.265427200717985,31.254,-40,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,2,212.0,LR,True,6.339430139856592,30.559,-20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,3,202.0,LR,True,5.949213483659731,9.095,20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,4,251.0,LR,True,5.893930794837166,12.225,20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,5,84.0,LR,True,5.794895475755642,10.341,40,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,6,60.0,LR,False,8.068421492000867,9.324,60,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,7,279.0,LR,False,8.077850995080691,13.586,-20,1,0,48.639098719750606
225,LR,mlp,mushrooms,high,,8,262.0,LR,True,5.650109238195512,8.72,60,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,9,37.0,LR,True,5.8666862372284925,11.9,-20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,10,63.0,LR,False,7.938976252685858,26.715,-20,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,11,157.0,LR,False,8.134142253798744,5.783,40,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,12,174.0,LR,False,8.003398327250698,32.546,-20,1,0,48.639098719750606
225,LR,mlp,mushrooms,high,,13,200.0,LR,True,6.131509738380446,17.15,40,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,14,82.0,LR,False,10.15192264122321,18.675,-20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,15,353.0,LR,True,7.6035283779204015,32.524,-40,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,16,223.0,LR,False,10.02861951453806,14.925,-40,0,0,48.639098719750606
225,LR,mlp,mushrooms,high,,17,76.0,LR,True,8.106418843073055,9.831,20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,18,64.0,LR,False,9.92690514047113,6.208,20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,19,41.0,LR,True,7.615364451363282,4.29,-20,0,0,48.639098719750606
225,LR,mlp,mushrooms,high,,20,374.0,LR,False,9.73238242005042,4.365,-60,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,21,323.0,LR,False,10.048045168466524,4.322,-40,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,22,391.0,LR,False,9.525214496951603,11.319,20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,23,295.0,LR,False,10.09309871160348,4.871,40,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,24,257.0,LR,False,10.050318942840237,3.45,20,1,0,48.639098719750606
225,LR,mlp,mushrooms,high,,25,22.0,LR,False,9.873191419417378,4.731,-40,1,0,48.639098719750606
225,LR,mlp,mushrooms,high,,26,168.0,LR,True,10.007795236118866,3.342,-60,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,27,141.0,LR,True,10.2339302738736,8.001,40,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,28,249.0,LR,True,9.972879502434315,5.219,-40,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,29,237.0,LR,False,12.30697857689726,4.572,60,1,0,48.639098719750606
225,LR,mlp,mushrooms,high,,30,131.0,LR,True,10.013595655873347,3.73,-80,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,31,198.0,LR,False,11.887507380926774,2.965,40,0,0,48.639098719750606
225,LR,mlp,mushrooms,high,,32,156.0,LR,True,10.551814314049428,11.367,20,0,0,48.639098719750606
225,LR,mlp,mushrooms,high,,33,130.0,LR,True,10.093511737489582,6.406,-20,1,1,48.639098719750606
225,LR,mlp,mushrooms,high,,34,99.0,LR,True,10.17161709324362,3.84,-20,0,0,48.639098719750606
225,LR,mlp,mushrooms,high,,35,144.0,LR,True,10.175893835423556,14.408,-40,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,36,13.0,LR,True,10.876861408339083,14.177,-40,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,37,29.0,LR,False,12.174446105154455,5.786,-40,0,0,48.639098719750606
225,LR,mlp,mushrooms,high,,38,92.0,LR,True,10.660500265164211,19.281,20,0,1,48.639098719750606
225,LR,mlp,mushrooms,high,,39,196.0,LR,False,12.16898383706314,5.176,-40,1,1,48.639098719750606
299,DT,mlp,mushrooms,high,,0,275.0,DT,True,15.522788806572914,41.317,100,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,1,388.0,DT,False,0.2007623468402358,8.435,100,0,1,25.314658432172287
299,DT,mlp,mushrooms,high,,2,192.0,DT,False,4.609871273292327,8.742,-60,0,1,25.314658432172287
299,DT,mlp,mushrooms,high,,3,323.0,DT,True,6.888507614345027,23.619,100,1,0,25.314658432172287
299,DT,mlp,mushrooms,high,,4,79.0,DT,True,4.942551085104932,12.595,-100,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,5,57.0,DT,True,7.077628098819695,8.245,-100,1,0,25.314658432172287
299,DT,mlp,mushrooms,high,,6,183.0,DT,False,8.100241710089243,7.785,-60,0,0,25.314658432172287
299,DT,mlp,mushrooms,high,,7,49.0,DT,False,9.967806585577843,8.746,60,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,8,251.0,DT,False,10.098885406869728,13.448,-80,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,9,56.0,DT,True,7.63563580021774,17.998,100,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,10,186.0,DT,False,3.638119033143114,6.644,-20,0,0,25.314658432172287
299,DT,mlp,mushrooms,high,,11,378.0,DT,False,10.406834574138266,11.98,60,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,12,106.0,DT,True,8.128265897344473,10.895,-100,0,0,25.314658432172287
299,DT,mlp,mushrooms,high,,13,161.0,DT,False,10.067701338800036,6.991,-80,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,14,383.0,DT,False,9.934982809845913,5.491,100,1,0,25.314658432172287
299,DT,mlp,mushrooms,high,,15,242.0,DT,False,10.023878658418216,9.874,80,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,16,61.0,DT,True,8.37549035241016,12.918,-100,0,0,25.314658432172287
299,DT,mlp,mushrooms,high,,17,282.0,DT,True,8.354484586180533,7.289,-100,1,0,25.314658432172287
299,DT,mlp,mushrooms,high,,18,188.0,DT,True,8.41596503053072,9.099,-100,0,0,25.314658432172287
299,DT,mlp,mushrooms,high,,19,60.0,DT,True,9.435378592080069,8.589,100,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,20,379.0,DT,True,9.479458797918356,15.616,100,0,1,25.314658432172287
299,DT,mlp,mushrooms,high,,21,20.0,DT,False,4.140139147548236,11.395,100,0,1,25.314658432172287
299,DT,mlp,mushrooms,high,,22,305.0,DT,True,10.351675432364358,14.869,100,1,1,25.314658432172287
299,DT,mlp,mushrooms,high,,23,135.0,DT,False,8.666831922083686,6.796,100,0,0,25.314658432172287
299,DT,mlp,mushrooms,high,,24,304.0,DT,False,10.852379976542808,7.939,100,0,1,25.314658432172287
299,DT,mlp,mushrooms,high,,25,268.0,DT,True,4.072290156809327,17.594,-100,0,0,25.314658432172287
299,DT,mlp,mushrooms,high,,26,235.0,DT,True,10.324806628891738,11.341,100,1,0,25.314658432172287
