Participant Id,Trial Index,Instance Id,XAIType,Tested w/ XAI,AI prediction,Time,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,DT prediction (CF),LR prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,AI prediction (CF),condition,model,dataId,complexity,Model strategy,Model depth,Model changed feature index,Model changed feature name,Model changed amount,Model AI prediction (CF),Model changed AI prediction,Model XAI prediction (CF),Model changed XAI prediction,Model mean_delta for chosen feature,Trial NLL,Trial MAE,retrieval_threshold,over_margin,chi,Best NLL,Best MAE,Best time,Best retrieval_threshold,Best over_margin,Best chi
264,20444,322.0,LR,w/o XAI,0.0,55.442,3.0,Vinegar Taint,numeric,0.6,0.35,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,-0.3603999999999999,1,1,1,1,-0.3603999999999999,0.5091401713423112,0.164841182913472,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20445,149.0,LR,w/ XAI,1.0,59.17,3.0,Vinegar Taint,numeric,0.32,0.45,0.13,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.0095999999999999,0,1,0,1,0.0095999999999999,0.3285950095987849,0.0573605055277861,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20446,66.0,LR,w/ XAI,0.0,55.504,3.0,Vinegar Taint,numeric,0.4,0.25,-0.15,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,-0.1704,1,1,1,1,-0.1704,0.5091401713423112,0.0279299014238773,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20447,363.0,LR,w/ XAI,1.0,28.902,3.0,Vinegar Taint,numeric,0.21,0.45,0.24,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.01,0,1,0,1,0.01,0.7146228619270898,0.0926942589848096,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20448,280.0,LR,w/ XAI,0.0,75.089,0.0,Alcohol,numeric,9.1,13.0,3.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,3.8000000000000007,1,1,1,1,3.8000000000000007,0.9360840171794436,0.0256410256410254,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20449,275.0,LR,w/ XAI,1.0,51.72,3.0,Vinegar Taint,numeric,0.66,0.96,0.3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.0495999999999999,1,0,0,1,0.0495999999999999,0.7146228619270898,0.1206241604086871,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20450,52.0,LR,w/o XAI,1.0,43.318,3.0,Vinegar Taint,numeric,0.41,0.65,0.24,0.0,1.0,1.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.1195999999999999,1,0,1,0,0.1195999999999999,0.7146228619270898,0.0573605055277861,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20451,272.0,LR,w/ XAI,0.0,49.395,3.0,Vinegar Taint,numeric,0.64,0.31,-0.33,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,-0.2653999999999998,1,1,1,1,-0.2653999999999998,0.5091401713423112,0.1032311062431544,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20452,47.0,LR,w/ XAI,1.0,24.55,3.0,Vinegar Taint,numeric,0.39,0.52,0.13,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.0595999999999999,0,1,0,1,0.0595999999999999,0.7146228619270898,0.1258161462725834,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20453,8.0,DT,w/o XAI,1.0,18.342,3.0,Vinegar Taint,numeric,0.33,0.4,0.07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.2395999999999999,0,1,0,1,0.2395999999999999,0.7146228619270898,0.4544032218476109,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20454,326.0,DT,w/ XAI,1.0,23.829,3.0,Vinegar Taint,numeric,0.38,0.42,0.04,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.1996,0,1,0,1,0.1996,0.3211993848627871,0.4407120936986515,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20455,349.0,LR,w/ XAI,0.0,76.001,0.0,Alcohol,numeric,9.5,13.0,3.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,2.1999999999999993,1,1,1,1,2.1999999999999993,0.9360840171794436,0.1111316448920755,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20456,231.0,LR,w/ XAI,0.0,55.898,0.0,Alcohol,numeric,9.5,13.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,-0.2904,0,0,0,0,3.4000000000000004,0.9360840171794436,0.0256410256410255,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20457,352.0,LR,w/ XAI,1.0,32.639,3.0,Vinegar Taint,numeric,0.36,0.65,0.29,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.1496,0,1,0,1,0.1496,0.7146228619270898,0.0299782492298672,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20458,193.0,DT,w/ XAI,0.0,15.921,3.0,Vinegar Taint,numeric,0.41,0.35,-0.06,1.0,0.0,1.0,0.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.0403999999999999,1,1,1,1,-0.0403999999999999,0.3211993848627871,0.164841182913472,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20459,315.0,LR,w/o XAI,0.0,11.62,3.0,Vinegar Taint,numeric,0.43,0.35,-0.08,1.0,0.0,1.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,1.3000000000000007,1,1,1,1,-0.1404,0.7146228619270898,0.164841182913472,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20460,12.0,LR,w/o XAI,1.0,21.069,3.0,Vinegar Taint,numeric,0.35,0.6,0.25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-1.0999999999999996,0,1,0,1,0.1296,0.7146228619270898,0.0573605055277861,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20461,381.0,DT,w/o XAI,1.0,14.148,3.0,Vinegar Taint,numeric,0.36,0.4,0.04,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,1,a1,-0.0499999999999999,1,0,1,0,0.0196,0.7146228619270898,0.1942717870173808,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20462,3.0,LR,w/o XAI,1.0,46.763,3.0,Vinegar Taint,numeric,0.46,0.58,0.12,0.0,0.0,1.0,1.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-1.1999999999999993,0,1,0,1,0.1995999999999999,0.7146228619270898,0.3311830685069755,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20463,185.0,DT,w/o XAI,1.0,11.44,3.0,Vinegar Taint,numeric,0.25,0.45,0.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.0796,0,1,0,1,0.0796,0.7146228619270898,0.0573605055277861,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20464,211.0,LR,w/ XAI,0.0,19.182,3.0,Vinegar Taint,numeric,0.57,0.43,-0.14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,1,a1,0.29,1,1,1,1,-0.1203999999999999,0.7146228619270898,0.1953670772692975,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20465,375.0,DT,w/o XAI,0.0,20.384,3.0,Vinegar Taint,numeric,0.5,0.32,-0.18,1.0,0.0,1.0,0.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,0.7999999999999989,1,1,1,1,-0.0904,0.7146228619270898,0.0995291802265813,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20466,254.0,LR,w/o XAI,1.0,9.765,3.0,Vinegar Taint,numeric,0.37,0.45,0.08,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.0196,1,0,1,0,0.0196,0.7146228619270898,0.1395072744215429,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20467,323.0,DT,w/o XAI,1.0,19.124,3.0,Vinegar Taint,numeric,0.28,0.63,0.35,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-2.0999999999999996,0,1,1,0,0.2395999999999999,0.7146228619270898,0.0710516336767456,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20468,117.0,DT,w/o XAI,1.0,27.93,3.0,Vinegar Taint,numeric,0.52,0.7,0.18,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-0.5,1,0,1,0,0.0595999999999999,0.7146228619270898,0.0573605055277861,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20469,365.0,DT,w/ XAI,0.0,29.737,3.0,Vinegar Taint,numeric,0.64,0.32,-0.32,1.0,0.0,1.0,0.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,3.0999999999999996,1,1,0,0,-0.4104,0.5091401713423112,0.1237677984665936,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20470,265.0,DT,w/ XAI,0.0,18.09,3.0,Vinegar Taint,numeric,0.77,0.31,-0.46,1.0,0.0,1.0,0.0,1.0,1.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,3.0,1,1,0,0,-0.5404,0.5091401713423112,0.1100766703176341,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20471,157.0,DT,w/ XAI,1.0,10.034,3.0,Vinegar Taint,numeric,0.31,0.43,0.12,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-1.5,1,0,1,0,0.1796,0.7146228619270898,0.3038008122090567,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20472,330.0,LR,w/o XAI,1.0,24.258,3.0,Vinegar Taint,numeric,0.38,0.6,0.22,0.0,1.0,1.0,0.0,0.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-0.0999999999999996,1,0,1,0,0.0095999999999999,0.7146228619270898,0.0658596478128491,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20473,158.0,DT,w/o XAI,1.0,13.283,3.0,Vinegar Taint,numeric,0.49,0.75,0.26,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-2.200000000000001,1,0,1,0,0.2596,0.7146228619270898,0.2216540433152998,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20474,350.0,DT,w/ XAI,1.0,19.722,3.0,Vinegar Taint,numeric,0.53,0.6,0.07,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.1795999999999999,0,1,0,1,0.1795999999999999,0.7146228619270898,0.3722564529538539,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20475,196.0,DT,w/ XAI,1.0,18.634,3.0,Vinegar Taint,numeric,0.34,0.6,0.26,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,3,a3,0.1795999999999999,1,0,0,1,0.1795999999999999,0.7146228619270898,0.1121250181236239,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20476,136.0,LR,w/ XAI,0.0,32.005,3.0,Vinegar Taint,numeric,0.56,0.3,-0.26,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,0.3499999999999996,1,1,1,1,-0.0404000000000001,0.7146228619270898,0.0784554857098917,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20477,188.0,DT,w/o XAI,1.0,9.629,3.0,Vinegar Taint,numeric,0.33,0.39,0.06,0.0,1.0,1.0,0.0,1.0,0.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,-0.3999999999999986,0,1,1,0,0.0495999999999999,0.7146228619270898,0.2079629151663403,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20478,151.0,LR,w/ XAI,0.0,36.322,0.0,Alcohol,numeric,10.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,2.4000000000000004,1,1,1,1,2.4000000000000004,0.9360840171794436,0.0256410256410255,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
264,20479,209.0,LR,w/o XAI,0.0,36.698,3.0,Vinegar Taint,numeric,0.55,0.29,-0.26,1.0,0.0,1.0,0.0,0.0,1.0,0.0,DT+LR,mlp,wine_quality,low,zero_out_lr_heuristic,,0,a0,1.9000000000000004,1,1,1,1,-0.2154,0.5091401713423112,0.0758488499452355,-1.1049491411525685,0.2222016884412582,0.0118034151815816,0.7023531750680865,0.1533236265946511,8.80085843244853,-1.1049491411525685,0.2222016884412582,0.0118034151815816
213,12360,142.0,DT,w/ XAI,1.0,33.263,2.0,SO2,numeric,100.0,59.0,-41.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.0696,1,0,0,1,0.0,2.861813128875764,0.5343110759592445,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12361,151.0,DT,w/o XAI,0.0,14.79,4.0,pH,numeric,3.3,3.5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,5,a5,0.0,0,0,0,0,0.0,2.861813128875764,0.0941160524678839,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12362,223.0,DT,w/ XAI,1.0,23.11,0.0,Alcohol,numeric,11.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.0696,0,1,0,1,0.0999999999999996,1.453023260178637,0.0218549802068119,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12363,14.0,DT,w/o XAI,0.0,55.671,3.0,Vinegar Taint,numeric,0.68,0.48,-0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,1,a1,0.0,0,0,0,0,-0.3103999999999997,0.6168221656174208,0.3428258488499452,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12364,184.0,DT,w/o XAI,1.0,8.643,2.0,SO2,numeric,77.0,49.0,-28.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.2701882352941179,0,1,0,1,0.0,2.861813128875764,0.4311364727846413,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12365,237.0,DT,w/o XAI,1.0,7.732,1.0,Sulphates,numeric,0.89,0.7,-0.19,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,-0.4000000000000003,1,0,1,0,0.0,2.861813128875764,0.4842765694029987,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12366,91.0,DT,w/ XAI,1.0,11.694,3.0,Vinegar Taint,numeric,0.25,0.75,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,recall_change_dt,,3,a3,0.1396,1,0,1,0,0.1396,0.5613227552700477,0.2845140079260804,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12367,49.0,DT,w/o XAI,1.0,7.787,3.0,Vinegar Taint,numeric,0.44,0.77,0.33,0.0,0.0,1.0,1.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,2,a2,0.0,1,0,1,0,0.1308499999999999,0.597978038788016,0.0637445665241089,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12368,259.0,DT,w/o XAI,1.0,13.197,3.0,Vinegar Taint,numeric,0.42,0.72,0.3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.1394076923076924,1,0,0,1,0.1394076923076924,0.5259637076618462,0.0109547358728321,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12369,35.0,DT,w/o XAI,0.0,7.693,3.0,Vinegar Taint,numeric,0.6,0.72,0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,0.7000000000000011,0,0,0,0,-0.2215627906976741,0.6959640701357602,0.6714129244249726,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12370,396.0,DT,w/o XAI,1.0,5.003,1.0,Sulphates,numeric,0.99,0.72,-0.27,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,2,a2,0.0,1,0,1,0,0.0,2.861813128875764,0.5942028985507246,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12371,290.0,DT,w/ XAI,1.0,4.342,1.0,Sulphates,numeric,0.85,0.65,-0.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.0603999999999999,0,1,0,1,-0.0,2.861813128875764,0.4987693230261872,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12372,129.0,DT,w/o XAI,1.0,6.758,2.0,SO2,numeric,72.0,49.0,-23.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.001463829787234,0,1,0,1,-0.0,2.861813128875764,0.3914539331021017,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12373,253.0,DT,w/ XAI,0.0,77.703,3.0,Vinegar Taint,numeric,0.69,0.51,-0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,1,a1,0.0,0,0,0,0,-0.3154,0.6208679464411287,0.377053669222344,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12374,162.0,DT,w/o XAI,0.0,5.12,3.0,Vinegar Taint,numeric,0.65,0.49,-0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.2577809523809525,1,1,1,1,-0.2577809523809525,0.7167684642085212,0.3427874055199115,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12375,79.0,DT,w/ XAI,0.0,10.727,3.0,Vinegar Taint,numeric,0.67,0.55,-0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.3004,1,1,1,1,-0.3004,0.6208679464411287,0.4386637458926616,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12376,208.0,DT,w/o XAI,1.0,4.448,0.0,Alcohol,numeric,12.0,10.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,-1.1000000000000014,0,1,1,0,-1.1000000000000014,1.0955936539839308,0.0218549802068114,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12377,385.0,DT,w/o XAI,0.0,7.502,3.0,Vinegar Taint,numeric,0.6,0.79,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,1.2000000000000013,0,0,0,0,-0.2180086956521736,0.6360282247772506,0.767250821467689,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12378,366.0,DT,w/o XAI,0.0,10.923,3.0,Vinegar Taint,numeric,0.39,0.76,0.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,1.3999999999999997,1,1,1,1,0.0076,0.6556103919864933,0.2872522335558723,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12379,330.0,DT,w/o XAI,1.0,6.185,0.0,Alcohol,numeric,12.0,10.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,-1.2000000000000015,0,1,0,1,-1.2000000000000015,1.2622653870974312,0.003786045434214,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
213,12380,374.0,DT,w/o XAI,0.0,9.86,3.0,Vinegar Taint,numeric,0.65,0.51,-0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.2724833333333334,0,0,1,1,-0.2724833333333334,0.597978038788016,0.3838992332968237,-0.730119991843267,0.208914250562419,0.0137907649626491,1.2245982033501703,0.3351349936748481,10.47001040671297,-0.730119991843267,0.208914250562419,0.0137907649626491
