Participant Id,Trial Index,Instance Id,XAIType,Tested w/ XAI,AI prediction,Time,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,DT prediction (CF),LR prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,AI prediction (CF),condition,condition 2,model,dataId,complexity,Model depth,Model changed feature index,Model changed feature name,Model changed amount,Model AI prediction (CF),Model changed AI prediction,Model XAI prediction (CF),Model changed XAI prediction,Model mean_delta for chosen feature,Trial NLL,Trial MAE,retrieval_threshold,over_margin,chi,Best NLL,Best MAE,Best time,"Retrieval threshold, κ","Margin, ε","Opportunity cost, γ",Chi bin,Model strategy
239,1090.0,252.0,LR,w/ XAI,1.0,25.381,2.0,Width,numeric,6.1,14.0,7.9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,2.0,5.0,a5,0.0,1.0,0.0,1.0,0.0,7.329999999999999,0.6101509730640062,0.03644962139948636,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1091.0,52.0,DT,w/o XAI,1.0,14.007,4.0,Cap Diameter,numeric,11.0,3.0,-8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,3.729999999999999,1.0,0.0,0.0,1.0,0.0,2.8921854554580375,0.5094581169797362,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1092.0,310.0,DT,w/o XAI,1.0,18.002,1.0,Height,numeric,5.4,3.3,-2.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,4.0,a4,-2.54,1.0,0.0,1.0,0.0,-2.0244,1.6023612702542471,0.0466092476987587,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1093.0,187.0,DT,w/ XAI,1.0,11.752,2.0,Width,numeric,5.3,14.0,8.7,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,2.0,0.0,a0,0.0,0.0,1.0,1.0,0.0,8.2,0.6101509730640062,0.03871320614163179,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1094.0,366.0,DT,w/ XAI,0.0,12.389,2.0,Width,numeric,37.0,12.0,-25.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,2.0,2.0,a2,-25.410000000000004,0.0,0.0,1.0,1.0,-25.410000000000004,0.6101509730640062,0.06813980778952161,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1095.0,227.0,DT,w/ XAI,1.0,9.6,2.0,Width,numeric,3.4,14.0,10.6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,,2.0,a2,10.01,0.0,1.0,0.0,1.0,10.01,0.6156885915900228,0.035802882901730615,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Availability Heuristic
239,1096.0,260.0,DT,w/o XAI,1.0,10.428,2.0,Width,numeric,2.3,14.0,11.7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,11.170000000000003,0.0,1.0,0.0,1.0,11.170000000000003,0.6651362133377897,0.0377430983949982,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1097.0,316.0,DT,w/ XAI,1.0,6.45,2.0,Width,numeric,5.2,14.0,8.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,2.0,1.0,a1,-2.2943999999999996,1.0,0.0,1.0,0.0,8.29,0.6101509730640062,0.03838983689275383,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1098.0,177.0,LR,w/ XAI,0.0,12.846,2.0,Width,numeric,1.6,14.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,,2.0,a2,11.87,0.0,0.0,0.0,0.0,11.87,0.6226045937958984,0.03774309839499803,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Availability Heuristic
239,1099.0,317.0,DT,w/ XAI,0.0,15.944,2.0,Width,numeric,2.0,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,0.0,a0,0.0,0.0,0.0,0.0,0.0,0.0,2.8921854554580375,0.006376281253840942,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1100.0,241.0,DT,w/ XAI,1.0,7.6,2.0,Width,numeric,6.0,14.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,1.0,a1,-0.21439999999999948,0.0,1.0,1.0,0.0,7.469999999999999,0.6101509730640062,0.03774309839499803,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1101.0,268.0,DT,w/o XAI,0.0,13.346,2.0,Width,numeric,1.5,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,3.0,a3,0.0,0.0,0.0,0.0,0.0,12.0,2.444918547610265,0.378250917463436,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1102.0,28.0,LR,w/ XAI,1.0,13.629,2.0,Width,numeric,2.3,14.0,11.7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,11.18,0.0,1.0,0.0,1.0,11.18,0.6101509730640062,0.03806646764387599,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1103.0,299.0,LR,w/o XAI,1.0,7.015,2.0,Width,numeric,3.9,14.0,10.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,9.519999999999996,0.0,1.0,0.0,1.0,9.519999999999996,0.7278935685482153,0.036126252150608405,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1104.0,233.0,LR,w/ XAI,0.0,6.849,2.0,Width,numeric,18.0,12.0,-6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,3.0,a3,0.0,0.0,0.0,0.0,0.0,-6.400000000000002,0.6101509730640062,0.06781643854064365,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1105.0,54.0,DT,w/ XAI,1.0,6.7,2.0,Width,numeric,5.6,14.0,8.4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,0.0,1.0,0.0,1.0,0.0,0.0,2.8921854554580375,0.2167485004719161,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1106.0,263.0,LR,w/o XAI,1.0,6.967,2.0,Width,numeric,8.9,14.0,5.1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,4.539999999999995,1.0,0.0,0.0,1.0,4.539999999999995,0.7278935685482153,0.03677299064836421,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1107.0,309.0,LR,w/o XAI,0.0,6.267,2.0,Width,numeric,13.0,12.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,-0.7199999999999989,1.0,1.0,1.0,1.0,-0.7199999999999989,0.6060858474935391,0.045827329616945744,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1108.0,117.0,LR,w/ XAI,0.0,15.489,2.0,Width,numeric,30.0,12.0,-18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,-18.88,1.0,1.0,1.0,1.0,-18.88,0.6101509730640062,0.08333816248678316,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1109.0,205.0,DT,w/o XAI,0.0,17.43,4.0,Cap Diameter,numeric,1.5,4.0,2.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,4.0,a4,2.4699999999999993,0.0,0.0,1.0,1.0,2.4699999999999993,0.6856208205643298,0.053177006904048904,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1110.0,69.0,LR,w/o XAI,1.0,10.888,2.0,Width,numeric,4.6,14.0,9.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,,2.0,a2,8.85,0.0,1.0,0.0,1.0,8.85,0.7871892740572012,0.03709635989724222,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Availability Heuristic
239,1111.0,49.0,LR,w/o XAI,1.0,5.598,2.0,Width,numeric,5.2,14.0,8.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,,2.0,a2,8.27,0.0,1.0,0.0,1.0,8.27,0.7871892740572012,0.03774309839499803,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Availability Heuristic
239,1112.0,286.0,DT,w/ XAI,1.0,6.189,2.0,Width,numeric,4.9,14.0,9.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,8.59,0.0,1.0,0.0,1.0,8.59,0.6101509730640062,0.03838983689275389,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1113.0,140.0,DT,w/ XAI,0.0,10.335,4.0,Cap Diameter,numeric,1.2,4.0,2.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,1.0,a1,0.49560000000000004,0.0,0.0,1.0,1.0,2.82,0.6101509730640062,0.056018109706512775,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1114.0,237.0,LR,w/o XAI,1.0,7.109,2.0,Width,numeric,6.0,14.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,,1.0,a1,-4.014399999999999,1.0,0.0,1.0,0.0,7.409999999999999,0.7871892740572012,0.035802882901730615,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Availability Heuristic
239,1115.0,47.0,DT,w/o XAI,0.0,29.703,5.0,Gill,categorical,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,,4.0,a4,-3.38,0.0,0.0,1.0,1.0,0.0,2.8921854554580375,1.0,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Availability Heuristic
239,1116.0,208.0,LR,w/o XAI,1.0,20.285,2.0,Width,numeric,4.8,14.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,,2.0,a2,8.69,0.0,1.0,0.0,1.0,8.69,0.7871892740572012,0.03838983689275389,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Availability Heuristic
239,1117.0,23.0,LR,w/ XAI,0.0,6.522,2.0,Width,numeric,17.0,12.0,-5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,-5.359999999999999,0.0,0.0,1.0,1.0,-5.359999999999999,0.6101509730640062,0.06652296154513193,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1118.0,376.0,LR,w/ XAI,0.0,9.087,5.0,Gill,categorical,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,0.0,a0,0.0,0.0,0.0,1.0,1.0,0.0,2.8921854554580375,1.0,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
239,1119.0,174.0,DT,w/ XAI,1.0,8.6,2.0,Width,numeric,12.0,14.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,Hybrid,Hybrid,mlp,Mushrooms,low,1.0,2.0,a2,1.4899999999999987,1.0,0.0,0.0,1.0,1.4899999999999987,0.6101509730640062,0.03838983689275383,-0.5616404047408388,0.054881668585527246,0.019614031049371518,1.0854179173850296,0.15420526560951342,10.137534412748119,-0.5616404047408388,0.054881668585527246,0.019614031049371518,5.0,Node Threshold Crossing
180,1240.0,5.0,DT,w/o XAI,0.0,56.202,1.0,Height,numeric,8.1,2.9,-5.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,0.0,1.0,a1,-4.784400000000003,0.0,0.0,1.0,1.0,-4.784400000000003,0.2603445615955612,0.011168165123388153,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1241.0,44.0,DT,w/o XAI,0.0,23.82,2.0,Width,numeric,29.0,10.0,-19.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,0.0,1.0,a1,-3.4444000000000012,0.0,0.0,1.0,1.0,-17.52,1.182658685799351,0.008785946455343432,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1242.0,194.0,DT,w/o XAI,0.0,11.9,1.0,Height,numeric,12.0,3.3,-8.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,0.0,2.0,a2,-17.28,1.0,1.0,1.0,1.0,-8.844400000000006,0.2036835691612668,0.07244535687722929,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1243.0,189.0,DT,w/o XAI,1.0,9.123,1.0,Height,numeric,5.9,3.3,-2.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-2.6044,1.0,0.0,1.0,0.0,-2.6044,0.28659590097641974,0.0571260589387684,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1244.0,190.0,DT,w/ XAI,1.0,38.076,1.0,Height,numeric,5.9,3.3,-2.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-2.5644,1.0,0.0,1.0,0.0,-2.5644,0.28659590097641974,0.05274911667063691,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1245.0,223.0,DT,w/o XAI,0.0,16.789,1.0,Height,numeric,6.5,3.3,-3.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,2.0,a2,-18.05,0.0,0.0,1.0,1.0,-3.1343999999999994,0.28659590097641974,0.04946640996953822,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1246.0,113.0,DT,w/ XAI,0.0,15.819,1.0,Height,numeric,11.0,3.2,-7.8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,1.0,2.0,a2,-19.330000000000002,1.0,1.0,1.0,1.0,-7.2244,1.3291298227547885,0.006339603949138095,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1247.0,375.0,DT,w/o XAI,1.0,89.626,1.0,Height,numeric,4.6,3.3,-1.3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,2.0,a2,8.19,0.0,1.0,0.0,1.0,-1.2643999999999993,0.28659590097641974,0.052749116670636836,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1248.0,172.0,DT,w/ XAI,0.0,23.685,1.0,Height,numeric,3.3,3.5,0.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,1.0,4.0,a4,2.7199999999999998,0.0,0.0,1.0,1.0,0.2856000000000001,1.3291298227547885,0.06601125174307539,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1249.0,332.0,DT,w/ XAI,0.0,12.581,1.0,Height,numeric,9.7,3.2,-6.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,1.0,2.0,a2,-15.490000000000002,1.0,1.0,1.0,1.0,-6.354399999999999,1.3291298227547885,0.04071252543327524,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1250.0,305.0,DT,w/o XAI,1.0,11.686,1.0,Height,numeric,4.8,3.3,-1.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-1.4143999999999997,0.0,1.0,0.0,1.0,-1.4143999999999997,0.28659590097641974,0.04727793883547252,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1251.0,282.0,DT,w/ XAI,1.0,13.931,1.0,Height,numeric,8.3,3.3,-5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,1.0,2.0,a2,7.66,1.0,0.0,0.0,1.0,4.9144,1.3291298227547885,0.8561736770691993,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1252.0,323.0,DT,w/o XAI,1.0,11.213,1.0,Height,numeric,5.7,3.3,-2.4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-2.3644,1.0,0.0,1.0,0.0,-2.3644,0.28659590097641974,0.05274911667063691,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1253.0,392.0,DT,w/o XAI,0.0,8.685,1.0,Height,numeric,4.5,3.3,-1.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-1.1343999999999994,0.0,0.0,1.0,1.0,-1.1343999999999994,0.28659590097641974,0.049466409969538244,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1254.0,352.0,DT,w/ XAI,1.0,9.653,1.0,Height,numeric,5.1,3.3,-1.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,1.0,1.0,a1,-1.8043999999999993,0.0,1.0,1.0,0.0,-1.8043999999999993,1.3291298227547885,0.05712605893876833,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
180,1255.0,19.0,DT,w/o XAI,1.0,12.799,1.0,Height,numeric,7.5,3.3,-4.2,0.0,1.0,1.0,0.0,1.0,0.0,1.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-4.184399999999999,1.0,0.0,0.0,1.0,-4.184399999999999,0.28659590097641974,0.05493758780470256,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1256.0,265.0,DT,w/o XAI,0.0,7.434,1.0,Height,numeric,7.4,3.3,-4.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,2.0,a2,-6.84,1.0,1.0,1.0,1.0,-4.1044,0.28659590097641974,0.057126058938768445,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1257.0,389.0,DT,w/o XAI,0.0,6.852,1.0,Height,numeric,5.5,3.3,-2.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-2.1643999999999997,0.0,0.0,1.0,1.0,-2.1643999999999997,0.28659590097641974,0.052749116670636864,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1258.0,366.0,DT,w/o XAI,0.0,17.772,1.0,Height,numeric,8.6,3.3,-5.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,2.0,a2,-25.41,0.0,0.0,1.0,1.0,-5.2944,0.28659590097641974,0.0560318233717356,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1259.0,143.0,DT,w/o XAI,1.0,11.665,1.0,Height,numeric,5.7,3.3,-2.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,5.0,a5,0.0,1.0,0.0,1.0,0.0,-2.3443999999999994,0.28659590097641974,0.050560645536571115,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1260.0,101.0,DT,w/ XAI,1.0,14.225,1.0,Height,numeric,6.4,3.3,-3.1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,,1.0,a1,-3.0244,0.0,1.0,1.0,0.0,-3.0244,0.28659590097641974,0.04837217440250542,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Availability Heuristic
180,1261.0,129.0,DT,w/ XAI,0.0,8.142,1.0,Height,numeric,3.3,3.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Decision Tree,Decision Tree,mlp,Mushrooms,low,1.0,4.0,a4,1.39,1.0,1.0,1.0,1.0,-0.22560000000000002,1.3291298227547885,0.10321526102219294,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.5698592263243818,0.08990064559541114,6.794197182473399,-0.44771838908158923,0.05664459528927394,0.00023359470709390705,0.0,Node Threshold Crossing
