dataId,instanceId,v0,v1,v2,v3,v4,y
mushrooms,1174,3.65,0.0,0.0,3.96,7.09,1
mushrooms,1175,11.96,1.0,0.0,9.65,15.85,1
mushrooms,1176,5.73,0.0,1.0,7.28,8.53,0
mushrooms,1177,19.08,1.0,0.0,6.74,37.56,0
mushrooms,1178,5.14,0.0,0.0,5.11,11.29,1
mushrooms,1179,7.17,0.0,0.0,6.04,16.29,1
mushrooms,1180,3.81,0.0,0.0,4.53,6.95,1
mushrooms,1181,3.6,0.0,0.0,5.06,6.73,0
mushrooms,1182,6.91,0.0,1.0,6.15,16.19,0
mushrooms,1183,4.44,0.0,0.0,2.82,11.4,0
mushrooms,1184,14.2,1.0,0.0,2.59,16.93,1
mushrooms,1185,10.67,1.0,1.0,5.54,13.6,0
mushrooms,1186,3.77,0.0,0.0,3.07,11.3,0
mushrooms,1187,8.32,1.0,0.0,5.09,21.01,1
mushrooms,1188,7.44,0.0,0.0,6.11,11.14,1
mushrooms,1189,12.12,1.0,0.0,19.44,12.46,1
mushrooms,1190,10.83,0.0,0.0,6.83,10.56,1
mushrooms,1191,5.71,1.0,0.0,4.64,12.64,1
mushrooms,1192,4.24,0.0,0.0,6.32,8.45,0
mushrooms,1193,11.46,1.0,0.0,26.0,14.28,1
mushrooms,1194,6.18,1.0,0.0,6.91,32.15,1
mushrooms,1195,3.67,0.0,0.0,5.84,5.98,1
mushrooms,1196,3.31,0.0,0.0,3.61,8.92,1
mushrooms,1197,2.21,0.0,0.0,6.09,4.37,1
mushrooms,1198,4.3,0.0,0.0,4.33,6.33,1
mushrooms,1199,11.27,1.0,0.0,5.16,20.15,1
mushrooms,1200,6.11,0.0,0.0,6.43,9.78,1
mushrooms,1201,3.44,0.0,0.0,3.69,8.36,1
mushrooms,1202,4.88,0.0,0.0,4.49,11.49,0
mushrooms,1203,5.0,0.0,0.0,4.94,5.9,1
mushrooms,1204,5.61,1.0,0.0,4.91,5.77,0
mushrooms,1205,2.89,1.0,0.0,3.55,3.39,0
mushrooms,1206,6.38,1.0,0.0,10.55,11.74,0
mushrooms,1207,4.73,0.0,0.0,4.23,7.67,1
mushrooms,1208,2.4,0.0,0.0,5.83,4.85,1
mushrooms,1209,4.62,1.0,0.0,6.44,4.13,1
mushrooms,1210,9.67,1.0,0.0,7.69,19.26,1
mushrooms,1211,5.32,1.0,0.0,5.28,11.8,1
mushrooms,1212,6.33,1.0,0.0,6.14,12.68,1
mushrooms,1213,7.7,1.0,0.0,6.91,19.53,1
mushrooms,1214,5.24,0.0,0.0,5.54,12.42,0
mushrooms,1215,2.95,1.0,1.0,2.81,6.1,0
mushrooms,1216,4.34,1.0,0.0,5.81,4.98,0
mushrooms,1217,6.5,0.0,1.0,6.96,15.2,1
mushrooms,1218,1.57,1.0,0.0,4.82,2.48,1
mushrooms,1219,5.18,0.0,0.0,8.3,9.42,1
mushrooms,1220,11.57,0.0,0.0,8.8,29.88,0
mushrooms,1221,6.69,0.0,0.0,6.31,5.89,1
mushrooms,1222,6.56,0.0,0.0,5.68,11.78,1
mushrooms,1223,6.13,1.0,0.0,13.48,11.15,1
mushrooms,1224,2.37,1.0,0.0,3.82,3.54,0
mushrooms,1225,5.34,0.0,0.0,7.31,4.61,1
mushrooms,1226,6.13,1.0,0.0,7.27,9.93,1
mushrooms,1227,8.44,0.0,0.0,10.49,31.29,0
mushrooms,1228,4.0,0.0,0.0,8.15,4.3,0
mushrooms,1229,2.47,1.0,0.0,3.02,3.44,0
mushrooms,1230,8.11,1.0,0.0,10.58,11.34,0
mushrooms,1231,3.77,1.0,0.0,3.11,4.8,1
mushrooms,1232,5.21,0.0,0.0,5.79,4.77,1
mushrooms,1233,3.3,0.0,0.0,3.68,2.52,0
mushrooms,1234,4.28,0.0,0.0,5.38,5.63,0
mushrooms,1235,7.81,0.0,0.0,9.35,10.93,0
mushrooms,1236,7.81,1.0,0.0,10.87,13.3,0
mushrooms,1237,6.32,0.0,0.0,5.17,10.22,0
mushrooms,1238,3.14,1.0,0.0,4.6,3.02,1
mushrooms,1239,2.48,0.0,0.0,4.99,7.12,0
mushrooms,1240,5.81,1.0,0.0,5.44,10.23,0
mushrooms,1241,7.44,1.0,1.0,7.16,10.14,0
mushrooms,1242,6.79,1.0,0.0,5.8,6.99,0
mushrooms,1243,10.88,0.0,0.0,11.47,16.03,1
mushrooms,1244,6.23,0.0,0.0,4.46,11.69,1
mushrooms,1245,4.7,1.0,0.0,5.47,9.81,0
mushrooms,1246,4.07,0.0,0.0,6.7,8.07,0
mushrooms,1247,6.81,0.0,0.0,6.58,7.08,1
mushrooms,1248,6.31,0.0,0.0,4.75,11.97,1
mushrooms,1249,3.77,0.0,0.0,4.64,7.14,1
mushrooms,1250,4.03,0.0,0.0,6.38,10.77,0
mushrooms,1251,1.18,0.0,0.0,3.36,5.59,0
mushrooms,1252,7.91,0.0,0.0,9.55,10.55,0
mushrooms,1253,4.68,0.0,0.0,5.39,4.0,1
mushrooms,1254,3.16,1.0,1.0,3.48,5.14,1
mushrooms,1255,2.37,1.0,0.0,7.08,3.23,1
mushrooms,1256,6.83,1.0,0.0,5.83,6.41,0
mushrooms,1257,12.0,0.0,1.0,7.23,18.69,0
mushrooms,1258,5.02,1.0,0.0,4.66,9.43,1
mushrooms,1259,4.92,0.0,0.0,2.59,10.64,0
mushrooms,1260,3.82,0.0,0.0,3.89,8.41,1
mushrooms,1261,5.53,0.0,0.0,4.52,12.15,1
mushrooms,1262,3.94,1.0,0.0,5.68,6.36,1
mushrooms,1263,4.16,0.0,0.0,8.65,4.35,0
mushrooms,1264,6.18,0.0,0.0,5.61,10.38,1
mushrooms,1265,4.09,0.0,0.0,4.36,7.01,1
mushrooms,1266,7.28,1.0,0.0,6.25,11.17,0
mushrooms,1267,1.35,0.0,0.0,1.36,2.04,0
mushrooms,1268,5.98,0.0,0.0,5.35,17.54,0
mushrooms,1269,5.34,0.0,0.0,6.27,6.37,1
mushrooms,1270,3.23,1.0,0.0,2.95,6.52,1
mushrooms,1271,6.3,0.0,0.0,5.17,10.02,1
mushrooms,1272,8.56,0.0,0.0,8.04,11.64,1
mushrooms,1273,11.56,0.0,0.0,10.29,31.54,0
mushrooms,1274,10.92,0.0,0.0,11.17,33.45,0
mushrooms,1275,4.46,0.0,0.0,6.0,7.2,0
mushrooms,1276,9.39,1.0,0.0,9.43,10.58,0
mushrooms,1277,8.6,1.0,0.0,7.92,17.55,0
mushrooms,1278,3.77,1.0,0.0,7.46,3.77,0
mushrooms,1279,7.28,1.0,0.0,6.21,12.26,1
mushrooms,1280,3.51,0.0,0.0,6.78,6.8,1
mushrooms,1281,6.81,0.0,0.0,4.62,12.36,1
mushrooms,1282,10.58,1.0,0.0,10.73,12.91,0
mushrooms,1283,8.2,0.0,0.0,5.59,13.36,1
mushrooms,1284,8.96,0.0,0.0,9.66,29.64,0
mushrooms,1285,3.44,1.0,0.0,5.89,6.01,0
mushrooms,1286,8.21,1.0,1.0,6.58,9.78,0
mushrooms,1287,7.46,1.0,1.0,5.43,8.45,0
mushrooms,1288,7.13,1.0,0.0,7.73,20.74,1
mushrooms,1289,8.04,1.0,0.0,6.66,10.37,0
mushrooms,1290,9.86,0.0,0.0,8.19,13.43,1
mushrooms,1291,9.36,1.0,0.0,10.57,14.57,0
mushrooms,1292,6.9,0.0,0.0,4.45,9.27,1
mushrooms,1293,9.93,1.0,0.0,9.59,19.21,0
mushrooms,1294,7.59,0.0,0.0,6.73,10.06,1
mushrooms,1295,5.74,0.0,0.0,7.03,10.68,1
mushrooms,1296,9.46,0.0,0.0,7.28,18.44,1
mushrooms,1297,1.25,0.0,0.0,4.45,2.13,1
mushrooms,1298,10.56,1.0,0.0,2.43,13.76,1
mushrooms,1299,8.01,1.0,0.0,9.32,11.3,0
mushrooms,1300,6.85,1.0,0.0,7.0,19.45,1
mushrooms,1301,12.69,1.0,0.0,10.04,16.46,1
mushrooms,1302,18.27,1.0,0.0,6.4,40.91,0
mushrooms,1303,9.36,0.0,0.0,7.84,36.44,1
mushrooms,1304,3.78,0.0,0.0,4.43,12.07,0
mushrooms,1305,6.78,0.0,0.0,5.7,18.97,1
mushrooms,1306,5.46,0.0,0.0,8.27,9.36,1
mushrooms,1307,9.34,1.0,0.0,10.39,12.13,0
mushrooms,1308,5.6,0.0,0.0,6.42,9.32,1
mushrooms,1309,3.17,0.0,0.0,4.5,6.96,1
mushrooms,1310,3.24,0.0,0.0,3.02,5.98,1
mushrooms,1311,7.38,1.0,0.0,6.47,11.78,0
mushrooms,1312,6.96,0.0,0.0,7.82,7.49,0
mushrooms,1313,7.92,0.0,0.0,4.99,16.69,0
mushrooms,1314,6.56,1.0,0.0,5.0,13.2,1
mushrooms,1315,2.81,1.0,0.0,3.73,3.54,0
mushrooms,1316,10.2,0.0,0.0,6.73,21.37,1
mushrooms,1317,4.67,0.0,0.0,6.79,3.93,1
mushrooms,1318,3.52,1.0,0.0,4.4,3.71,0
mushrooms,1319,6.55,0.0,0.0,5.55,15.09,1
mushrooms,1320,4.3,1.0,0.0,6.51,4.17,1
mushrooms,1321,4.91,1.0,0.0,5.04,13.16,1
mushrooms,1322,4.9,0.0,0.0,4.68,11.64,0
mushrooms,1323,6.86,1.0,0.0,6.46,15.1,1
mushrooms,1324,6.05,1.0,0.0,4.81,13.77,0
mushrooms,1325,1.33,0.0,0.0,3.61,5.57,0
mushrooms,1326,12.34,0.0,1.0,4.62,22.52,0
mushrooms,1327,6.47,0.0,0.0,4.2,11.91,1
mushrooms,1328,7.61,1.0,0.0,6.2,15.8,1
mushrooms,1329,2.62,0.0,0.0,5.05,4.36,1
mushrooms,1330,1.29,0.0,0.0,3.07,5.56,0
mushrooms,1331,1.55,1.0,0.0,5.13,2.43,1
mushrooms,1332,8.84,1.0,0.0,8.32,12.86,1
mushrooms,1333,0.96,0.0,0.0,2.88,1.54,0
mushrooms,1334,5.38,1.0,0.0,7.06,9.38,1
mushrooms,1335,16.45,1.0,0.0,7.78,22.81,1
mushrooms,1336,2.94,1.0,0.0,7.64,3.61,0
mushrooms,1337,6.52,0.0,0.0,5.43,10.06,1
mushrooms,1338,8.32,1.0,0.0,7.69,12.47,1
mushrooms,1339,3.23,0.0,0.0,3.51,5.76,1
mushrooms,1340,4.75,1.0,0.0,6.81,5.61,0
mushrooms,1341,7.38,1.0,0.0,6.77,17.98,0
mushrooms,1342,1.2,1.0,0.0,4.4,6.38,0
mushrooms,1343,1.56,1.0,0.0,4.74,2.37,1
mushrooms,1344,8.03,1.0,1.0,7.54,10.88,0
mushrooms,1345,1.51,0.0,0.0,5.67,2.82,1
mushrooms,1346,2.89,0.0,0.0,5.36,5.88,1
mushrooms,1347,3.76,1.0,0.0,4.82,3.27,0
mushrooms,1348,8.22,0.0,1.0,9.17,14.95,1
mushrooms,1349,4.38,1.0,0.0,4.87,8.4,0
mushrooms,1350,4.5,1.0,0.0,5.49,4.97,1
mushrooms,1351,7.19,0.0,0.0,8.09,7.64,0
mushrooms,1352,8.1,1.0,0.0,6.86,10.89,1
mushrooms,1353,9.24,0.0,0.0,6.64,12.69,1
mushrooms,1354,6.74,1.0,0.0,6.21,9.76,1
mushrooms,1355,7.43,0.0,0.0,6.07,9.14,1
mushrooms,1356,11.59,0.0,0.0,10.67,17.13,1
mushrooms,1357,4.64,0.0,0.0,5.21,6.99,1
mushrooms,1358,15.35,1.0,0.0,6.33,35.54,0
mushrooms,1359,11.9,0.0,0.0,7.64,20.68,1
mushrooms,1360,5.76,0.0,0.0,7.42,7.25,0
mushrooms,1361,5.46,0.0,1.0,5.24,13.82,0
mushrooms,1362,6.86,0.0,0.0,5.35,13.57,1
mushrooms,1363,7.13,1.0,0.0,5.88,18.28,0
mushrooms,1364,10.91,1.0,0.0,22.36,13.27,1
mushrooms,1365,1.51,0.0,0.0,4.87,2.27,1
mushrooms,1366,3.39,1.0,0.0,5.08,3.96,0
mushrooms,1367,1.93,1.0,0.0,3.52,3.51,0
mushrooms,1368,3.92,0.0,0.0,6.16,7.66,0
mushrooms,1369,4.37,1.0,0.0,5.78,4.6,1
mushrooms,1370,5.7,0.0,0.0,4.71,11.66,1
mushrooms,1371,3.87,1.0,0.0,4.97,2.75,0
mushrooms,1372,6.07,1.0,0.0,7.48,11.0,1
mushrooms,1373,3.52,1.0,0.0,5.66,6.35,1
mushrooms,1374,7.32,0.0,0.0,6.55,15.65,1
mushrooms,1375,9.46,0.0,0.0,8.24,9.65,1
mushrooms,1376,6.43,0.0,1.0,7.1,8.75,0
mushrooms,1377,4.74,1.0,0.0,5.99,3.34,1
mushrooms,1378,7.55,0.0,0.0,6.13,14.49,0
mushrooms,1379,7.62,0.0,0.0,11.25,11.62,0
mushrooms,1380,1.23,1.0,0.0,3.13,5.42,0
mushrooms,1381,4.3,0.0,0.0,6.95,3.87,1
mushrooms,1382,7.35,0.0,0.0,5.35,13.38,0
mushrooms,1383,11.89,0.0,0.0,10.19,33.89,0
mushrooms,1384,2.83,0.0,0.0,3.68,2.51,0
mushrooms,1385,5.07,0.0,0.0,7.68,6.79,1
mushrooms,1386,5.69,1.0,0.0,4.64,10.58,1
mushrooms,1387,14.77,1.0,0.0,6.76,37.82,0
mushrooms,1388,2.05,1.0,0.0,6.44,3.56,1
mushrooms,1389,1.19,0.0,0.0,3.24,6.16,0
mushrooms,1390,5.55,0.0,0.0,6.87,5.42,1
mushrooms,1391,2.52,1.0,0.0,4.96,3.42,1
mushrooms,1392,9.45,1.0,0.0,11.02,16.51,0
mushrooms,1393,4.92,0.0,0.0,5.89,7.08,0
mushrooms,1394,3.72,1.0,0.0,5.78,4.34,0
mushrooms,1395,5.42,0.0,0.0,3.57,12.91,0
mushrooms,1396,8.17,1.0,0.0,6.19,10.19,1
mushrooms,1397,10.56,0.0,0.0,7.46,16.68,1
mushrooms,1398,1.19,1.0,0.0,3.02,4.73,0
mushrooms,1399,5.02,0.0,0.0,8.05,10.13,1
mushrooms,1400,4.06,0.0,0.0,7.82,8.02,1
mushrooms,1401,3.1,1.0,0.0,4.92,2.64,0
mushrooms,1402,6.27,1.0,0.0,5.37,6.35,0
mushrooms,1403,5.78,1.0,0.0,6.16,15.47,0
mushrooms,1404,3.95,1.0,0.0,4.08,14.12,1
mushrooms,1405,4.27,0.0,0.0,5.25,6.86,0
mushrooms,1406,7.72,1.0,0.0,4.27,12.73,1
mushrooms,1407,5.49,1.0,0.0,5.51,9.39,1
mushrooms,1408,2.75,0.0,0.0,3.71,8.71,1
mushrooms,1409,7.23,1.0,0.0,6.22,15.54,1
mushrooms,1410,4.46,0.0,0.0,4.67,5.66,0
mushrooms,1411,10.17,0.0,0.0,7.7,22.63,1
mushrooms,1412,3.06,0.0,0.0,5.39,7.66,0
mushrooms,1413,6.21,1.0,0.0,5.65,6.02,0
mushrooms,1414,3.36,0.0,0.0,7.99,4.07,0
mushrooms,1415,1.79,0.0,0.0,2.61,2.7,0
mushrooms,1416,10.51,1.0,0.0,5.43,19.77,1
mushrooms,1417,5.07,0.0,0.0,5.77,10.76,1
mushrooms,1418,4.17,1.0,1.0,4.85,6.27,1
mushrooms,1419,2.41,0.0,0.0,4.08,6.25,1
mushrooms,1420,4.77,0.0,0.0,6.96,6.03,1
mushrooms,1421,8.97,0.0,0.0,6.7,19.19,1
mushrooms,1422,4.24,0.0,0.0,9.1,8.5,0
mushrooms,1423,18.67,1.0,0.0,6.58,38.66,0
mushrooms,1424,7.17,1.0,1.0,5.78,9.15,0
mushrooms,1425,4.36,1.0,0.0,5.39,4.63,0
mushrooms,1426,13.42,1.0,0.0,5.99,20.99,1
mushrooms,1427,7.38,0.0,0.0,7.26,29.31,1
mushrooms,1428,1.87,0.0,0.0,2.02,2.66,0
mushrooms,1429,10.26,1.0,0.0,9.09,19.29,0
mushrooms,1430,6.96,0.0,1.0,5.42,15.62,0
mushrooms,1431,9.02,1.0,0.0,6.94,18.9,1
mushrooms,1432,9.12,0.0,0.0,10.29,11.72,0
mushrooms,1433,10.44,1.0,0.0,5.19,19.32,1
mushrooms,1434,6.73,1.0,0.0,5.1,13.01,1
mushrooms,1435,1.06,0.0,0.0,3.52,1.74,0
mushrooms,1436,8.53,0.0,0.0,8.24,14.45,1
mushrooms,1437,6.85,0.0,0.0,5.73,13.05,1
mushrooms,1438,10.66,0.0,0.0,8.49,33.24,1
mushrooms,1439,17.9,1.0,1.0,7.32,30.27,0
mushrooms,1440,1.22,0.0,0.0,1.21,2.17,0
mushrooms,1441,8.86,0.0,0.0,6.79,18.82,1
mushrooms,1442,7.0,0.0,0.0,5.88,10.16,1
mushrooms,1443,7.74,0.0,0.0,5.84,16.9,0
mushrooms,1444,6.28,0.0,0.0,6.38,5.25,1
mushrooms,1445,8.8,0.0,0.0,5.26,15.16,1
mushrooms,1446,8.08,1.0,1.0,6.55,10.26,0
mushrooms,1447,1.49,0.0,0.0,2.15,2.64,0
mushrooms,1448,1.24,1.0,0.0,4.9,2.4,1
mushrooms,1449,3.99,0.0,0.0,8.18,10.37,1
mushrooms,1450,3.66,1.0,0.0,4.02,2.85,0
mushrooms,1451,8.0,1.0,0.0,4.57,10.11,0
mushrooms,1452,8.07,0.0,0.0,8.72,29.26,0
mushrooms,1453,4.04,0.0,0.0,6.33,9.38,0
mushrooms,1454,8.14,1.0,0.0,7.48,30.66,1
mushrooms,1455,1.46,1.0,0.0,4.7,2.49,1
mushrooms,1456,8.13,0.0,0.0,6.2,16.4,0
mushrooms,1457,5.71,1.0,0.0,7.44,4.67,1
mushrooms,1458,3.59,0.0,0.0,9.51,4.61,0
mushrooms,1459,6.93,1.0,0.0,6.05,16.88,0
mushrooms,1460,1.21,1.0,0.0,3.3,4.5,0
mushrooms,1461,2.74,1.0,0.0,7.8,3.49,1
mushrooms,1462,3.77,0.0,0.0,7.96,4.11,0
mushrooms,1463,4.23,0.0,0.0,5.05,6.55,1
mushrooms,1464,3.03,1.0,0.0,5.82,3.84,1
mushrooms,1465,5.39,0.0,0.0,8.05,9.71,1
mushrooms,1466,0.96,0.0,0.0,2.93,1.52,0
mushrooms,1467,7.25,0.0,0.0,6.36,9.49,1
mushrooms,1468,4.88,0.0,0.0,6.23,7.62,0
mushrooms,1469,7.49,1.0,0.0,3.33,8.21,0
mushrooms,1470,5.81,1.0,0.0,6.4,9.41,1
mushrooms,1471,9.53,1.0,0.0,5.12,21.52,1
mushrooms,1472,7.74,1.0,0.0,7.31,17.04,0
mushrooms,1473,7.2,1.0,0.0,5.13,14.81,0
mushrooms,1474,4.78,1.0,0.0,5.03,4.85,1
mushrooms,1475,2.67,0.0,0.0,3.64,2.46,0
mushrooms,1476,8.34,0.0,0.0,10.85,11.94,0
mushrooms,1477,2.21,1.0,0.0,4.09,3.27,0
mushrooms,1478,8.26,0.0,0.0,4.75,11.06,0
mushrooms,1479,14.62,1.0,0.0,8.95,23.81,1
mushrooms,1480,4.87,1.0,0.0,6.03,5.08,0
mushrooms,1481,3.97,1.0,0.0,5.4,4.27,0
mushrooms,1482,6.26,0.0,0.0,5.02,12.25,1
mushrooms,1483,6.54,1.0,0.0,16.01,11.86,1
mushrooms,1484,5.46,1.0,0.0,4.81,15.04,1
mushrooms,1485,3.34,0.0,0.0,4.46,6.73,1
mushrooms,1486,8.52,0.0,0.0,11.02,15.62,0
mushrooms,1487,6.25,0.0,0.0,5.58,10.14,1
mushrooms,1488,4.76,0.0,0.0,8.16,9.12,1
mushrooms,1489,3.07,0.0,0.0,7.41,5.0,1
mushrooms,1490,3.92,1.0,0.0,4.3,3.16,1
mushrooms,1491,10.68,1.0,0.0,4.93,18.4,1
mushrooms,1492,14.01,1.0,1.0,5.24,25.84,0
mushrooms,1493,4.49,0.0,0.0,6.0,7.61,0
mushrooms,1494,5.46,0.0,0.0,5.37,6.86,0
mushrooms,1495,6.09,0.0,0.0,4.67,10.63,1
mushrooms,1496,6.53,1.0,0.0,6.58,9.12,1
mushrooms,1497,7.46,1.0,0.0,2.16,12.23,1
mushrooms,1498,1.43,0.0,0.0,2.14,2.55,0
mushrooms,1499,7.05,0.0,1.0,4.53,13.65,0
mushrooms,1500,3.34,0.0,0.0,4.63,6.96,0
mushrooms,1501,4.81,0.0,0.0,8.26,8.32,1
mushrooms,1502,5.39,1.0,0.0,3.71,9.26,1
mushrooms,1503,5.47,0.0,0.0,4.51,6.3,1
mushrooms,1504,8.65,1.0,0.0,6.21,13.75,1
mushrooms,1505,5.59,1.0,0.0,7.51,5.86,0
mushrooms,1506,7.46,0.0,0.0,4.29,12.22,1
mushrooms,1507,5.84,1.0,0.0,6.57,8.86,1
mushrooms,1508,5.83,1.0,0.0,5.47,6.61,0
mushrooms,1509,3.46,0.0,0.0,3.64,6.57,1
mushrooms,1510,11.73,1.0,0.0,5.18,20.45,1
mushrooms,1511,7.99,1.0,0.0,5.03,13.34,1
mushrooms,1512,11.24,0.0,0.0,7.97,10.51,1
mushrooms,1513,8.17,0.0,0.0,5.74,9.64,1
mushrooms,1514,7.14,0.0,1.0,5.46,15.48,0
mushrooms,1515,3.57,1.0,0.0,3.74,2.54,0
mushrooms,1516,4.57,0.0,0.0,5.57,7.36,1
mushrooms,1517,7.77,1.0,0.0,4.68,13.89,1
mushrooms,1518,1.66,0.0,0.0,5.34,2.65,1
mushrooms,1519,5.0,0.0,0.0,5.98,7.84,0
mushrooms,1520,11.55,1.0,0.0,17.1,12.04,1
mushrooms,1521,4.39,0.0,0.0,6.58,4.01,1
mushrooms,1522,2.71,0.0,0.0,3.04,2.31,0
mushrooms,1523,7.32,1.0,1.0,6.58,9.0,0
mushrooms,1524,2.78,1.0,0.0,3.3,3.53,0
mushrooms,1525,13.52,0.0,0.0,8.35,25.55,1
mushrooms,1526,4.81,0.0,0.0,5.39,5.79,1
mushrooms,1527,10.27,1.0,1.0,5.63,15.82,0
mushrooms,1528,3.24,0.0,0.0,4.98,7.34,0
mushrooms,1529,6.13,0.0,0.0,5.78,9.74,0
mushrooms,1530,1.4,0.0,0.0,1.85,2.45,0
mushrooms,1531,7.07,0.0,0.0,3.55,8.8,0
mushrooms,1532,4.22,1.0,0.0,6.58,5.64,1
mushrooms,1533,5.05,0.0,0.0,6.95,9.65,1
mushrooms,1534,1.37,1.0,0.0,4.83,2.52,1
mushrooms,1535,8.99,1.0,0.0,2.6,16.21,1
mushrooms,1536,8.36,0.0,0.0,10.18,11.64,0
mushrooms,1537,3.7,1.0,1.0,4.83,6.08,1
mushrooms,1538,3.23,0.0,0.0,2.75,5.89,0
mushrooms,1539,7.21,1.0,0.0,4.5,10.07,0
mushrooms,1540,5.22,0.0,1.0,6.77,9.02,0
mushrooms,1541,5.29,1.0,0.0,5.43,15.82,1
mushrooms,1542,9.54,1.0,0.0,5.07,19.49,1
mushrooms,1543,3.75,0.0,0.0,9.18,7.92,0
mushrooms,1544,4.15,0.0,0.0,5.91,9.8,0
mushrooms,1545,3.69,1.0,0.0,3.3,5.93,1
mushrooms,1546,8.18,1.0,0.0,6.69,12.45,0
mushrooms,1547,4.89,0.0,0.0,5.54,6.92,0
mushrooms,1548,1.48,0.0,0.0,1.49,2.4,0
mushrooms,1549,5.73,1.0,0.0,5.89,6.49,0
mushrooms,1550,10.75,0.0,0.0,7.99,23.72,1
mushrooms,1551,9.99,0.0,0.0,10.94,13.33,0
mushrooms,1552,3.84,1.0,0.0,2.92,6.18,1
mushrooms,1553,3.18,1.0,1.0,4.91,6.35,1
mushrooms,1554,4.11,0.0,0.0,5.38,7.02,0
mushrooms,1555,2.94,1.0,0.0,4.53,3.29,0
mushrooms,1556,3.91,0.0,0.0,6.55,4.43,1
mushrooms,1557,4.63,0.0,0.0,5.33,7.07,0
mushrooms,1558,5.92,0.0,0.0,6.07,11.96,1
mushrooms,1559,4.47,1.0,0.0,5.63,5.16,0
mushrooms,1560,7.48,1.0,0.0,11.31,15.8,0
mushrooms,1561,8.49,1.0,0.0,9.65,10.3,0
mushrooms,1562,6.25,0.0,1.0,7.46,15.85,1
mushrooms,1563,7.83,1.0,0.0,6.82,13.24,1
mushrooms,1564,3.41,1.0,0.0,7.01,5.45,1
mushrooms,1565,5.26,0.0,0.0,5.66,4.59,1
mushrooms,1566,7.85,0.0,0.0,8.78,13.52,1
mushrooms,1567,4.56,0.0,0.0,7.98,8.45,1
mushrooms,1568,9.13,1.0,0.0,4.86,18.78,1
mushrooms,1569,4.7,0.0,0.0,3.26,11.74,0
mushrooms,1570,1.24,1.0,0.0,3.76,5.16,0
mushrooms,1571,1.65,0.0,0.0,4.93,2.55,1
mushrooms,1572,4.37,1.0,0.0,5.6,3.72,0
mushrooms,1573,4.48,0.0,0.0,7.86,9.07,1
mushrooms,1574,7.61,1.0,0.0,7.65,19.4,1
mushrooms,1575,4.46,0.0,0.0,4.31,5.25,0
mushrooms,1576,5.82,1.0,0.0,7.51,9.95,1
mushrooms,1577,4.68,0.0,0.0,6.16,7.51,0
mushrooms,1578,6.54,1.0,0.0,7.05,11.23,1
mushrooms,1579,7.71,1.0,0.0,7.67,16.54,0
mushrooms,1580,7.34,0.0,0.0,6.16,17.03,1
mushrooms,1581,3.41,0.0,0.0,3.17,8.36,1
mushrooms,1582,3.48,0.0,0.0,4.91,6.4,0
mushrooms,1583,3.84,0.0,0.0,5.11,7.45,0
mushrooms,1584,3.34,0.0,0.0,4.5,6.18,1
mushrooms,1585,6.65,1.0,0.0,5.01,15.44,1
mushrooms,1586,4.86,0.0,0.0,3.22,12.24,0
mushrooms,1587,11.67,0.0,0.0,8.04,29.67,1
mushrooms,1588,6.26,1.0,0.0,5.95,18.72,1
mushrooms,1589,13.04,1.0,0.0,6.41,22.97,1
mushrooms,1590,3.24,0.0,0.0,5.75,8.72,0
mushrooms,1591,10.12,0.0,0.0,9.78,11.08,0
mushrooms,1592,4.76,1.0,0.0,6.97,5.63,0
mushrooms,1593,7.22,0.0,0.0,6.3,13.91,1
mushrooms,1594,4.71,0.0,0.0,4.14,5.29,0
mushrooms,1595,10.86,0.0,0.0,9.74,32.93,0
mushrooms,1596,1.68,1.0,0.0,5.01,2.74,1
mushrooms,1597,7.64,0.0,1.0,6.52,16.85,0
mushrooms,1598,5.66,1.0,0.0,4.58,10.89,0
mushrooms,1599,5.12,0.0,0.0,5.92,11.52,1
mushrooms,1600,6.23,1.0,0.0,6.31,10.15,0
mushrooms,1601,5.51,0.0,0.0,3.64,13.39,0
mushrooms,1602,7.8,0.0,1.0,8.52,16.37,1
mushrooms,1603,7.06,0.0,0.0,4.53,9.15,1
mushrooms,1604,19.32,1.0,0.0,6.21,24.09,1
mushrooms,1605,3.33,1.0,0.0,4.24,3.03,0
mushrooms,1606,3.38,1.0,0.0,4.94,3.43,0
mushrooms,1607,8.08,0.0,0.0,9.53,30.72,0
mushrooms,1608,9.36,0.0,0.0,5.13,17.77,1
mushrooms,1609,3.61,1.0,0.0,7.87,3.88,0
mushrooms,1610,6.81,0.0,1.0,8.01,18.31,1
mushrooms,1611,2.9,1.0,0.0,4.09,3.47,0
mushrooms,1612,4.95,0.0,0.0,6.01,14.6,0
mushrooms,1613,4.78,0.0,0.0,6.26,8.65,0
mushrooms,1614,4.24,0.0,0.0,5.99,6.22,1
mushrooms,1615,3.08,0.0,0.0,5.77,3.73,1
mushrooms,1616,4.76,0.0,0.0,5.83,7.9,1
mushrooms,1617,2.94,0.0,0.0,4.0,2.56,0
mushrooms,1618,6.13,0.0,1.0,5.22,15.33,0
mushrooms,1619,10.8,0.0,1.0,6.67,15.14,0
mushrooms,1620,4.75,0.0,0.0,6.02,8.7,0
mushrooms,1621,3.78,1.0,0.0,3.72,7.53,1
mushrooms,1622,6.41,1.0,0.0,6.8,9.9,1
mushrooms,1623,1.63,1.0,0.0,5.33,2.6,1
