participantId,trialId,block,trialWithinBlock,withinCondition,xai_method,xai_type,dataId,instanceId,phase,phaseTrialId,ai_prediction,tested_w_xai
66,1,1,1,single_condition,shap,importance,wine_quality,518,training,1,1,
66,2,1,2,single_condition,shap,importance,wine_quality,64,training,2,0,
66,3,1,3,single_condition,shap,importance,wine_quality,551,training,3,0,
66,4,1,4,single_condition,shap,importance,wine_quality,1412,training,4,1,
66,5,1,1,single_condition,shap,importance,wine_quality,1328,testing,1,0,False
66,6,1,2,single_condition,shap,importance,wine_quality,521,testing,2,0,False
66,7,1,3,single_condition,shap,importance,wine_quality,947,testing,3,1,False
66,8,1,4,single_condition,shap,importance,wine_quality,1120,testing,4,1,True
66,9,1,5,single_condition,shap,importance,wine_quality,1555,testing,5,0,True
66,10,1,6,single_condition,shap,importance,wine_quality,960,testing,6,1,True
67,1,1,1,single_condition,integrated_gradients,none,wine_quality,898,training,1,1,
67,2,1,2,single_condition,integrated_gradients,none,wine_quality,309,training,2,0,
67,3,1,3,single_condition,integrated_gradients,none,wine_quality,1584,training,3,1,
67,4,1,4,single_condition,integrated_gradients,none,wine_quality,976,training,4,0,
67,5,1,1,single_condition,integrated_gradients,none,wine_quality,1218,testing,1,0,False
67,6,1,2,single_condition,integrated_gradients,none,wine_quality,928,testing,2,1,True
67,7,1,3,single_condition,integrated_gradients,none,wine_quality,882,testing,3,1,False
67,8,1,4,single_condition,integrated_gradients,none,wine_quality,69,testing,4,1,False
67,9,1,5,single_condition,integrated_gradients,none,wine_quality,578,testing,5,0,True
67,10,1,6,single_condition,integrated_gradients,none,wine_quality,1494,testing,6,0,True
68,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,817,training,1,1,
68,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,468,training,2,0,
68,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,1015,training,3,1,
68,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,266,training,4,0,
68,5,1,1,single_condition,integrated_gradients,attribution,wine_quality,1172,testing,1,1,False
68,6,1,2,single_condition,integrated_gradients,attribution,wine_quality,950,testing,2,1,True
68,7,1,3,single_condition,integrated_gradients,attribution,wine_quality,461,testing,3,0,True
68,8,1,4,single_condition,integrated_gradients,attribution,wine_quality,480,testing,4,0,False
68,9,1,5,single_condition,integrated_gradients,attribution,wine_quality,588,testing,5,1,True
68,10,1,6,single_condition,integrated_gradients,attribution,wine_quality,163,testing,6,0,False
69,1,1,1,single_condition,integrated_gradients,importance,wine_quality,1421,training,1,0,
69,2,1,2,single_condition,integrated_gradients,importance,wine_quality,1209,training,2,1,
69,3,1,3,single_condition,integrated_gradients,importance,wine_quality,716,training,3,0,
69,4,1,4,single_condition,integrated_gradients,importance,wine_quality,874,training,4,1,
69,5,1,1,single_condition,integrated_gradients,importance,wine_quality,193,testing,1,0,False
69,6,1,2,single_condition,integrated_gradients,importance,wine_quality,588,testing,2,1,True
69,7,1,3,single_condition,integrated_gradients,importance,wine_quality,521,testing,3,0,True
69,8,1,4,single_condition,integrated_gradients,importance,wine_quality,1405,testing,4,1,True
69,9,1,5,single_condition,integrated_gradients,importance,wine_quality,982,testing,5,1,False
69,10,1,6,single_condition,integrated_gradients,importance,wine_quality,839,testing,6,0,False
70,1,1,1,single_condition,input_gradients,none,wine_quality,1064,training,1,0,
70,2,1,2,single_condition,input_gradients,none,wine_quality,477,training,2,1,
70,3,1,3,single_condition,input_gradients,none,wine_quality,1569,training,3,0,
70,4,1,4,single_condition,input_gradients,none,wine_quality,1402,training,4,1,
70,5,1,1,single_condition,input_gradients,none,wine_quality,687,testing,1,0,True
70,6,1,2,single_condition,input_gradients,none,wine_quality,1070,testing,2,1,True
70,7,1,3,single_condition,input_gradients,none,wine_quality,928,testing,3,1,False
70,8,1,4,single_condition,input_gradients,none,wine_quality,1371,testing,4,1,False
70,9,1,5,single_condition,input_gradients,none,wine_quality,456,testing,5,0,False
70,10,1,6,single_condition,input_gradients,none,wine_quality,1369,testing,6,0,True
71,1,1,1,single_condition,input_gradients,attribution,wine_quality,605,training,1,0,
71,2,1,2,single_condition,input_gradients,attribution,wine_quality,966,training,2,1,
71,3,1,3,single_condition,input_gradients,attribution,wine_quality,139,training,3,0,
71,4,1,4,single_condition,input_gradients,attribution,wine_quality,1006,training,4,1,
71,5,1,1,single_condition,input_gradients,attribution,wine_quality,491,testing,1,1,False
71,6,1,2,single_condition,input_gradients,attribution,wine_quality,1590,testing,2,1,True
71,7,1,3,single_condition,input_gradients,attribution,wine_quality,877,testing,3,0,False
71,8,1,4,single_condition,input_gradients,attribution,wine_quality,1102,testing,4,0,True
71,9,1,5,single_condition,input_gradients,attribution,wine_quality,1070,testing,5,1,True
71,10,1,6,single_condition,input_gradients,attribution,wine_quality,1452,testing,6,0,False
72,1,1,1,single_condition,input_gradients,importance,wine_quality,1231,training,1,0,
72,2,1,2,single_condition,input_gradients,importance,wine_quality,988,training,2,0,
72,3,1,3,single_condition,input_gradients,importance,wine_quality,1086,training,3,1,
72,4,1,4,single_condition,input_gradients,importance,wine_quality,896,training,4,1,
72,5,1,1,single_condition,input_gradients,importance,wine_quality,960,testing,1,1,True
72,6,1,2,single_condition,input_gradients,importance,wine_quality,523,testing,2,0,False
72,7,1,3,single_condition,input_gradients,importance,wine_quality,1469,testing,3,0,True
72,8,1,4,single_condition,input_gradients,importance,wine_quality,44,testing,4,0,True
72,9,1,5,single_condition,input_gradients,importance,wine_quality,1136,testing,5,1,False
72,10,1,6,single_condition,input_gradients,importance,wine_quality,982,testing,6,1,False
73,1,1,1,single_condition,lime,none,wine_quality,148,training,1,0,
73,2,1,2,single_condition,lime,none,wine_quality,312,training,2,0,
73,3,1,3,single_condition,lime,none,wine_quality,837,training,3,1,
73,4,1,4,single_condition,lime,none,wine_quality,369,training,4,1,
73,5,1,1,single_condition,lime,none,wine_quality,1124,testing,1,0,True
73,6,1,2,single_condition,lime,none,wine_quality,267,testing,2,1,True
73,7,1,3,single_condition,lime,none,wine_quality,228,testing,3,0,False
73,8,1,4,single_condition,lime,none,wine_quality,1061,testing,4,1,True
73,9,1,5,single_condition,lime,none,wine_quality,882,testing,5,1,False
73,10,1,6,single_condition,lime,none,wine_quality,1324,testing,6,0,False
74,1,1,1,single_condition,lime,attribution,wine_quality,898,training,1,1,
74,2,1,2,single_condition,lime,attribution,wine_quality,944,training,2,1,
74,3,1,3,single_condition,lime,attribution,wine_quality,1189,training,3,0,
74,4,1,4,single_condition,lime,attribution,wine_quality,1588,training,4,0,
74,5,1,1,single_condition,lime,attribution,wine_quality,237,testing,1,0,False
74,6,1,2,single_condition,lime,attribution,wine_quality,982,testing,2,1,False
74,7,1,3,single_condition,lime,attribution,wine_quality,491,testing,3,1,True
74,8,1,4,single_condition,lime,attribution,wine_quality,1341,testing,4,0,True
74,9,1,5,single_condition,lime,attribution,wine_quality,960,testing,5,1,True
74,10,1,6,single_condition,lime,attribution,wine_quality,909,testing,6,0,False
75,1,1,1,single_condition,lime,importance,wine_quality,529,training,1,0,
75,2,1,2,single_condition,lime,importance,wine_quality,518,training,2,1,
75,3,1,3,single_condition,lime,importance,wine_quality,538,training,3,1,
75,4,1,4,single_condition,lime,importance,wine_quality,240,training,4,0,
75,5,1,1,single_condition,lime,importance,wine_quality,982,testing,1,1,False
75,6,1,2,single_condition,lime,importance,wine_quality,1590,testing,2,1,True
75,7,1,3,single_condition,lime,importance,wine_quality,1016,testing,3,1,False
75,8,1,4,single_condition,lime,importance,wine_quality,930,testing,4,0,True
75,9,1,5,single_condition,lime,importance,wine_quality,1490,testing,5,0,True
75,10,1,6,single_condition,lime,importance,wine_quality,1176,testing,6,0,False
76,1,1,1,single_condition,shap,none,wine_quality,549,training,1,0,
76,2,1,2,single_condition,shap,none,wine_quality,1007,training,2,1,
76,3,1,3,single_condition,shap,none,wine_quality,1465,training,3,0,
76,4,1,4,single_condition,shap,none,wine_quality,1223,training,4,1,
76,5,1,1,single_condition,shap,none,wine_quality,964,testing,1,1,False
76,6,1,2,single_condition,shap,none,wine_quality,960,testing,2,1,False
76,7,1,3,single_condition,shap,none,wine_quality,1082,testing,3,0,True
76,8,1,4,single_condition,shap,none,wine_quality,696,testing,4,0,False
76,9,1,5,single_condition,shap,none,wine_quality,452,testing,5,0,True
76,10,1,6,single_condition,shap,none,wine_quality,940,testing,6,1,True
77,1,1,1,single_condition,shap,attribution,wine_quality,1594,training,1,0,
77,2,1,2,single_condition,shap,attribution,wine_quality,1005,training,2,0,
77,3,1,3,single_condition,shap,attribution,wine_quality,1585,training,3,1,
77,4,1,4,single_condition,shap,attribution,wine_quality,874,training,4,1,
77,5,1,1,single_condition,shap,attribution,wine_quality,513,testing,1,1,True
77,6,1,2,single_condition,shap,attribution,wine_quality,1267,testing,2,1,False
77,7,1,3,single_condition,shap,attribution,wine_quality,928,testing,3,1,False
77,8,1,4,single_condition,shap,attribution,wine_quality,1555,testing,4,0,True
77,9,1,5,single_condition,shap,attribution,wine_quality,992,testing,5,0,False
77,10,1,6,single_condition,shap,attribution,wine_quality,417,testing,6,0,True
78,1,1,1,single_condition,shap,importance,wine_quality,823,training,1,0,
78,2,1,2,single_condition,shap,importance,wine_quality,1041,training,2,0,
78,3,1,3,single_condition,shap,importance,wine_quality,948,training,3,1,
78,4,1,4,single_condition,shap,importance,wine_quality,1202,training,4,1,
78,5,1,1,single_condition,shap,importance,wine_quality,772,testing,1,0,True
78,6,1,2,single_condition,shap,importance,wine_quality,925,testing,2,0,False
78,7,1,3,single_condition,shap,importance,wine_quality,1172,testing,3,1,False
78,8,1,4,single_condition,shap,importance,wine_quality,231,testing,4,0,True
78,9,1,5,single_condition,shap,importance,wine_quality,69,testing,5,1,False
78,10,1,6,single_condition,shap,importance,wine_quality,940,testing,6,1,True
79,1,1,1,single_condition,integrated_gradients,none,wine_quality,671,training,1,0,
79,2,1,2,single_condition,integrated_gradients,none,wine_quality,577,training,2,0,
79,3,1,3,single_condition,integrated_gradients,none,wine_quality,462,training,3,1,
79,4,1,4,single_condition,integrated_gradients,none,wine_quality,1167,training,4,1,
79,5,1,1,single_condition,integrated_gradients,none,wine_quality,1410,testing,1,0,True
79,6,1,2,single_condition,integrated_gradients,none,wine_quality,1016,testing,2,1,False
79,7,1,3,single_condition,integrated_gradients,none,wine_quality,344,testing,3,1,False
79,8,1,4,single_condition,integrated_gradients,none,wine_quality,193,testing,4,0,True
79,9,1,5,single_condition,integrated_gradients,none,wine_quality,982,testing,5,1,False
79,10,1,6,single_condition,integrated_gradients,none,wine_quality,596,testing,6,0,True
80,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,1189,training,1,0,
80,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,516,training,2,1,
80,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,1333,training,3,0,
80,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,944,training,4,1,
80,5,1,1,single_condition,integrated_gradients,attribution,wine_quality,1136,testing,1,1,True
80,6,1,2,single_condition,integrated_gradients,attribution,wine_quality,1461,testing,2,0,True
80,7,1,3,single_condition,integrated_gradients,attribution,wine_quality,451,testing,3,0,False
80,8,1,4,single_condition,integrated_gradients,attribution,wine_quality,982,testing,4,1,False
80,9,1,5,single_condition,integrated_gradients,attribution,wine_quality,197,testing,5,0,True
80,10,1,6,single_condition,integrated_gradients,attribution,wine_quality,1120,testing,6,1,False
81,1,1,1,single_condition,integrated_gradients,importance,wine_quality,467,training,1,1,
81,2,1,2,single_condition,integrated_gradients,importance,wine_quality,516,training,2,1,
81,3,1,3,single_condition,integrated_gradients,importance,wine_quality,68,training,3,0,
81,4,1,4,single_condition,integrated_gradients,importance,wine_quality,114,training,4,0,
81,5,1,1,single_condition,integrated_gradients,importance,wine_quality,46,testing,1,0,False
81,6,1,2,single_condition,integrated_gradients,importance,wine_quality,947,testing,2,1,True
81,7,1,3,single_condition,integrated_gradients,importance,wine_quality,950,testing,3,1,True
81,8,1,4,single_condition,integrated_gradients,importance,wine_quality,588,testing,4,1,True
81,9,1,5,single_condition,integrated_gradients,importance,wine_quality,234,testing,5,0,False
81,10,1,6,single_condition,integrated_gradients,importance,wine_quality,1547,testing,6,0,False
82,1,1,1,single_condition,input_gradients,none,wine_quality,63,training,1,0,
82,2,1,2,single_condition,input_gradients,none,wine_quality,1477,training,2,1,
82,3,1,3,single_condition,input_gradients,none,wine_quality,1471,training,3,0,
82,4,1,4,single_condition,input_gradients,none,wine_quality,1008,training,4,1,
82,5,1,1,single_condition,input_gradients,none,wine_quality,193,testing,1,0,True
82,6,1,2,single_condition,input_gradients,none,wine_quality,501,testing,2,0,False
82,7,1,3,single_condition,input_gradients,none,wine_quality,344,testing,3,1,False
82,8,1,4,single_condition,input_gradients,none,wine_quality,79,testing,4,0,True
82,9,1,5,single_condition,input_gradients,none,wine_quality,69,testing,5,1,True
82,10,1,6,single_condition,input_gradients,none,wine_quality,377,testing,6,1,False
83,1,1,1,single_condition,input_gradients,attribution,wine_quality,1085,training,1,0,
83,2,1,2,single_condition,input_gradients,attribution,wine_quality,1008,training,2,1,
83,3,1,3,single_condition,input_gradients,attribution,wine_quality,821,training,3,1,
83,4,1,4,single_condition,input_gradients,attribution,wine_quality,287,training,4,0,
83,5,1,1,single_condition,input_gradients,attribution,wine_quality,491,testing,1,1,False
83,6,1,2,single_condition,input_gradients,attribution,wine_quality,1337,testing,2,0,False
83,7,1,3,single_condition,input_gradients,attribution,wine_quality,344,testing,3,1,True
83,8,1,4,single_condition,input_gradients,attribution,wine_quality,163,testing,4,0,False
83,9,1,5,single_condition,input_gradients,attribution,wine_quality,964,testing,5,1,True
83,10,1,6,single_condition,input_gradients,attribution,wine_quality,486,testing,6,0,True
84,1,1,1,single_condition,input_gradients,importance,wine_quality,110,training,1,0,
84,2,1,2,single_condition,input_gradients,importance,wine_quality,358,training,2,1,
84,3,1,3,single_condition,input_gradients,importance,wine_quality,168,training,3,0,
84,4,1,4,single_condition,input_gradients,importance,wine_quality,1202,training,4,1,
84,5,1,1,single_condition,input_gradients,importance,wine_quality,267,testing,1,1,True
84,6,1,2,single_condition,input_gradients,importance,wine_quality,940,testing,2,1,False
84,7,1,3,single_condition,input_gradients,importance,wine_quality,1176,testing,3,0,False
84,8,1,4,single_condition,input_gradients,importance,wine_quality,311,testing,4,0,False
84,9,1,5,single_condition,input_gradients,importance,wine_quality,513,testing,5,1,True
84,10,1,6,single_condition,input_gradients,importance,wine_quality,870,testing,6,0,True
85,1,1,1,single_condition,lime,none,wine_quality,1338,training,1,0,
85,2,1,2,single_condition,lime,none,wine_quality,128,training,2,1,
85,3,1,3,single_condition,lime,none,wine_quality,1090,training,3,1,
85,4,1,4,single_condition,lime,none,wine_quality,1208,training,4,0,
85,5,1,1,single_condition,lime,none,wine_quality,940,testing,1,1,False
85,6,1,2,single_condition,lime,none,wine_quality,1524,testing,2,0,True
85,7,1,3,single_condition,lime,none,wine_quality,1405,testing,3,1,False
85,8,1,4,single_condition,lime,none,wine_quality,909,testing,4,0,True
85,9,1,5,single_condition,lime,none,wine_quality,1070,testing,5,1,True
85,10,1,6,single_condition,lime,none,wine_quality,237,testing,6,0,False
86,1,1,1,single_condition,lime,attribution,wine_quality,1047,training,1,0,
86,2,1,2,single_condition,lime,attribution,wine_quality,867,training,2,1,
86,3,1,3,single_condition,lime,attribution,wine_quality,1549,training,3,1,
86,4,1,4,single_condition,lime,attribution,wine_quality,1498,training,4,0,
86,5,1,1,single_condition,lime,attribution,wine_quality,982,testing,1,1,False
86,6,1,2,single_condition,lime,attribution,wine_quality,4,testing,2,0,False
86,7,1,3,single_condition,lime,attribution,wine_quality,1438,testing,3,0,True
86,8,1,4,single_condition,lime,attribution,wine_quality,940,testing,4,1,True
86,9,1,5,single_condition,lime,attribution,wine_quality,947,testing,5,1,True
86,10,1,6,single_condition,lime,attribution,wine_quality,382,testing,6,0,False
87,1,1,1,single_condition,lime,importance,wine_quality,1475,training,1,1,
87,2,1,2,single_condition,lime,importance,wine_quality,1246,training,2,0,
87,3,1,3,single_condition,lime,importance,wine_quality,752,training,3,0,
87,4,1,4,single_condition,lime,importance,wine_quality,817,training,4,1,
87,5,1,1,single_condition,lime,importance,wine_quality,960,testing,1,1,False
87,6,1,2,single_condition,lime,importance,wine_quality,1306,testing,2,0,False
87,7,1,3,single_condition,lime,importance,wine_quality,928,testing,3,1,True
87,8,1,4,single_condition,lime,importance,wine_quality,1170,testing,4,0,False
87,9,1,5,single_condition,lime,importance,wine_quality,521,testing,5,0,True
87,10,1,6,single_condition,lime,importance,wine_quality,1590,testing,6,1,True
88,1,1,1,single_condition,shap,none,wine_quality,874,training,1,1,
88,2,1,2,single_condition,shap,none,wine_quality,758,training,2,0,
88,3,1,3,single_condition,shap,none,wine_quality,355,training,3,0,
88,4,1,4,single_condition,shap,none,wine_quality,358,training,4,1,
88,5,1,1,single_condition,shap,none,wine_quality,1061,testing,1,1,True
88,6,1,2,single_condition,shap,none,wine_quality,1398,testing,2,0,True
88,7,1,3,single_condition,shap,none,wine_quality,588,testing,3,1,False
88,8,1,4,single_condition,shap,none,wine_quality,44,testing,4,0,False
88,9,1,5,single_condition,shap,none,wine_quality,849,testing,5,0,True
88,10,1,6,single_condition,shap,none,wine_quality,875,testing,6,1,False
89,1,1,1,single_condition,shap,attribution,wine_quality,924,training,1,1,
89,2,1,2,single_condition,shap,attribution,wine_quality,1241,training,2,0,
89,3,1,3,single_condition,shap,attribution,wine_quality,874,training,3,1,
89,4,1,4,single_condition,shap,attribution,wine_quality,583,training,4,0,
89,5,1,1,single_condition,shap,attribution,wine_quality,705,testing,1,0,False
89,6,1,2,single_condition,shap,attribution,wine_quality,69,testing,2,1,True
89,7,1,3,single_condition,shap,attribution,wine_quality,216,testing,3,0,True
89,8,1,4,single_condition,shap,attribution,wine_quality,1016,testing,4,1,False
89,9,1,5,single_condition,shap,attribution,wine_quality,964,testing,5,1,True
89,10,1,6,single_condition,shap,attribution,wine_quality,1087,testing,6,0,False
90,1,1,1,single_condition,shap,importance,wine_quality,443,training,1,0,
90,2,1,2,single_condition,shap,importance,wine_quality,385,training,2,0,
90,3,1,3,single_condition,shap,importance,wine_quality,538,training,3,1,
90,4,1,4,single_condition,shap,importance,wine_quality,866,training,4,1,
90,5,1,1,single_condition,shap,importance,wine_quality,1136,testing,1,1,True
90,6,1,2,single_condition,shap,importance,wine_quality,1172,testing,2,1,True
90,7,1,3,single_condition,shap,importance,wine_quality,1552,testing,3,0,False
90,8,1,4,single_condition,shap,importance,wine_quality,511,testing,4,0,False
90,9,1,5,single_condition,shap,importance,wine_quality,928,testing,5,1,True
90,10,1,6,single_condition,shap,importance,wine_quality,1586,testing,6,0,False
91,1,1,1,single_condition,integrated_gradients,none,wine_quality,993,training,1,0,
91,2,1,2,single_condition,integrated_gradients,none,wine_quality,807,training,2,1,
91,3,1,3,single_condition,integrated_gradients,none,wine_quality,1067,training,3,1,
91,4,1,4,single_condition,integrated_gradients,none,wine_quality,154,training,4,0,
91,5,1,1,single_condition,integrated_gradients,none,wine_quality,243,testing,1,0,True
91,6,1,2,single_condition,integrated_gradients,none,wine_quality,1061,testing,2,1,False
91,7,1,3,single_condition,integrated_gradients,none,wine_quality,842,testing,3,0,True
91,8,1,4,single_condition,integrated_gradients,none,wine_quality,480,testing,4,0,False
91,9,1,5,single_condition,integrated_gradients,none,wine_quality,1107,testing,5,1,True
91,10,1,6,single_condition,integrated_gradients,none,wine_quality,69,testing,6,1,False
92,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,836,training,1,1,
92,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,867,training,2,1,
92,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,1314,training,3,0,
92,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,1538,training,4,0,
92,5,1,1,single_condition,integrated_gradients,attribution,wine_quality,940,testing,1,1,True
92,6,1,2,single_condition,integrated_gradients,attribution,wine_quality,242,testing,2,0,False
92,7,1,3,single_condition,integrated_gradients,attribution,wine_quality,1292,testing,3,0,True
92,8,1,4,single_condition,integrated_gradients,attribution,wine_quality,344,testing,4,1,True
92,9,1,5,single_condition,integrated_gradients,attribution,wine_quality,505,testing,5,1,False
92,10,1,6,single_condition,integrated_gradients,attribution,wine_quality,284,testing,6,0,False
93,1,1,1,single_condition,integrated_gradients,importance,wine_quality,240,training,1,0,
93,2,1,2,single_condition,integrated_gradients,importance,wine_quality,541,training,2,0,
93,3,1,3,single_condition,integrated_gradients,importance,wine_quality,375,training,3,1,
93,4,1,4,single_condition,integrated_gradients,importance,wine_quality,944,training,4,1,
93,5,1,1,single_condition,integrated_gradients,importance,wine_quality,377,testing,1,1,False
93,6,1,2,single_condition,integrated_gradients,importance,wine_quality,1274,testing,2,0,True
93,7,1,3,single_condition,integrated_gradients,importance,wine_quality,1016,testing,3,1,True
93,8,1,4,single_condition,integrated_gradients,importance,wine_quality,1120,testing,4,1,True
93,9,1,5,single_condition,integrated_gradients,importance,wine_quality,265,testing,5,0,False
93,10,1,6,single_condition,integrated_gradients,importance,wine_quality,1291,testing,6,0,False
94,1,1,1,single_condition,input_gradients,none,wine_quality,32,training,1,0,
94,2,1,2,single_condition,input_gradients,none,wine_quality,1066,training,2,1,
94,3,1,3,single_condition,input_gradients,none,wine_quality,504,training,3,1,
94,4,1,4,single_condition,input_gradients,none,wine_quality,134,training,4,0,
94,5,1,1,single_condition,input_gradients,none,wine_quality,1016,testing,1,1,True
94,6,1,2,single_condition,input_gradients,none,wine_quality,1478,testing,2,0,False
94,7,1,3,single_condition,input_gradients,none,wine_quality,1371,testing,3,1,False
94,8,1,4,single_condition,input_gradients,none,wine_quality,470,testing,4,0,True
94,9,1,5,single_condition,input_gradients,none,wine_quality,491,testing,5,1,True
94,10,1,6,single_condition,input_gradients,none,wine_quality,1176,testing,6,0,False
95,1,1,1,single_condition,input_gradients,attribution,wine_quality,249,training,1,0,
95,2,1,2,single_condition,input_gradients,attribution,wine_quality,1443,training,2,0,
95,3,1,3,single_condition,input_gradients,attribution,wine_quality,946,training,3,1,
95,4,1,4,single_condition,input_gradients,attribution,wine_quality,922,training,4,1,
95,5,1,1,single_condition,input_gradients,attribution,wine_quality,928,testing,1,1,True
95,6,1,2,single_condition,input_gradients,attribution,wine_quality,960,testing,2,1,True
95,7,1,3,single_condition,input_gradients,attribution,wine_quality,1218,testing,3,0,True
95,8,1,4,single_condition,input_gradients,attribution,wine_quality,882,testing,4,1,False
95,9,1,5,single_condition,input_gradients,attribution,wine_quality,1426,testing,5,0,False
95,10,1,6,single_condition,input_gradients,attribution,wine_quality,961,testing,6,0,False
96,1,1,1,single_condition,input_gradients,importance,wine_quality,11,training,1,0,
96,2,1,2,single_condition,input_gradients,importance,wine_quality,1098,training,2,1,
96,3,1,3,single_condition,input_gradients,importance,wine_quality,1162,training,3,1,
96,4,1,4,single_condition,input_gradients,importance,wine_quality,512,training,4,0,
96,5,1,1,single_condition,input_gradients,importance,wine_quality,344,testing,1,1,True
96,6,1,2,single_condition,input_gradients,importance,wine_quality,18,testing,2,0,False
96,7,1,3,single_condition,input_gradients,importance,wine_quality,568,testing,3,0,True
96,8,1,4,single_condition,input_gradients,importance,wine_quality,1437,testing,4,0,False
96,9,1,5,single_condition,input_gradients,importance,wine_quality,1136,testing,5,1,True
96,10,1,6,single_condition,input_gradients,importance,wine_quality,491,testing,6,1,False
97,1,1,1,single_condition,lime,none,wine_quality,279,training,1,0,
97,2,1,2,single_condition,lime,none,wine_quality,1223,training,2,1,
97,3,1,3,single_condition,lime,none,wine_quality,898,training,3,1,
97,4,1,4,single_condition,lime,none,wine_quality,794,training,4,0,
97,5,1,1,single_condition,lime,none,wine_quality,505,testing,1,1,False
97,6,1,2,single_condition,lime,none,wine_quality,660,testing,2,0,True
97,7,1,3,single_condition,lime,none,wine_quality,928,testing,3,1,False
97,8,1,4,single_condition,lime,none,wine_quality,122,testing,4,0,True
97,9,1,5,single_condition,lime,none,wine_quality,672,testing,5,0,True
97,10,1,6,single_condition,lime,none,wine_quality,940,testing,6,1,False
98,1,1,1,single_condition,lime,attribution,wine_quality,1359,training,1,0,
98,2,1,2,single_condition,lime,attribution,wine_quality,128,training,2,1,
98,3,1,3,single_condition,lime,attribution,wine_quality,463,training,3,0,
98,4,1,4,single_condition,lime,attribution,wine_quality,1090,training,4,1,
98,5,1,1,single_condition,lime,attribution,wine_quality,1128,testing,1,0,False
98,6,1,2,single_condition,lime,attribution,wine_quality,1016,testing,2,1,True
98,7,1,3,single_condition,lime,attribution,wine_quality,505,testing,3,1,True
98,8,1,4,single_condition,lime,attribution,wine_quality,1018,testing,4,0,True
98,9,1,5,single_condition,lime,attribution,wine_quality,950,testing,5,1,False
98,10,1,6,single_condition,lime,attribution,wine_quality,1274,testing,6,0,False
99,1,1,1,single_condition,lime,importance,wine_quality,817,training,1,1,
99,2,1,2,single_condition,lime,importance,wine_quality,436,training,2,0,
99,3,1,3,single_condition,lime,importance,wine_quality,1551,training,3,0,
99,4,1,4,single_condition,lime,importance,wine_quality,444,training,4,1,
99,5,1,1,single_condition,lime,importance,wine_quality,267,testing,1,1,True
99,6,1,2,single_condition,lime,importance,wine_quality,940,testing,2,1,False
99,7,1,3,single_condition,lime,importance,wine_quality,521,testing,3,0,True
99,8,1,4,single_condition,lime,importance,wine_quality,376,testing,4,0,False
99,9,1,5,single_condition,lime,importance,wine_quality,1344,testing,5,0,True
99,10,1,6,single_condition,lime,importance,wine_quality,1016,testing,6,1,False
100,1,1,1,single_condition,shap,none,wine_quality,1117,training,1,0,
100,2,1,2,single_condition,shap,none,wine_quality,802,training,2,1,
100,3,1,3,single_condition,shap,none,wine_quality,823,training,3,0,
100,4,1,4,single_condition,shap,none,wine_quality,924,training,4,1,
100,5,1,1,single_condition,shap,none,wine_quality,69,testing,1,1,True
100,6,1,2,single_condition,shap,none,wine_quality,513,testing,2,1,False
100,7,1,3,single_condition,shap,none,wine_quality,191,testing,3,0,False
100,8,1,4,single_condition,shap,none,wine_quality,947,testing,4,1,True
100,9,1,5,single_condition,shap,none,wine_quality,713,testing,5,0,True
100,10,1,6,single_condition,shap,none,wine_quality,707,testing,6,0,False
101,1,1,1,single_condition,shap,attribution,wine_quality,326,training,1,1,
101,2,1,2,single_condition,shap,attribution,wine_quality,110,training,2,0,
101,3,1,3,single_condition,shap,attribution,wine_quality,606,training,3,1,
101,4,1,4,single_condition,shap,attribution,wine_quality,1439,training,4,0,
101,5,1,1,single_condition,shap,attribution,wine_quality,15,testing,1,0,True
101,6,1,2,single_condition,shap,attribution,wine_quality,1502,testing,2,0,True
101,7,1,3,single_condition,shap,attribution,wine_quality,765,testing,3,0,False
101,8,1,4,single_condition,shap,attribution,wine_quality,1107,testing,4,1,True
101,9,1,5,single_condition,shap,attribution,wine_quality,267,testing,5,1,False
101,10,1,6,single_condition,shap,attribution,wine_quality,344,testing,6,1,False
102,1,1,1,single_condition,shap,importance,wine_quality,204,training,1,0,
102,2,1,2,single_condition,shap,importance,wine_quality,821,training,2,1,
102,3,1,3,single_condition,shap,importance,wine_quality,1345,training,3,0,
102,4,1,4,single_condition,shap,importance,wine_quality,589,training,4,1,
102,5,1,1,single_condition,shap,importance,wine_quality,513,testing,1,1,False
102,6,1,2,single_condition,shap,importance,wine_quality,1136,testing,2,1,True
102,7,1,3,single_condition,shap,importance,wine_quality,632,testing,3,0,True
102,8,1,4,single_condition,shap,importance,wine_quality,46,testing,4,0,False
102,9,1,5,single_condition,shap,importance,wine_quality,267,testing,5,1,True
102,10,1,6,single_condition,shap,importance,wine_quality,1188,testing,6,0,False
103,1,1,1,single_condition,integrated_gradients,none,wine_quality,1401,training,1,0,
