counterfactual_accuracy,participantId,trialId,block,trialWithinBlock,withinCondition,xai_type,dataId,instanceId,phase,phaseTrialId,shown_xai_type,tested_w_xai,step,condition_name,explanation_type,selected_strategy,ai_prediction,agent_prediction,cognitive_correct_vs_ai,prob_correct,pred_time
1,15,16,1,6,single_condition,hybrid,wine_quality,15,testing,6,logistic_regression,True,15,hybrid,lr,lr_heuristic,1,1,True,0.7308395805806269,4.72732062821919
1,15,17,1,7,single_condition,hybrid,wine_quality,11,testing,7,decision_tree,True,16,hybrid,dt,lr_heuristic,1,1,True,0.7469771378397272,3.475335225369867
1,15,18,1,8,single_condition,hybrid,wine_quality,23,testing,8,logistic_regression,False,17,hybrid,none,lr_calculation,0,0,True,0.5221891054497896,5.9051241089316475
1,15,19,1,9,single_condition,hybrid,wine_quality,25,testing,9,decision_tree,False,18,hybrid,none,lr_calculation,0,0,True,0.5522695261258133,5.934738986343357
1,15,20,1,10,single_condition,hybrid,wine_quality,16,testing,10,logistic_regression,True,19,hybrid,lr,lr_heuristic,0,0,True,0.5974088355601699,3.200869312760914
1,15,21,1,11,single_condition,hybrid,wine_quality,18,testing,11,decision_tree,True,20,hybrid,dt,lr_heuristic,1,1,True,0.8187767365201735,3.35301733660048
1,15,22,1,12,single_condition,hybrid,wine_quality,21,testing,12,decision_tree,False,21,hybrid,none,lr_calculation,0,0,True,0.5085269865019568,5.9398603869335425
1,15,23,1,13,single_condition,hybrid,wine_quality,19,testing,13,logistic_regression,True,22,hybrid,lr,lr_calculation,0,0,True,0.7242617874296169,6.837627167878732
1,15,24,1,14,single_condition,hybrid,wine_quality,17,testing,14,decision_tree,True,23,hybrid,dt,lr_heuristic,0,0,True,0.7431463143092141,3.4160868306311762
1,15,25,1,15,single_condition,hybrid,wine_quality,22,testing,15,decision_tree,False,24,hybrid,none,lr_heuristic,1,1,True,0.8387969297132327,3.4565961393687665
1,15,26,1,16,single_condition,hybrid,wine_quality,20,testing,16,decision_tree,False,25,hybrid,none,lr_calculation,1,1,True,0.5800266858265242,5.92761865647931
1,15,27,1,17,single_condition,hybrid,wine_quality,28,testing,17,logistic_regression,False,26,hybrid,none,lr_calculation,1,1,True,0.6489841746708832,5.896324323013801
1,15,28,1,18,single_condition,hybrid,wine_quality,14,testing,18,decision_tree,True,27,hybrid,dt,lr_heuristic,0,0,True,0.5996922853983352,3.5472858882573295
1,15,29,1,19,single_condition,hybrid,wine_quality,24,testing,19,decision_tree,False,28,hybrid,none,lr_heuristic,1,1,True,0.7159054371021014,3.630499958939963
0,15,30,1,20,single_condition,hybrid,wine_quality,13,testing,20,logistic_regression,False,29,hybrid,none,lr_calculation,0,1,False,0.4726614079774961,5.908179195972129
0,16,1,1,1,single_condition,decision_tree,wine_quality,3,training,1,decision_tree,,0,decision_tree,dt,dt_traversal,1,0,False,0.1875,15.931322408342053
1,16,2,1,2,single_condition,decision_tree,wine_quality,8,training,2,decision_tree,,1,decision_tree,dt,dt_traversal,1,1,True,0.75,15.931322408342053
1,16,3,1,3,single_condition,decision_tree,wine_quality,4,training,3,decision_tree,,2,decision_tree,dt,dt_traversal,0,0,True,0.8125,12.552183725893588
1,16,4,1,4,single_condition,decision_tree,wine_quality,1,training,4,decision_tree,,3,decision_tree,dt,dt_traversal,0,0,True,0.75,15.931322408342053
1,16,5,1,5,single_condition,decision_tree,wine_quality,9,training,5,decision_tree,,4,decision_tree,dt,dt_traversal,1,1,True,0.75,15.931322408342053
1,16,6,1,6,single_condition,decision_tree,wine_quality,6,training,6,decision_tree,,5,decision_tree,dt,dt_traversal,0,0,True,0.9375,15.931322408342053
1,16,7,1,7,single_condition,decision_tree,wine_quality,5,training,7,decision_tree,,6,decision_tree,dt,dt_traversal,1,1,True,1.0,23.086559089669713
0,16,8,1,8,single_condition,decision_tree,wine_quality,0,training,8,decision_tree,,7,decision_tree,dt,dt_traversal,1,0,False,0.0625,23.086559089669713
1,16,9,1,9,single_condition,decision_tree,wine_quality,7,training,9,decision_tree,,8,decision_tree,dt,dt_traversal,1,1,True,0.8125,15.931322408342053
1,16,10,1,10,single_condition,decision_tree,wine_quality,2,training,10,decision_tree,,9,decision_tree,dt,dt_traversal,0,0,True,0.75,12.552183725893588
1,16,11,1,1,single_condition,decision_tree,wine_quality,27,testing,1,decision_tree,True,10,decision_tree,dt,dt_traversal,1,1,True,1.0,23.086559089669713
0,16,12,1,2,single_condition,decision_tree,wine_quality,24,testing,2,decision_tree,False,11,decision_tree,none,dt_traversal,1,0,False,0.46875,3.134784448605047
0,16,13,1,3,single_condition,decision_tree,wine_quality,11,testing,3,decision_tree,False,12,decision_tree,none,dt_traversal,1,0,False,0.28125,6.474822184589632
1,16,14,1,4,single_condition,decision_tree,wine_quality,19,testing,4,decision_tree,True,13,decision_tree,dt,dt_traversal,0,0,True,0.9375,15.931322408342053
1,16,15,1,5,single_condition,decision_tree,wine_quality,20,testing,5,decision_tree,False,14,decision_tree,none,dt_traversal,1,1,True,0.53125,10.737586121512617
1,16,16,1,6,single_condition,decision_tree,wine_quality,29,testing,6,decision_tree,True,15,decision_tree,dt,dt_traversal,0,0,True,1.0,23.086559089669713
0,16,17,1,7,single_condition,decision_tree,wine_quality,22,testing,7,decision_tree,True,16,decision_tree,dt,dt_traversal,1,0,False,0.25,12.552183725893588
1,16,18,1,8,single_condition,decision_tree,wine_quality,25,testing,8,decision_tree,False,17,decision_tree,none,dt_traversal,0,0,True,0.59375,6.839742861511278
1,16,19,1,9,single_condition,decision_tree,wine_quality,21,testing,9,decision_tree,True,18,decision_tree,dt,dt_traversal,0,0,True,0.9375,19.504819105182325
1,16,20,1,10,single_condition,decision_tree,wine_quality,13,testing,10,decision_tree,False,19,decision_tree,none,dt_traversal,0,0,True,0.59375,5.86106315577592
1,16,21,1,11,single_condition,decision_tree,wine_quality,10,testing,11,decision_tree,True,20,decision_tree,dt,dt_traversal,1,1,True,0.9375,23.086559089669713
0,16,22,1,12,single_condition,decision_tree,wine_quality,28,testing,12,decision_tree,True,21,decision_tree,dt,dt_traversal,1,0,False,0.375,17.063868854692398
1,16,23,1,13,single_condition,decision_tree,wine_quality,17,testing,13,decision_tree,False,22,decision_tree,none,dt_traversal,0,0,True,0.625,8.216853345815142
1,16,24,1,14,single_condition,decision_tree,wine_quality,18,testing,14,decision_tree,True,23,decision_tree,dt,dt_traversal,1,1,True,1.0,19.504819105182325
0,16,25,1,15,single_condition,decision_tree,wine_quality,15,testing,15,decision_tree,False,24,decision_tree,none,dt_traversal,1,0,False,0.5,5.502313155775921
0,16,26,1,16,single_condition,decision_tree,wine_quality,26,testing,16,decision_tree,False,25,decision_tree,none,dt_traversal,1,0,False,0.4375,5.056468799981401
1,16,27,1,17,single_condition,decision_tree,wine_quality,23,testing,17,decision_tree,True,26,decision_tree,dt,dt_traversal,0,0,True,0.75,15.931322408342053
0,16,28,1,18,single_condition,decision_tree,wine_quality,12,testing,18,decision_tree,False,27,decision_tree,none,dt_traversal,1,0,False,0.4375,6.554080380078444
0,16,29,1,19,single_condition,decision_tree,wine_quality,16,testing,19,decision_tree,False,28,decision_tree,none,dt_traversal,0,1,False,0.46875,3.613194738451523
1,16,30,1,20,single_condition,decision_tree,wine_quality,14,testing,20,decision_tree,True,29,decision_tree,dt,dt_traversal,0,0,True,0.9375,15.931322408342053
1,17,1,1,1,single_condition,logistic_regression,wine_quality,7,training,1,logistic_regression,,0,linear_regression,lr,lr_heuristic,1,1,True,0.7670270938820788,4.659082783418487
1,17,2,1,2,single_condition,logistic_regression,wine_quality,9,training,2,logistic_regression,,1,linear_regression,lr,lr_heuristic,1,1,True,0.8402358754268952,4.661758472073925
1,17,3,1,3,single_condition,logistic_regression,wine_quality,5,training,3,logistic_regression,,2,linear_regression,lr,lr_heuristic,1,1,True,0.9180875440969294,3.1764017946151113
1,17,4,1,4,single_condition,logistic_regression,wine_quality,0,training,4,logistic_regression,,3,linear_regression,lr,lr_heuristic,1,1,True,0.8638793285169987,3.115236145535663
0,17,5,1,5,single_condition,logistic_regression,wine_quality,6,training,5,logistic_regression,,4,linear_regression,lr,lr_heuristic,0,1,False,0.026896573842439597,4.493554568343274
0,17,6,1,6,single_condition,logistic_regression,wine_quality,2,training,6,logistic_regression,,5,linear_regression,lr,lr_heuristic,0,1,False,0.42148469988253445,4.72811669623063
1,17,7,1,7,single_condition,logistic_regression,wine_quality,1,training,7,logistic_regression,,6,linear_regression,lr,lr_heuristic,0,0,True,0.8643006246446996,3.212938995581899
0,17,8,1,8,single_condition,logistic_regression,wine_quality,3,training,8,logistic_regression,,7,linear_regression,lr,lr_heuristic,1,0,False,0.44313644338513314,3.3022854838952442
1,17,9,1,9,single_condition,logistic_regression,wine_quality,8,training,9,logistic_regression,,8,linear_regression,lr,lr_heuristic,1,1,True,0.6373318979034913,3.4580497463167443
1,17,10,1,10,single_condition,logistic_regression,wine_quality,4,training,10,logistic_regression,,9,linear_regression,lr,lr_heuristic,0,0,True,0.5858454324013388,3.1591775404370703
1,17,11,1,1,single_condition,logistic_regression,wine_quality,18,testing,1,logistic_regression,True,10,linear_regression,lr,lr_heuristic,1,1,True,0.7328181521276316,3.2248731539448636
1,17,12,1,2,single_condition,logistic_regression,wine_quality,15,testing,2,logistic_regression,False,11,linear_regression,none,lr_heuristic,1,1,True,0.5337927769695393,3.4897970284810826
1,17,13,1,3,single_condition,logistic_regression,wine_quality,23,testing,3,logistic_regression,False,12,linear_regression,none,lr_calculation,0,0,True,0.5539209356909058,5.825316793902228
1,17,14,1,4,single_condition,logistic_regression,wine_quality,26,testing,4,logistic_regression,True,13,linear_regression,lr,lr_calculation,1,1,True,0.6489841746708832,4.896324323013801
1,17,15,1,5,single_condition,logistic_regression,wine_quality,24,testing,5,logistic_regression,False,14,linear_regression,none,lr_calculation,1,1,True,0.6373458210695067,5.789436516035207
1,17,16,1,6,single_condition,logistic_regression,wine_quality,19,testing,6,logistic_regression,True,15,linear_regression,lr,lr_calculation,0,0,True,0.5,4.9399999999999995
1,17,17,1,7,single_condition,logistic_regression,wine_quality,13,testing,7,logistic_regression,False,16,linear_regression,none,lr_calculation,0,0,True,0.5,5.935379872565292
1,17,18,1,8,single_condition,logistic_regression,wine_quality,14,testing,8,logistic_regression,True,17,linear_regression,lr,lr_calculation,0,0,True,0.5085269865019568,4.9398603869335425
1,17,19,1,9,single_condition,logistic_regression,wine_quality,25,testing,9,logistic_regression,False,18,linear_regression,none,lr_calculation,0,0,True,0.5604546264565133,5.930883552814188
1,17,20,1,10,single_condition,logistic_regression,wine_quality,21,testing,10,logistic_regression,True,19,linear_regression,lr,lr_calculation,0,0,True,0.7457354510087214,6.815466459273007
0,17,21,1,11,single_condition,logistic_regression,wine_quality,17,testing,11,logistic_regression,False,20,linear_regression,none,lr_calculation,0,1,False,0.4807347760619761,5.908342490046177
1,17,22,1,12,single_condition,logistic_regression,wine_quality,12,testing,12,logistic_regression,True,21,linear_regression,lr,lr_calculation,1,1,True,0.6489841746708832,4.896324323013801
1,17,23,1,13,single_condition,logistic_regression,wine_quality,16,testing,13,logistic_regression,True,22,linear_regression,lr,lr_calculation,0,0,True,0.5433905470132603,4.9363778516847585
1,17,24,1,14,single_condition,logistic_regression,wine_quality,20,testing,14,logistic_regression,True,23,linear_regression,lr,lr_calculation,1,1,True,0.5800266858265242,4.92761865647931
1,17,25,1,15,single_condition,logistic_regression,wine_quality,11,testing,15,logistic_regression,False,24,linear_regression,none,lr_calculation,1,1,True,0.5916160602573592,5.919185349742978
1,17,26,1,16,single_condition,logistic_regression,wine_quality,28,testing,16,logistic_regression,True,25,linear_regression,lr,lr_calculation,1,1,True,0.6489841746708832,4.896324323013801
1,17,27,1,17,single_condition,logistic_regression,wine_quality,22,testing,17,logistic_regression,False,26,linear_regression,none,lr_calculation,1,1,True,0.6871587194091004,5.786621530735842
1,17,28,1,18,single_condition,logistic_regression,wine_quality,10,testing,18,logistic_regression,False,27,linear_regression,none,lr_calculation,1,1,True,0.71115023915505,5.7592607638538915
1,17,29,1,19,single_condition,logistic_regression,wine_quality,27,testing,19,logistic_regression,True,28,linear_regression,lr,lr_calculation,1,1,True,0.6489841746708832,4.896324323013801
0,17,30,1,20,single_condition,logistic_regression,wine_quality,29,testing,20,logistic_regression,False,29,linear_regression,none,lr_calculation,0,1,False,0.41997331417347583,5.92761865647931
1,18,1,1,1,single_condition,hybrid,wine_quality,4,training,1,logistic_regression,,0,hybrid,lr,dt_traversal,0,0,True,0.5,10.677461661492682
1,18,2,1,2,single_condition,hybrid,wine_quality,5,training,2,decision_tree,,1,hybrid,dt,dt_traversal,1,1,True,0.875,15.931322408342053
0,18,3,1,3,single_condition,hybrid,wine_quality,3,training,3,decision_tree,,2,hybrid,dt,dt_traversal,1,0,False,0.125,12.552183725893588
1,18,4,1,4,single_condition,hybrid,wine_quality,8,training,4,logistic_regression,,3,hybrid,lr,dt_traversal,1,1,True,0.75,12.375416501591065
1,18,5,1,5,single_condition,hybrid,wine_quality,9,training,5,logistic_regression,,4,hybrid,lr,dt_traversal,1,1,True,0.625,15.033657107299296
1,18,6,1,6,single_condition,hybrid,wine_quality,6,training,6,decision_tree,,5,hybrid,dt,dt_traversal,0,0,True,0.8125,12.552183725893588
1,18,7,1,7,single_condition,hybrid,wine_quality,2,training,7,logistic_regression,,6,hybrid,lr,dt_traversal,0,0,True,0.5625,8.609109087249315
1,18,8,1,8,single_condition,hybrid,wine_quality,1,training,8,decision_tree,,7,hybrid,dt,dt_traversal,0,0,True,0.6875,15.931322408342053
0,18,9,1,9,single_condition,hybrid,wine_quality,0,training,9,logistic_regression,,8,hybrid,lr,dt_traversal,1,0,False,0.40625,10.900143535854363
1,18,10,1,10,single_condition,hybrid,wine_quality,7,training,10,decision_tree,,9,hybrid,dt,dt_traversal,1,1,True,0.75,15.931322408342053
1,18,11,1,1,single_condition,hybrid,wine_quality,24,testing,1,logistic_regression,False,10,hybrid,none,dt_traversal,1,1,True,0.65625,10.900143535854365
1,18,12,1,2,single_condition,hybrid,wine_quality,18,testing,2,logistic_regression,False,11,hybrid,none,lr_calculation,1,1,True,0.6489841746708832,5.896324323013801
0,18,13,1,3,single_condition,hybrid,wine_quality,21,testing,3,logistic_regression,False,12,hybrid,none,lr_calculation,0,1,False,0.464061804026938,5.878755047085764
1,18,14,1,4,single_condition,hybrid,wine_quality,23,testing,4,decision_tree,True,13,hybrid,dt,lr_heuristic,0,0,True,0.5201161310140094,3.3989413492103475
0,18,15,1,5,single_condition,hybrid,wine_quality,29,testing,5,logistic_regression,False,14,hybrid,none,lr_calculation,0,1,False,0.41997331417347583,5.92761865647931
1,18,16,1,6,single_condition,hybrid,wine_quality,16,testing,6,logistic_regression,True,15,hybrid,lr,lr_calculation,0,0,True,0.5696586558235326,8.930634812755299
1,18,17,1,7,single_condition,hybrid,wine_quality,22,testing,7,decision_tree,True,16,hybrid,dt,lr_heuristic,1,1,True,0.6861115301223495,3.608632936708606
1,18,18,1,8,single_condition,hybrid,wine_quality,12,testing,8,logistic_regression,True,17,hybrid,lr,lr_heuristic,1,1,True,0.7399810937601725,3.4868802948932207
1,18,19,1,9,single_condition,hybrid,wine_quality,15,testing,9,logistic_regression,True,18,hybrid,lr,dt_traversal,1,1,True,0.625,4.985057414341745
1,18,20,1,10,single_condition,hybrid,wine_quality,26,testing,10,logistic_regression,True,19,hybrid,lr,dt_traversal,1,1,True,0.59375,7.762097604380966
1,18,21,1,11,single_condition,hybrid,wine_quality,27,testing,11,decision_tree,False,20,hybrid,none,lr_calculation,1,1,True,0.6141796171189593,5.873228853916416
1,18,22,1,12,single_condition,hybrid,wine_quality,13,testing,12,decision_tree,False,21,hybrid,none,lr_calculation,0,0,True,0.5,5.9399999999999995
0,18,23,1,13,single_condition,hybrid,wine_quality,19,testing,13,decision_tree,False,22,hybrid,none,lr_calculation,0,1,False,0.46926016069894083,5.8868878071896455
1,18,24,1,14,single_condition,hybrid,wine_quality,11,testing,14,decision_tree,True,23,hybrid,dt,lr_heuristic,1,1,True,0.5735919514073471,3.5544625789001207
1,18,25,1,15,single_condition,hybrid,wine_quality,20,testing,15,decision_tree,True,24,hybrid,dt,lr_heuristic,1,1,True,0.7855598291060786,3.483359442725758
1,18,26,1,16,single_condition,hybrid,wine_quality,25,testing,16,logistic_regression,True,25,hybrid,lr,lr_calculation,0,0,True,0.7576786750747371,6.801961406911607
1,18,27,1,17,single_condition,hybrid,wine_quality,28,testing,17,decision_tree,False,26,hybrid,none,lr_calculation,1,1,True,0.6489841746708832,5.896324323013801
1,18,28,1,18,single_condition,hybrid,wine_quality,17,testing,18,decision_tree,False,27,hybrid,none,lr_heuristic,0,0,True,0.5548348594548812,3.531560663776749
1,18,29,1,19,single_condition,hybrid,wine_quality,14,testing,19,decision_tree,True,28,hybrid,dt,lr_heuristic,0,0,True,0.5738077342476922,3.539431432843893
1,18,30,1,20,single_condition,hybrid,wine_quality,10,testing,20,logistic_regression,False,29,hybrid,none,lr_calculation,1,1,True,0.6681324953829701,5.862566134561652
0,19,1,1,1,single_condition,decision_tree,wine_quality,0,training,1,decision_tree,,0,decision_tree,dt,dt_traversal,1,0,False,0.1875,15.931322408342053
0,19,2,1,2,single_condition,decision_tree,wine_quality,3,training,2,decision_tree,,1,decision_tree,dt,dt_traversal,1,0,False,0.1875,15.931322408342053
1,19,3,1,3,single_condition,decision_tree,wine_quality,2,training,3,decision_tree,,2,decision_tree,dt,dt_traversal,0,0,True,0.8125,12.552183725893588
1,19,4,1,4,single_condition,decision_tree,wine_quality,5,training,4,decision_tree,,3,decision_tree,dt,dt_traversal,1,1,True,0.9375,15.931322408342053
1,19,5,1,5,single_condition,decision_tree,wine_quality,8,training,5,decision_tree,,4,decision_tree,dt,dt_traversal,1,1,True,0.9375,15.931322408342053
1,19,6,1,6,single_condition,decision_tree,wine_quality,4,training,6,decision_tree,,5,decision_tree,dt,dt_traversal,0,0,True,0.875,23.086559089669713
1,19,7,1,7,single_condition,decision_tree,wine_quality,6,training,7,decision_tree,,6,decision_tree,dt,dt_traversal,0,0,True,0.9375,23.086559089669713
1,19,8,1,8,single_condition,decision_tree,wine_quality,9,training,8,decision_tree,,7,decision_tree,dt,dt_traversal,1,1,True,0.8125,23.086559089669713
1,19,9,1,9,single_condition,decision_tree,wine_quality,7,training,9,decision_tree,,8,decision_tree,dt,dt_traversal,1,1,True,1.0,23.086559089669713
1,19,10,1,10,single_condition,decision_tree,wine_quality,1,training,10,decision_tree,,9,decision_tree,dt,dt_traversal,0,0,True,0.9375,23.086559089669713
1,19,11,1,1,single_condition,decision_tree,wine_quality,19,testing,1,decision_tree,True,10,decision_tree,dt,dt_traversal,0,0,True,1.0,23.086559089669713
0,19,12,1,2,single_condition,decision_tree,wine_quality,26,testing,2,decision_tree,False,11,decision_tree,none,dt_traversal,1,0,False,0.46875,3.134784448605047
1,19,13,1,3,single_condition,decision_tree,wine_quality,14,testing,3,decision_tree,True,12,decision_tree,dt,dt_traversal,0,0,True,0.9375,15.931322408342053
0,19,14,1,4,single_condition,decision_tree,wine_quality,24,testing,4,decision_tree,False,13,decision_tree,none,dt_traversal,1,0,False,0.46875,5.016307414341746
1,19,15,1,5,single_condition,decision_tree,wine_quality,13,testing,5,decision_tree,True,14,decision_tree,dt,dt_traversal,0,0,True,0.9375,23.701149146565356
0,19,16,1,6,single_condition,decision_tree,wine_quality,22,testing,6,decision_tree,True,15,decision_tree,dt,dt_traversal,1,0,False,0.0,19.504819105182325
1,19,17,1,7,single_condition,decision_tree,wine_quality,25,testing,7,decision_tree,True,16,decision_tree,dt,dt_traversal,0,0,True,0.875,15.931322408342053
0,19,18,1,8,single_condition,decision_tree,wine_quality,28,testing,8,decision_tree,True,17,decision_tree,dt,dt_traversal,1,0,False,0.4375,12.871120570117665
0,19,19,1,9,single_condition,decision_tree,wine_quality,11,testing,9,decision_tree,False,18,decision_tree,none,dt_traversal,1,0,False,0.4375,6.55182463864427
1,19,20,1,10,single_condition,decision_tree,wine_quality,17,testing,10,decision_tree,False,19,decision_tree,none,dt_traversal,0,0,True,0.5,6.568572184589632
1,19,21,1,11,single_condition,decision_tree,wine_quality,16,testing,11,decision_tree,False,20,decision_tree,none,dt_traversal,0,0,True,0.625,7.793347604380967
0,19,22,1,12,single_condition,decision_tree,wine_quality,10,testing,12,decision_tree,False,21,decision_tree,none,dt_traversal,1,0,False,0.5,8.97011482868349
1,19,23,1,13,single_condition,decision_tree,wine_quality,15,testing,13,decision_tree,True,22,decision_tree,dt,dt_traversal,1,1,True,0.9375,15.931322408342053
1,19,24,1,14,single_condition,decision_tree,wine_quality,20,testing,14,decision_tree,True,23,decision_tree,dt,dt_traversal,1,1,True,0.875,13.016091862946787
1,19,25,1,15,single_condition,decision_tree,wine_quality,18,testing,15,decision_tree,False,24,decision_tree,none,dt_traversal,1,1,True,0.625,5.056468799981401
0,19,26,1,16,single_condition,decision_tree,wine_quality,12,testing,16,decision_tree,False,25,decision_tree,none,dt_traversal,1,0,False,0.4375,3.878036092294815
1,19,27,1,17,single_condition,decision_tree,wine_quality,29,testing,17,decision_tree,False,26,decision_tree,none,dt_traversal,0,0,True,0.53125,5.118968799981401
1,19,28,1,18,single_condition,decision_tree,wine_quality,23,testing,18,decision_tree,True,27,decision_tree,dt,dt_traversal,0,0,True,0.9375,19.504819105182325
1,19,29,1,19,single_condition,decision_tree,wine_quality,27,testing,19,decision_tree,True,28,decision_tree,dt,dt_traversal,1,1,True,0.875,23.086559089669713
1,19,30,1,20,single_condition,decision_tree,wine_quality,21,testing,20,decision_tree,False,29,decision_tree,none,dt_traversal,0,0,True,0.53125,3.575615415373169
1,20,1,1,1,single_condition,logistic_regression,wine_quality,5,training,1,logistic_regression,,0,linear_regression,lr,lr_heuristic,1,1,True,0.797940694302834,4.597054474954108
1,20,2,1,2,single_condition,logistic_regression,wine_quality,0,training,2,logistic_regression,,1,linear_regression,lr,lr_heuristic,1,1,True,0.7761205471420376,4.616260324037324
1,20,3,1,3,single_condition,logistic_regression,wine_quality,9,training,3,logistic_regression,,2,linear_regression,lr,lr_heuristic,1,1,True,0.9045804723371886,3.178386765066766
0,20,4,1,4,single_condition,logistic_regression,wine_quality,1,training,4,logistic_regression,,3,linear_regression,lr,lr_heuristic,0,1,False,0.23589336594674415,3.105634895991079
1,20,5,1,5,single_condition,logistic_regression,wine_quality,3,training,5,logistic_regression,,4,linear_regression,lr,lr_heuristic,1,1,True,0.8765876795024873,4.551858566303167
0,20,6,1,6,single_condition,logistic_regression,wine_quality,6,training,6,logistic_regression,,5,linear_regression,lr,lr_heuristic,0,1,False,0.2242158485197654,3.2194297058513213
1,20,7,1,7,single_condition,logistic_regression,wine_quality,7,training,7,logistic_regression,,6,linear_regression,lr,lr_heuristic,1,1,True,0.6419603630761079,4.7709454320816
0,20,8,1,8,single_condition,logistic_regression,wine_quality,4,training,8,logistic_regression,,7,linear_regression,lr,lr_heuristic,0,1,False,0.4193741476389157,3.201399724677876
1,20,9,1,9,single_condition,logistic_regression,wine_quality,2,training,9,logistic_regression,,8,linear_regression,lr,lr_heuristic,0,0,True,0.8073881164522978,3.090358529590185
0,20,10,1,10,single_condition,logistic_regression,wine_quality,8,training,10,logistic_regression,,9,linear_regression,lr,lr_heuristic,1,0,False,0.3813110310506935,3.3886768465796817
0,20,11,1,1,single_condition,logistic_regression,wine_quality,16,testing,1,logistic_regression,True,10,linear_regression,lr,lr_heuristic,0,1,False,0.17412681282521525,4.88660100271494
1,20,12,1,2,single_condition,logistic_regression,wine_quality,23,testing,2,logistic_regression,False,11,linear_regression,none,lr_heuristic,0,0,True,0.9037002297108384,3.2515695608116286
1,20,13,1,3,single_condition,logistic_regression,wine_quality,12,testing,3,logistic_regression,False,12,linear_regression,none,lr_heuristic,1,1,True,0.7219429989773449,3.441125246927634
1,20,14,1,4,single_condition,logistic_regression,wine_quality,26,testing,4,logistic_regression,False,13,linear_regression,none,lr_heuristic,1,1,True,0.5792639220398219,3.4302658934435026
1,20,15,1,5,single_condition,logistic_regression,wine_quality,24,testing,5,logistic_regression,True,14,linear_regression,lr,lr_heuristic,1,1,True,0.9346127214093141,4.685205090111797
1,20,16,1,6,single_condition,logistic_regression,wine_quality,11,testing,6,logistic_regression,False,15,linear_regression,none,lr_heuristic,1,1,True,0.6696103053825082,3.4411632778324073
1,20,17,1,7,single_condition,logistic_regression,wine_quality,18,testing,7,logistic_regression,True,16,linear_regression,lr,lr_heuristic,1,1,True,0.9645107109018176,4.6931031209403
1,20,18,1,8,single_condition,logistic_regression,wine_quality,28,testing,8,logistic_regression,True,17,linear_regression,lr,lr_heuristic,1,1,True,0.8978522144604687,4.630082478498235
0,20,19,1,9,single_condition,logistic_regression,wine_quality,19,testing,9,logistic_regression,True,18,linear_regression,lr,lr_heuristic,0,1,False,0.24698414081329523,7.187137577920498
0,20,20,1,10,single_condition,logistic_regression,wine_quality,21,testing,10,logistic_regression,True,19,linear_regression,lr,lr_heuristic,0,1,False,0.44551711872080024,4.842316136848247
1,20,21,1,11,single_condition,logistic_regression,wine_quality,22,testing,11,logistic_regression,True,20,linear_regression,lr,lr_heuristic,1,1,True,0.7904553329391739,3.4897020674050276
0,20,22,1,12,single_condition,logistic_regression,wine_quality,14,testing,12,logistic_regression,True,21,linear_regression,lr,lr_heuristic,0,1,False,0.4082615692791618,3.483799467079209
1,20,23,1,13,single_condition,logistic_regression,wine_quality,27,testing,13,logistic_regression,False,22,linear_regression,none,lr_calculation,1,1,True,0.6681324953829701,5.862566134561652
1,20,24,1,14,single_condition,logistic_regression,wine_quality,13,testing,14,logistic_regression,False,23,linear_regression,none,lr_calculation,0,0,True,0.5309249719605663,5.883904595106996
1,20,25,1,15,single_condition,logistic_regression,wine_quality,17,testing,15,logistic_regression,True,24,linear_regression,lr,lr_heuristic,0,0,True,0.6518650199094876,3.5216022567112155
0,20,26,1,16,single_condition,logistic_regression,wine_quality,15,testing,16,logistic_regression,False,25,linear_regression,none,lr_heuristic,1,0,False,0.3916329669326901,3.5085730616779047
0,20,27,1,17,single_condition,logistic_regression,wine_quality,29,testing,17,logistic_regression,False,26,linear_regression,none,lr_calculation,0,1,False,0.4255547281094917,5.844447251105269
0,20,28,1,18,single_condition,logistic_regression,wine_quality,25,testing,18,logistic_regression,False,27,linear_regression,none,lr_calculation,0,1,False,0.453981975226184,5.796409921684221
1,20,29,1,19,single_condition,logistic_regression,wine_quality,10,testing,19,logistic_regression,True,28,linear_regression,lr,lr_heuristic,1,1,True,0.8288809001540693,4.766738453964382
1,20,30,1,20,single_condition,logistic_regression,wine_quality,20,testing,20,logistic_regression,False,29,linear_regression,none,lr_heuristic,1,1,True,0.8169636788676982,4.93579327389779
1,21,1,1,1,single_condition,hybrid,wine_quality,1,training,1,decision_tree,,0,hybrid,dt,dt_traversal,0,0,True,0.8125,15.931322408342053
1,21,2,1,2,single_condition,hybrid,wine_quality,2,training,2,decision_tree,,1,hybrid,dt,dt_traversal,0,0,True,0.8125,15.931322408342053
1,21,3,1,3,single_condition,hybrid,wine_quality,7,training,3,decision_tree,,2,hybrid,dt,dt_traversal,1,1,True,0.625,12.552183725893588
0,21,4,1,4,single_condition,hybrid,wine_quality,0,training,4,logistic_regression,,3,hybrid,lr,dt_traversal,1,0,False,0.46875,9.432265029431715
1,21,5,1,5,single_condition,hybrid,wine_quality,8,training,5,decision_tree,,4,hybrid,dt,dt_traversal,1,1,True,0.6875,15.931322408342053
1,21,6,1,6,single_condition,hybrid,wine_quality,9,training,6,logistic_regression,,5,hybrid,lr,dt_traversal,1,1,True,0.5625,11.622155018722715
0,21,7,1,7,single_condition,hybrid,wine_quality,3,training,7,logistic_regression,,6,hybrid,lr,dt_traversal,1,0,False,0.46875,8.484109087249315
