forward_accuracy,participantId,trialId,block,trialWithinBlock,withinCondition,xai_method,xai_type,dataId,instanceId,phase,phaseTrialId,ai_prediction,tested_w_xai,step,cognitive_model_strategy,feature_values,explanation,response,agent_prediction,pred_time,cognitive_correct_vs_ai,feedback_time
1,59,10,1,6,single_condition,input_gradients,attribution,wine_quality,1136,testing,6,1,True,infer_with_explanation,AttributionSum,"[0.6666666865348816, 0.6304348111152649, 0.01978239417076111, 0.4385964870452881, 0.3137255012989044]","[1.0, 0.6644652082322179, -0.005104218812601592, -0.2887892698595014, -0.1478496710517957]","{0: 0.15916350611051178, 1: 0.8408364938894882}",1,5.0,True,
1,60,1,1,1,single_condition,input_gradients,importance,wine_quality,1106,training,1,0,,infer_no_explanation,ImportanceCategorization,"[0.939393937587738, 0.15217390656471252, 0.059347182512283325, -0.07017543911933899, 0.29411765933036804]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,60,1,1,1,single_condition,input_gradients,importance,wine_quality,1106,training,1,0,,infer_with_explanation,ImportanceCategorization,"[0.939393937587738, 0.15217390656471252, 0.059347182512283325, -0.07017543911933899, 0.29411765933036804]","[1.0, 0.11439109271193218, 0.21729791625170472, 0.26350356434401495, 0.4974345460944039]","{0: 0.5, 1: 0.5}",0,5.0,True,5.0
1,60,2,1,2,single_condition,input_gradients,importance,wine_quality,730,training,2,0,,infer_no_explanation,ImportanceCategorization,"[0.12121212482452393, 0.43478259444236755, 0.2571711242198944, 0.4912280738353729, 0.21568627655506134]",,{0: 1.0},0,5.0,True,
1,60,2,1,2,single_condition,input_gradients,importance,wine_quality,730,training,2,0,,infer_with_explanation,ImportanceCategorization,"[0.12121212482452393, 0.43478259444236755, 0.2571711242198944, 0.4912280738353729, 0.21568627655506134]","[0.5099476705921723, 0.6952676464744253, 0.49828670220325594, 1.0, 0.12387944538096628]",{0: 1.0},0,5.0,True,5.0
0,60,3,1,3,single_condition,input_gradients,importance,wine_quality,369,training,3,1,,infer_no_explanation,ImportanceCategorization,"[0.8484848737716675, 1.43478262424469, 0.06923837959766388, 0.0, 0.27450981736183167]",,{0: 1.0},0,5.0,False,
0,60,3,1,3,single_condition,input_gradients,importance,wine_quality,369,training,3,1,,infer_with_explanation,ImportanceCategorization,"[0.8484848737716675, 1.43478262424469, 0.06923837959766388, 0.0, 0.27450981736183167]","[0.7616142625303884, 1.0, 0.05217703781923871, 0.0, 0.3991277514375829]",{0: 1.0},0,5.0,False,5.0
0,60,4,1,4,single_condition,input_gradients,importance,wine_quality,948,training,4,1,,infer_no_explanation,ImportanceCategorization,"[0.8181818127632141, 0.6304348111152649, 0.09891197085380554, -0.2631579041481018, 0.686274528503418]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,60,4,1,4,single_condition,input_gradients,importance,wine_quality,948,training,4,1,,infer_with_explanation,ImportanceCategorization,"[0.8181818127632141, 0.6304348111152649, 0.09891197085380554, -0.2631579041481018, 0.686274528503418]","[1.0, 0.5011396519571432, 0.09903573836002243, 0.03440605619731913, 0.2727632594478011]","{0: 0.43848202528999514, 1: 0.5615179747100049}",1,5.0,True,5.0
1,60,5,1,1,single_condition,input_gradients,importance,wine_quality,1437,testing,1,0,True,infer_with_explanation,ImportanceCategorization,"[0.5757575631141663, 0.15217390656471252, 0.2769535183906555, 1.1315789222717285, 0.9215686321258545]","[0.07478907710918337, 0.06839546242581436, 0.1162082978619282, 1.0, 0.37077780562771284]","{0: 0.9568877705539195, 1: 0.04311222944608041}",0,5.0,True,
1,60,6,1,2,single_condition,input_gradients,importance,wine_quality,1070,testing,2,1,True,infer_with_explanation,ImportanceCategorization,"[0.5757575631141663, 0.9130434989929199, 0.2571711242198944, 0.10526315867900848, 0.23529411852359772]","[0.2606188142707028, 1.0, 0.41596052704162706, 0.0015168346139612147, 0.06773250071813659]","{0: 0.2546257123905732, 1: 0.7453742876094268}",1,5.0,True,
1,60,7,1,3,single_condition,input_gradients,importance,wine_quality,1473,testing,3,0,False,infer_no_explanation,ImportanceCategorization,"[0.5454545617103577, 0.15217390656471252, 0.33630070090293884, 0.5789473652839661, 0.6274510025978088]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,60,8,1,4,single_condition,input_gradients,importance,wine_quality,882,testing,4,1,False,infer_no_explanation,ImportanceCategorization,"[0.8484848737716675, 0.6739130616188049, 0.1483679562807083, 0.07017543911933899, 0.3137255012989044]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,60,9,1,5,single_condition,input_gradients,importance,wine_quality,940,testing,5,1,False,infer_no_explanation,ImportanceCategorization,"[0.9696969985961914, 0.6304348111152649, 0.13847675919532776, 0.10526315867900848, 0.5882353186607361]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,60,10,1,6,single_condition,input_gradients,importance,wine_quality,852,testing,6,0,True,infer_with_explanation,ImportanceCategorization,"[0.1515151560306549, 1.3043478727340698, 1.0979228019714355, 0.2631579041481018, 0.3137255012989044]","[0.13319373384165872, 0.41993233710774874, 1.0, 0.09448191500531262, 0.02799970837913206]","{0: 0.12055414493215512, 1: 0.8794458550678449}",1,5.0,False,
1,61,1,1,1,single_condition,lime,none,wine_quality,648,training,1,0,,infer_no_explanation,SensitiveFeatures,"[0.6060606241226196, 0.43478259444236755, 0.16815035045146942, 0.3684210479259491, 0.529411792755127]",,"{0: 0.5, 1: 0.5}",0,0.1,True,5.0
1,61,2,1,2,single_condition,lime,none,wine_quality,384,training,2,0,,infer_no_explanation,SensitiveFeatures,"[0.0, 0.5869565010070801, 0.42532145977020264, 0.42105263471603394, 0.7058823704719543]",,{0: 1.0},0,0.09999999999999964,True,5.0
0,61,3,1,3,single_condition,lime,none,wine_quality,1162,training,3,1,,infer_no_explanation,SensitiveFeatures,"[0.7878788113594055, 0.52173912525177, 0.07912957668304443, 0.08771929889917374, 0.1568627506494522]",,{0: 1.0},0,0.09999999999999964,False,5.0
0,61,4,1,4,single_condition,lime,none,wine_quality,807,training,4,1,,infer_no_explanation,SensitiveFeatures,"[1.0909091234207153, 0.5, -0.009891197085380554, 0.017543859779834747, 0.529411792755127]",,"{0: 0.5140996272234616, 1: 0.48590037277653836}",0,0.09999999999999964,False,5.0
1,61,5,1,1,single_condition,lime,none,wine_quality,1590,testing,1,1,True,infer_no_explanation,SensitiveFeatures,"[0.7272727489471436, 0.760869562625885, 0.2373887300491333, 0.4912280738353729, 0.5098039507865906]",,"{0: 0.44039410004254853, 1: 0.5596058999574515}",1,0.10000000000000142,True,
1,61,6,1,2,single_condition,lime,none,wine_quality,1061,testing,2,1,False,infer_no_explanation,SensitiveFeatures,"[1.0, 0.47826087474823, 0.04945598542690277, 0.22807016968727112, 0.29411765933036804]",,"{0: 0.37306376345988357, 1: 0.6269362365401165}",1,0.10000000000000142,True,
0,61,7,1,3,single_condition,lime,none,wine_quality,1176,testing,3,0,False,infer_no_explanation,SensitiveFeatures,"[0.6060606241226196, 0.06521739065647125, 0.35608309507369995, 1.0701754093170166, 1.0196079015731812]",,"{0: 0.44201407067438553, 1: 0.5579859293256145}",1,0.10000000000000142,False,
0,61,8,1,4,single_condition,lime,none,wine_quality,559,testing,4,0,True,infer_no_explanation,SensitiveFeatures,"[1.0606060028076172, 0.45652174949645996, 0.35608309507369995, 0.35087719559669495, 0.47058823704719543]",,"{0: 0.4081364732865851, 1: 0.591863526713415}",1,0.10000000000000142,False,
0,61,9,1,5,single_condition,lime,none,wine_quality,839,testing,5,0,True,infer_no_explanation,SensitiveFeatures,"[0.24242424964904785, 0.0, 0.1483679562807083, 0.4035087823867798, 0.7843137383460999]",,"{0: 0.4569325500523979, 1: 0.543067449947602}",1,0.10000000000000142,False,
1,61,10,1,6,single_condition,lime,none,wine_quality,344,testing,6,1,False,infer_no_explanation,SensitiveFeatures,"[0.4545454680919647, 0.6739130616188049, 0.20771513879299164, 0.5263158082962036, 0.11764705926179886]",,"{0: 0.44907571915323097, 1: 0.5509242808467691}",1,0.10000000000000142,True,
0,62,1,1,1,single_condition,lime,attribution,wine_quality,264,training,1,1,,infer_no_explanation,AttributionSum,"[0.5151515007019043, 0.8695651888847351, 0.15825915336608887, 0.5087719559669495, 0.03921568766236305]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,62,1,1,1,single_condition,lime,attribution,wine_quality,264,training,1,1,,infer_with_explanation,AttributionSum,"[0.5151515007019043, 0.8695651888847351, 0.15825915336608887, 0.5087719559669495, 0.03921568766236305]","[0.12265404044500704, 1.0, 0.4115928797617627, -0.18916947137499104, 0.1306890223257607]","{0: 0.19598293897130248, 1: 0.8040170610286975}",1,5.0,True,5.0
0,62,2,1,2,single_condition,lime,attribution,wine_quality,1098,training,2,1,,infer_no_explanation,AttributionSum,"[1.0, 0.739130437374115, 0.04945598542690277, 0.07017543911933899, 0.1764705926179886]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,62,2,1,2,single_condition,lime,attribution,wine_quality,1098,training,2,1,,infer_with_explanation,AttributionSum,"[1.0, 0.739130437374115, 0.04945598542690277, 0.07017543911933899, 0.1764705926179886]","[1.0, 0.3051094843452144, 0.21285201739231924, 0.3117394385588983, -0.05473071955969559]","{0: 0.21219591867821253, 1: 0.7878040813217875}",1,5.0,True,5.0
1,62,3,1,3,single_condition,lime,attribution,wine_quality,130,training,3,0,,infer_no_explanation,AttributionSum,"[0.06060606241226196, 0.41304346919059753, 1.216617226600647, 0.8333333134651184, 0.3529411852359772]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,62,3,1,3,single_condition,lime,attribution,wine_quality,130,training,3,0,,infer_with_explanation,AttributionSum,"[0.06060606241226196, 0.41304346919059753, 1.216617226600647, 0.8333333134651184, 0.3529411852359772]","[-1.0, 0.059340512071066054, -0.5161642619606011, -0.6658545081166991, 0.10194869372641142]","{0: 0.8410223365351872, 1: 0.15897766346481285}",0,5.0,True,5.0
1,62,4,1,4,single_condition,lime,attribution,wine_quality,8,training,4,0,,infer_no_explanation,AttributionSum,"[0.09090909361839294, 0.21739129722118378, 0.06923837959766388, 0.5438596606254578, 0.5882353186607361]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,62,4,1,4,single_condition,lime,attribution,wine_quality,8,training,4,0,,infer_with_explanation,AttributionSum,"[0.09090909361839294, 0.21739129722118378, 0.06923837959766388, 0.5438596606254578, 0.5882353186607361]","[-1.0, -0.22047613857137482, 0.25922066372665487, -0.18180981483649458, 0.22665907227930993]","{0: 0.6771662521110299, 1: 0.3228337478889701}",0,5.0,True,5.0
0,62,5,1,1,single_condition,lime,attribution,wine_quality,513,testing,1,1,False,infer_no_explanation,AttributionSum,"[0.7878788113594055, 0.41304346919059753, 0.03956478834152222, 0.42105263471603394, 0.05882352963089943]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,62,6,1,2,single_condition,lime,attribution,wine_quality,1473,testing,2,0,True,infer_with_explanation,AttributionSum,"[0.5454545617103577, 0.15217390656471252, 0.33630070090293884, 0.5789473652839661, 0.6274510025978088]","[-0.6746908551220615, -1.0, 0.049543899176072326, -0.2349404332085048, -0.2387495645632846]","{0: 0.8422002322818114, 1: 0.1577997677181886}",0,5.0,True,
1,62,7,1,3,single_condition,lime,attribution,wine_quality,124,testing,3,0,True,infer_with_explanation,AttributionSum,"[0.09090909361839294, 0.021739130839705467, 0.9000989198684692, 0.4035087823867798, 0.6470588445663452]","[-1.0, -0.3349420288909053, -0.2847083629582125, 0.15348940802792957, -0.12620835539165032]","{0: 0.7916569293550124, 1: 0.20834307064498753}",0,5.0,True,
1,62,8,1,4,single_condition,lime,attribution,wine_quality,933,testing,4,0,False,infer_no_explanation,AttributionSum,"[0.1818181872367859, 0.3913043439388275, 0.26706230640411377, 0.5964912176132202, 0.8235294222831726]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,62,9,1,5,single_condition,lime,attribution,wine_quality,1016,testing,5,1,True,infer_with_explanation,AttributionSum,"[1.0303030014038086, 0.6086956262588501, 0.16815035045146942, 0.19298245012760162, 0.4117647111415863]","[1.0, 0.31430914926106557, 0.11993979581124178, 0.36863059972280915, 0.14213325968031837]","{0: 0.20284118374868165, 1: 0.7971588162513183}",1,5.0,True,
0,62,10,1,6,single_condition,lime,attribution,wine_quality,267,testing,6,1,False,infer_no_explanation,AttributionSum,"[1.0909091234207153, 0.8478260636329651, 0.2571711242198944, 0.14035087823867798, 0.5686274766921997]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,63,1,1,1,single_condition,lime,importance,wine_quality,405,training,1,0,,infer_no_explanation,ImportanceCategorization,"[0.27272728085517883, 0.6304348111152649, 0.13847675919532776, 0.07017543911933899, 0.5882353186607361]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,63,1,1,1,single_condition,lime,importance,wine_quality,405,training,1,0,,infer_with_explanation,ImportanceCategorization,"[0.27272728085517883, 0.6304348111152649, 0.13847675919532776, 0.07017543911933899, 0.5882353186607361]","[1.0, 0.48145987814253255, 0.25464863933984605, 0.6270149701674653, 0.004354824810224692]","{0: 0.5, 1: 0.5}",0,5.0,True,5.0
0,63,2,1,2,single_condition,lime,importance,wine_quality,477,training,2,1,,infer_no_explanation,ImportanceCategorization,"[0.5454545617103577, 1.2826087474822998, 0.08902077376842499, -0.05263157933950424, 0.23529411852359772]",,{0: 1.0},0,5.0,False,
0,63,2,1,2,single_condition,lime,importance,wine_quality,477,training,2,1,,infer_with_explanation,ImportanceCategorization,"[0.5454545617103577, 1.2826087474822998, 0.08902077376842499, -0.05263157933950424, 0.23529411852359772]","[0.05846590419340543, 1.0, 0.6235695661034609, 0.7500452657433846, 0.18765985028393667]",{0: 1.0},0,5.0,False,5.0
1,63,3,1,3,single_condition,lime,importance,wine_quality,920,training,3,0,,infer_no_explanation,ImportanceCategorization,"[0.39393940567970276, 0.19565217196941376, 0.11869436502456665, 0.24561403691768646, 0.3529411852359772]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,63,3,1,3,single_condition,lime,importance,wine_quality,920,training,3,0,,infer_with_explanation,ImportanceCategorization,"[0.39393940567970276, 0.19565217196941376, 0.11869436502456665, 0.24561403691768646, 0.3529411852359772]","[0.0758969358663077, 1.0, 0.6638934781433472, 0.6753551666550156, 0.5684193040744173]","{0: 0.013704834120819818, 1: 0.9862951658791802}",1,5.0,False,5.0
0,63,4,1,4,single_condition,lime,importance,wine_quality,205,training,4,1,,infer_no_explanation,ImportanceCategorization,"[0.4848484992980957, 0.6521739363670349, 0.16815035045146942, 0.05263157933950424, 0.27450981736183167]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,63,4,1,4,single_condition,lime,importance,wine_quality,205,training,4,1,,infer_with_explanation,ImportanceCategorization,"[0.4848484992980957, 0.6521739363670349, 0.16815035045146942, 0.05263157933950424, 0.27450981736183167]","[0.14614134365508838, 1.0, 0.46970083187371153, 0.9132299885580626, 0.18493504969086355]","{0: 0.3200368255361662, 1: 0.6799631744638338}",1,5.0,True,5.0
0,63,5,1,1,single_condition,lime,importance,wine_quality,882,testing,1,1,True,infer_with_explanation,ImportanceCategorization,"[0.8484848737716675, 0.6739130616188049, 0.1483679562807083, 0.07017543911933899, 0.3137255012989044]","[1.0, 0.376566500749395, 0.12037019591134004, 0.24268571073245354, 0.009507721913481848]","{0: 0.8976580616385615, 1: 0.10234193836143854}",0,5.0,False,
0,63,6,1,2,single_condition,lime,importance,wine_quality,1107,testing,2,1,False,infer_no_explanation,ImportanceCategorization,"[0.7575757503509521, 0.8260869383811951, 0.1285855621099472, 0.05263157933950424, 0.4117647111415863]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,63,7,1,3,single_condition,lime,importance,wine_quality,1289,testing,3,0,False,infer_no_explanation,ImportanceCategorization,"[0.3030303120613098, 1.52173912525177, 0.9792284965515137, 0.5789473652839661, 0.47058823704719543]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,63,8,1,4,single_condition,lime,importance,wine_quality,870,testing,4,0,False,infer_no_explanation,ImportanceCategorization,"[0.7878788113594055, 0.21739129722118378, 0.31651830673217773, 0.780701756477356, 0.686274528503418]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,63,9,1,5,single_condition,lime,importance,wine_quality,928,testing,5,1,True,infer_with_explanation,ImportanceCategorization,"[0.6060606241226196, 0.717391312122345, 0.16815035045146942, 0.35087719559669495, 0.23529411852359772]","[1.0, 0.34952192525533143, 0.09149707275113333, 0.17800590416868997, 0.014614200836152783]","{0: 0.8984545116232633, 1: 0.10154548837673663}",0,5.0,False,
1,63,10,1,6,single_condition,lime,importance,wine_quality,992,testing,6,0,True,infer_with_explanation,ImportanceCategorization,"[0.06060606241226196, 0.021739130839705467, 0.35608309507369995, 0.22807016968727112, 0.5882353186607361]","[1.0, 0.42718145731666685, 0.02155313760011733, 0.2432926283651674, 0.07038522282525074]","{0: 0.9172913703081144, 1: 0.08270862969188573}",0,5.0,True,
1,64,1,1,1,single_condition,shap,none,wine_quality,1419,training,1,0,,infer_no_explanation,SensitiveFeatures,"[0.21212121844291687, -0.043478261679410934, 1.2067259550094604, 0.6491228342056274, 0.4117647111415863]",,"{0: 0.5, 1: 0.5}",0,0.1,True,5.0
0,64,2,1,2,single_condition,shap,none,wine_quality,492,training,2,1,,infer_no_explanation,SensitiveFeatures,"[1.2727272510528564, 0.9347826242446899, 0.15825915336608887, 0.22807016968727112, 0.5098039507865906]",,{0: 1.0},0,0.09999999999999964,False,5.0
0,64,3,1,3,single_condition,shap,none,wine_quality,643,training,3,0,,infer_no_explanation,SensitiveFeatures,"[0.09090909361839294, 0.3478260934352875, 0.5637982487678528, 0.5614035129547119, 0.7843137383460999]",,"{0: 0.46239111172462666, 1: 0.5376088882753735}",1,0.09999999999999964,False,5.0
0,64,4,1,4,single_condition,shap,none,wine_quality,506,training,4,1,,infer_no_explanation,SensitiveFeatures,"[0.4848484992980957, 1.1956521272659302, 0.09891197085380554, -0.05263157933950424, 0.37254902720451355]",,"{0: 0.6410473274011798, 1: 0.35895267259882024}",0,0.09999999999999964,False,5.0
1,64,5,1,1,single_condition,shap,none,wine_quality,1120,testing,1,1,True,infer_no_explanation,SensitiveFeatures,"[1.1818181276321411, 0.54347825050354, 0.059347182512283325, 0.4736842215061188, 0.27450981736183167]",,"{0: 0.48939254987269143, 1: 0.5106074501273085}",1,0.10000000000000142,True,
1,64,6,1,2,single_condition,shap,none,wine_quality,417,testing,2,0,True,infer_no_explanation,SensitiveFeatures,"[0.39393940567970276, 0.021739130839705467, 1.117705225944519, 0.5438596606254578, 0.7450980544090271]",,"{0: 0.5659779755708758, 1: 0.43402202442912413}",0,0.10000000000000142,True,
1,64,7,1,3,single_condition,shap,none,wine_quality,1556,testing,3,0,False,infer_no_explanation,SensitiveFeatures,"[0.21212121844291687, 0.19565217196941376, 0.08902077376842499, 1.0701754093170166, 0.9215686321258545]",,"{0: 0.5122199418475044, 1: 0.4877800581524956}",0,0.10000000000000142,True,
1,64,8,1,4,single_condition,shap,none,wine_quality,1061,testing,4,1,True,infer_no_explanation,SensitiveFeatures,"[1.0, 0.47826087474823, 0.04945598542690277, 0.22807016968727112, 0.29411765933036804]",,"{0: 0.4871153962447817, 1: 0.5128846037552183}",1,0.10000000000000142,True,
1,64,9,1,5,single_condition,shap,none,wine_quality,1389,testing,5,0,False,infer_no_explanation,SensitiveFeatures,"[0.1515151560306549, 0.1304347813129425, 0.9891197085380554, 0.3684210479259491, 0.0784313753247261]",,"{0: 0.560523478704715, 1: 0.4394765212952849}",0,0.10000000000000142,True,
1,64,10,1,6,single_condition,shap,none,wine_quality,267,testing,6,1,False,infer_no_explanation,SensitiveFeatures,"[1.0909091234207153, 0.8478260636329651, 0.2571711242198944, 0.14035087823867798, 0.5686274766921997]",,"{0: 0.46704111627471223, 1: 0.5329588837252878}",1,0.10000000000000142,True,
1,65,1,1,1,single_condition,shap,attribution,wine_quality,313,training,1,0,,infer_no_explanation,AttributionSum,"[0.06060606241226196, 0.1304347813129425, 1.226508378982544, 0.35087719559669495, 0.47058823704719543]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,65,1,1,1,single_condition,shap,attribution,wine_quality,313,training,1,0,,infer_with_explanation,AttributionSum,"[0.06060606241226196, 0.1304347813129425, 1.226508378982544, 0.35087719559669495, 0.47058823704719543]","[-1.0, -0.3491059299815412, -0.902576608982565, 0.024600729089238566, -0.006055469775718701]","{0: 0.8701828690790032, 1: 0.1298171309209968}",0,5.0,True,5.0
1,65,2,1,2,single_condition,shap,attribution,wine_quality,323,training,2,0,,infer_no_explanation,AttributionSum,"[0.09090909361839294, 0.5, 0.613254189491272, 0.5614035129547119, 0.4313725531101227]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,65,2,1,2,single_condition,shap,attribution,wine_quality,323,training,2,0,,infer_with_explanation,AttributionSum,"[0.09090909361839294, 0.5, 0.613254189491272, 0.5614035129547119, 0.4313725531101227]","[-1.0, 0.10118325429571529, -0.43402877117802663, -0.09911554493594728, 0.037975903770513596]","{0: 0.8075282689441134, 1: 0.19247173105588655}",0,5.0,True,5.0
0,65,3,1,3,single_condition,shap,attribution,wine_quality,1167,training,3,1,,infer_no_explanation,AttributionSum,"[0.9696969985961914, 0.8913043737411499, 0.3659742772579193, 0.10526315867900848, 0.5098039507865906]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,65,3,1,3,single_condition,shap,attribution,wine_quality,1167,training,3,1,,infer_with_explanation,AttributionSum,"[0.9696969985961914, 0.8913043737411499, 0.3659742772579193, 0.10526315867900848, 0.5098039507865906]","[1.0, 0.5948936128512688, -0.014549094947745525, 0.17474646820857695, 0.025484107360532984]","{0: 0.16869651339290248, 1: 0.8313034866070975}",1,5.0,True,5.0
0,65,4,1,4,single_condition,shap,attribution,wine_quality,1570,training,4,1,,infer_no_explanation,AttributionSum,"[0.9696969985961914, 1.0, 0.2373887300491333, 0.15789473056793213, 0.6078431606292725]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,65,4,1,4,single_condition,shap,attribution,wine_quality,1570,training,4,1,,infer_with_explanation,AttributionSum,"[0.9696969985961914, 1.0, 0.2373887300491333, 0.15789473056793213, 0.6078431606292725]","[1.0, 0.7260429147434273, 0.11258173340626548, 0.11188988985703348, -0.002231211928621804]","{0: 0.15109443446577442, 1: 0.8489055655342256}",1,5.0,True,5.0
1,65,5,1,1,single_condition,shap,attribution,wine_quality,1070,testing,1,1,True,infer_with_explanation,AttributionSum,"[0.5757575631141663, 0.9130434989929199, 0.2571711242198944, 0.10526315867900848, 0.23529411852359772]","[0.7438117641423149, 1.0, 0.24398698082435066, 0.36941152491802065, 0.204408533878056]","{0: 0.1488294165756222, 1: 0.8511705834243778}",1,5.0,True,
0,65,6,1,2,single_condition,shap,attribution,wine_quality,588,testing,2,1,False,infer_no_explanation,AttributionSum,"[1.454545497894287, 0.5869565010070801, 0.3857566714286804, 0.2631579041481018, 1.2941176891326904]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,65,7,1,3,single_condition,shap,attribution,wine_quality,40,testing,3,0,False,infer_no_explanation,AttributionSum,"[0.39393940567970276, 0.782608687877655, 0.7517309784889221, 0.31578946113586426, 0.529411792755127]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,65,8,1,4,single_condition,shap,attribution,wine_quality,810,testing,4,0,False,infer_no_explanation,AttributionSum,"[0.39393940567970276, 0.0, 0.029673591256141663, 0.38596490025520325, 0.47058823704719543]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,65,9,1,5,single_condition,shap,attribution,wine_quality,269,testing,5,0,True,infer_with_explanation,AttributionSum,"[0.27272728085517883, 1.08695650100708, 0.11869436502456665, -0.15789473056793213, 0.4313725531101227]","[-0.9260962751718059, 1.0, 0.4284628955736984, -0.245082546898374, 0.05959975256508036]","{0: 0.48153247346189165, 1: 0.5184675265381083}",1,5.0,False,
1,65,10,1,6,single_condition,shap,attribution,wine_quality,69,testing,6,1,True,infer_with_explanation,AttributionSum,"[0.39393940567970276, 1.04347825050354, 0.07912957668304443, 0.7631579041481018, 0.5490196347236633]","[0.19495094400488971, 1.0, 0.4872175104760328, -0.16709815351806753, 0.22432813864061446]","{0: 0.18433973122276592, 1: 0.8156602687772341}",1,5.0,True,
0,66,1,1,1,single_condition,shap,importance,wine_quality,518,training,1,1,,infer_no_explanation,ImportanceCategorization,"[0.7575757503509521, 0.45652174949645996, 0.20771513879299164, -0.10526315867900848, 0.3137255012989044]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,66,1,1,1,single_condition,shap,importance,wine_quality,518,training,1,1,,infer_with_explanation,ImportanceCategorization,"[0.7575757503509521, 0.45652174949645996, 0.20771513879299164, -0.10526315867900848, 0.3137255012989044]","[1.0, 0.12102851317791659, 0.09109744045801009, 0.41483437831036707, 0.16498784956473714]","{0: 0.5, 1: 0.5}",0,5.0,False,5.0
0,66,2,1,2,single_condition,shap,importance,wine_quality,64,training,2,0,,infer_no_explanation,ImportanceCategorization,"[0.5151515007019043, -0.17391304671764374, 0.0, 0.7982456088066101, 0.686274528503418]",,{1: 1.0},1,5.0,False,
0,66,2,1,2,single_condition,shap,importance,wine_quality,64,training,2,0,,infer_with_explanation,ImportanceCategorization,"[0.5151515007019043, -0.17391304671764374, 0.0, 0.7982456088066101, 0.686274528503418]","[0.08207133460056273, 1.0, 0.09558589265590947, 0.5570218495667771, 0.06752600619632242]",{1: 1.0},1,5.0,False,5.0
1,66,3,1,3,single_condition,shap,importance,wine_quality,551,training,3,0,,infer_no_explanation,ImportanceCategorization,"[0.24242424964904785, 0.5652173757553101, 0.33630070090293884, 0.28070175647735596, 0.2549019753932953]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,66,3,1,3,single_condition,shap,importance,wine_quality,551,training,3,0,,infer_with_explanation,ImportanceCategorization,"[0.24242424964904785, 0.5652173757553101, 0.33630070090293884, 0.28070175647735596, 0.2549019753932953]","[0.5686092967174187, 1.0, 0.36185495288152525, 0.5205546187437028, 0.7586144647413393]","{1: 0.15929846101790981, 0: 0.8407015389820901}",0,5.0,True,5.0
0,66,4,1,4,single_condition,shap,importance,wine_quality,1412,training,4,1,,infer_no_explanation,ImportanceCategorization,"[0.5151515007019043, 1.02173912525177, 0.1088031679391861, -0.05263157933950424, 0.3137255012989044]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,66,4,1,4,single_condition,shap,importance,wine_quality,1412,training,4,1,,infer_with_explanation,ImportanceCategorization,"[0.5151515007019043, 1.02173912525177, 0.1088031679391861, -0.05263157933950424, 0.3137255012989044]","[0.5556757412339743, 1.0, 0.4054598123312022, 0.11364564547296954, 0.13410657653224392]","{1: 0.06853164973405726, 0: 0.9314683502659428}",0,5.0,False,5.0
1,66,5,1,1,single_condition,shap,importance,wine_quality,1328,testing,1,0,False,infer_no_explanation,ImportanceCategorization,"[0.03030303120613098, 0.10869564861059189, 0.26706230640411377, 0.4385964870452881, 0.5490196347236633]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,66,6,1,2,single_condition,shap,importance,wine_quality,521,testing,2,0,False,infer_no_explanation,ImportanceCategorization,"[-0.03030303120613098, 0.3695652186870575, 0.31651830673217773, 0.24561403691768646, 0.8235294222831726]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,66,7,1,3,single_condition,shap,importance,wine_quality,947,testing,3,1,False,infer_no_explanation,ImportanceCategorization,"[0.9696969985961914, 0.32608696818351746, 0.009891197085380554, 0.017543859779834747, 0.3921568691730499]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
