participantId,trialId,block,trialWithinBlock,withinCondition,tested_w_xai,xai_method,dataId,instanceId,model_type,CV_age_group_levels,CV_gender_levels
32,5,1,5,single_condition,True,lime,wine_quality,1011,mlp,young|adult|senior,male|female|other
32,6,1,6,single_condition,True,lime,wine_quality,830,mlp,young|adult|senior,male|female|other
32,7,1,7,single_condition,False,lime,wine_quality,472,mlp,young|adult|senior,male|female|other
32,8,1,8,single_condition,False,lime,wine_quality,152,mlp,young|adult|senior,male|female|other
32,9,1,9,single_condition,False,lime,wine_quality,712,mlp,young|adult|senior,male|female|other
32,10,1,10,single_condition,True,lime,wine_quality,1546,mlp,young|adult|senior,male|female|other
33,1,1,1,single_condition,False,none,wine_quality,1195,mlp,young|adult|senior,male|female|other
33,2,1,2,single_condition,False,none,wine_quality,893,mlp,young|adult|senior,male|female|other
33,3,1,3,single_condition,True,none,wine_quality,1126,mlp,young|adult|senior,male|female|other
33,4,1,4,single_condition,True,none,wine_quality,117,mlp,young|adult|senior,male|female|other
33,5,1,5,single_condition,False,none,wine_quality,10,mlp,young|adult|senior,male|female|other
33,6,1,6,single_condition,True,none,wine_quality,390,mlp,young|adult|senior,male|female|other
33,7,1,7,single_condition,True,none,wine_quality,1355,mlp,young|adult|senior,male|female|other
33,8,1,8,single_condition,False,none,wine_quality,460,mlp,young|adult|senior,male|female|other
33,9,1,9,single_condition,False,none,wine_quality,1329,mlp,young|adult|senior,male|female|other
33,10,1,10,single_condition,True,none,wine_quality,1195,mlp,young|adult|senior,male|female|other
34,1,1,1,single_condition,False,shap,wine_quality,1250,mlp,young|adult|senior,male|female|other
34,2,1,2,single_condition,True,shap,wine_quality,108,mlp,young|adult|senior,male|female|other
34,3,1,3,single_condition,False,shap,wine_quality,1347,mlp,young|adult|senior,male|female|other
34,4,1,4,single_condition,False,shap,wine_quality,217,mlp,young|adult|senior,male|female|other
34,5,1,5,single_condition,True,shap,wine_quality,1124,mlp,young|adult|senior,male|female|other
34,6,1,6,single_condition,False,shap,wine_quality,1586,mlp,young|adult|senior,male|female|other
34,7,1,7,single_condition,False,shap,wine_quality,1507,mlp,young|adult|senior,male|female|other
34,8,1,8,single_condition,True,shap,wine_quality,1195,mlp,young|adult|senior,male|female|other
34,9,1,9,single_condition,True,shap,wine_quality,1341,mlp,young|adult|senior,male|female|other
34,10,1,10,single_condition,True,shap,wine_quality,339,mlp,young|adult|senior,male|female|other
35,1,1,1,single_condition,True,lime,wine_quality,1348,mlp,young|adult|senior,male|female|other
35,2,1,2,single_condition,False,lime,wine_quality,149,mlp,young|adult|senior,male|female|other
35,3,1,3,single_condition,False,lime,wine_quality,44,mlp,young|adult|senior,male|female|other
35,4,1,4,single_condition,False,lime,wine_quality,921,mlp,young|adult|senior,male|female|other
35,5,1,5,single_condition,True,lime,wine_quality,1461,mlp,young|adult|senior,male|female|other
35,6,1,6,single_condition,False,lime,wine_quality,432,mlp,young|adult|senior,male|female|other
35,7,1,7,single_condition,True,lime,wine_quality,894,mlp,young|adult|senior,male|female|other
35,8,1,8,single_condition,False,lime,wine_quality,1365,mlp,young|adult|senior,male|female|other
35,9,1,9,single_condition,True,lime,wine_quality,347,mlp,young|adult|senior,male|female|other
35,10,1,10,single_condition,True,lime,wine_quality,1508,mlp,young|adult|senior,male|female|other
36,1,1,1,single_condition,True,none,wine_quality,158,mlp,young|adult|senior,male|female|other
36,2,1,2,single_condition,False,none,wine_quality,316,mlp,young|adult|senior,male|female|other
36,3,1,3,single_condition,False,none,wine_quality,422,mlp,young|adult|senior,male|female|other
36,4,1,4,single_condition,True,none,wine_quality,877,mlp,young|adult|senior,male|female|other
36,5,1,5,single_condition,False,none,wine_quality,532,mlp,young|adult|senior,male|female|other
36,6,1,6,single_condition,True,none,wine_quality,1059,mlp,young|adult|senior,male|female|other
36,7,1,7,single_condition,True,none,wine_quality,921,mlp,young|adult|senior,male|female|other
36,8,1,8,single_condition,False,none,wine_quality,875,mlp,young|adult|senior,male|female|other
36,9,1,9,single_condition,False,none,wine_quality,789,mlp,young|adult|senior,male|female|other
36,10,1,10,single_condition,True,none,wine_quality,502,mlp,young|adult|senior,male|female|other
37,1,1,1,single_condition,True,shap,wine_quality,1197,mlp,young|adult|senior,male|female|other
37,2,1,2,single_condition,True,shap,wine_quality,902,mlp,young|adult|senior,male|female|other
37,3,1,3,single_condition,False,shap,wine_quality,212,mlp,young|adult|senior,male|female|other
37,4,1,4,single_condition,True,shap,wine_quality,212,mlp,young|adult|senior,male|female|other
37,5,1,5,single_condition,False,shap,wine_quality,1316,mlp,young|adult|senior,male|female|other
37,6,1,6,single_condition,True,shap,wine_quality,438,mlp,young|adult|senior,male|female|other
37,7,1,7,single_condition,True,shap,wine_quality,193,mlp,young|adult|senior,male|female|other
37,8,1,8,single_condition,False,shap,wine_quality,739,mlp,young|adult|senior,male|female|other
37,9,1,9,single_condition,False,shap,wine_quality,680,mlp,young|adult|senior,male|female|other
37,10,1,10,single_condition,False,shap,wine_quality,41,mlp,young|adult|senior,male|female|other
38,1,1,1,single_condition,True,lime,wine_quality,639,mlp,young|adult|senior,male|female|other
38,2,1,2,single_condition,True,lime,wine_quality,231,mlp,young|adult|senior,male|female|other
38,3,1,3,single_condition,True,lime,wine_quality,579,mlp,young|adult|senior,male|female|other
38,4,1,4,single_condition,True,lime,wine_quality,544,mlp,young|adult|senior,male|female|other
38,5,1,5,single_condition,False,lime,wine_quality,167,mlp,young|adult|senior,male|female|other
38,6,1,6,single_condition,False,lime,wine_quality,725,mlp,young|adult|senior,male|female|other
38,7,1,7,single_condition,True,lime,wine_quality,856,mlp,young|adult|senior,male|female|other
38,8,1,8,single_condition,False,lime,wine_quality,1507,mlp,young|adult|senior,male|female|other
38,9,1,9,single_condition,False,lime,wine_quality,136,mlp,young|adult|senior,male|female|other
38,10,1,10,single_condition,False,lime,wine_quality,163,mlp,young|adult|senior,male|female|other
39,1,1,1,single_condition,True,none,wine_quality,766,mlp,young|adult|senior,male|female|other
39,2,1,2,single_condition,True,none,wine_quality,680,mlp,young|adult|senior,male|female|other
39,3,1,3,single_condition,False,none,wine_quality,1251,mlp,young|adult|senior,male|female|other
39,4,1,4,single_condition,True,none,wine_quality,814,mlp,young|adult|senior,male|female|other
39,5,1,5,single_condition,False,none,wine_quality,1215,mlp,young|adult|senior,male|female|other
39,6,1,6,single_condition,True,none,wine_quality,259,mlp,young|adult|senior,male|female|other
39,7,1,7,single_condition,False,none,wine_quality,1494,mlp,young|adult|senior,male|female|other
39,8,1,8,single_condition,False,none,wine_quality,423,mlp,young|adult|senior,male|female|other
39,9,1,9,single_condition,False,none,wine_quality,282,mlp,young|adult|senior,male|female|other
39,10,1,10,single_condition,True,none,wine_quality,1384,mlp,young|adult|senior,male|female|other
40,1,1,1,single_condition,True,shap,wine_quality,1478,mlp,young|adult|senior,male|female|other
40,2,1,2,single_condition,False,shap,wine_quality,1473,mlp,young|adult|senior,male|female|other
40,3,1,3,single_condition,True,shap,wine_quality,595,mlp,young|adult|senior,male|female|other
40,4,1,4,single_condition,True,shap,wine_quality,719,mlp,young|adult|senior,male|female|other
40,5,1,5,single_condition,False,shap,wine_quality,707,mlp,young|adult|senior,male|female|other
40,6,1,6,single_condition,False,shap,wine_quality,782,mlp,young|adult|senior,male|female|other
40,7,1,7,single_condition,True,shap,wine_quality,1316,mlp,young|adult|senior,male|female|other
40,8,1,8,single_condition,False,shap,wine_quality,622,mlp,young|adult|senior,male|female|other
40,9,1,9,single_condition,False,shap,wine_quality,1120,mlp,young|adult|senior,male|female|other
40,10,1,10,single_condition,True,shap,wine_quality,496,mlp,young|adult|senior,male|female|other
41,1,1,1,single_condition,False,lime,wine_quality,688,mlp,young|adult|senior,male|female|other
41,2,1,2,single_condition,False,lime,wine_quality,1369,mlp,young|adult|senior,male|female|other
41,3,1,3,single_condition,True,lime,wine_quality,231,mlp,young|adult|senior,male|female|other
41,4,1,4,single_condition,True,lime,wine_quality,207,mlp,young|adult|senior,male|female|other
41,5,1,5,single_condition,False,lime,wine_quality,1552,mlp,young|adult|senior,male|female|other
41,6,1,6,single_condition,True,lime,wine_quality,897,mlp,young|adult|senior,male|female|other
41,7,1,7,single_condition,False,lime,wine_quality,1447,mlp,young|adult|senior,male|female|other
41,8,1,8,single_condition,False,lime,wine_quality,1350,mlp,young|adult|senior,male|female|other
41,9,1,9,single_condition,True,lime,wine_quality,1546,mlp,young|adult|senior,male|female|other
41,10,1,10,single_condition,True,lime,wine_quality,1488,mlp,young|adult|senior,male|female|other
42,1,1,1,single_condition,True,none,wine_quality,1436,mlp,young|adult|senior,male|female|other
42,2,1,2,single_condition,True,none,wine_quality,1302,mlp,young|adult|senior,male|female|other
42,3,1,3,single_condition,True,none,wine_quality,19,mlp,young|adult|senior,male|female|other
42,4,1,4,single_condition,False,none,wine_quality,1559,mlp,young|adult|senior,male|female|other
42,5,1,5,single_condition,False,none,wine_quality,1120,mlp,young|adult|senior,male|female|other
42,6,1,6,single_condition,False,none,wine_quality,595,mlp,young|adult|senior,male|female|other
42,7,1,7,single_condition,False,none,wine_quality,306,mlp,young|adult|senior,male|female|other
42,8,1,8,single_condition,False,none,wine_quality,255,mlp,young|adult|senior,male|female|other
42,9,1,9,single_condition,True,none,wine_quality,292,mlp,young|adult|senior,male|female|other
42,10,1,10,single_condition,True,none,wine_quality,24,mlp,young|adult|senior,male|female|other
43,1,1,1,single_condition,False,shap,wine_quality,1462,mlp,young|adult|senior,male|female|other
43,2,1,2,single_condition,False,shap,wine_quality,1211,mlp,young|adult|senior,male|female|other
43,3,1,3,single_condition,True,shap,wine_quality,19,mlp,young|adult|senior,male|female|other
43,4,1,4,single_condition,True,shap,wine_quality,1,mlp,young|adult|senior,male|female|other
43,5,1,5,single_condition,True,shap,wine_quality,1263,mlp,young|adult|senior,male|female|other
43,6,1,6,single_condition,False,shap,wine_quality,1250,mlp,young|adult|senior,male|female|other
43,7,1,7,single_condition,True,shap,wine_quality,269,mlp,young|adult|senior,male|female|other
43,8,1,8,single_condition,False,shap,wine_quality,672,mlp,young|adult|senior,male|female|other
43,9,1,9,single_condition,False,shap,wine_quality,719,mlp,young|adult|senior,male|female|other
43,10,1,10,single_condition,True,shap,wine_quality,964,mlp,young|adult|senior,male|female|other
44,1,1,1,single_condition,True,lime,wine_quality,642,mlp,young|adult|senior,male|female|other
44,2,1,2,single_condition,True,lime,wine_quality,929,mlp,young|adult|senior,male|female|other
44,3,1,3,single_condition,False,lime,wine_quality,1495,mlp,young|adult|senior,male|female|other
44,4,1,4,single_condition,True,lime,wine_quality,856,mlp,young|adult|senior,male|female|other
44,5,1,5,single_condition,False,lime,wine_quality,841,mlp,young|adult|senior,male|female|other
44,6,1,6,single_condition,False,lime,wine_quality,954,mlp,young|adult|senior,male|female|other
44,7,1,7,single_condition,False,lime,wine_quality,1192,mlp,young|adult|senior,male|female|other
44,8,1,8,single_condition,False,lime,wine_quality,496,mlp,young|adult|senior,male|female|other
44,9,1,9,single_condition,True,lime,wine_quality,92,mlp,young|adult|senior,male|female|other
44,10,1,10,single_condition,True,lime,wine_quality,1218,mlp,young|adult|senior,male|female|other
45,1,1,1,single_condition,True,none,wine_quality,1515,mlp,young|adult|senior,male|female|other
45,2,1,2,single_condition,False,none,wine_quality,1130,mlp,young|adult|senior,male|female|other
45,3,1,3,single_condition,True,none,wine_quality,861,mlp,young|adult|senior,male|female|other
45,4,1,4,single_condition,True,none,wine_quality,997,mlp,young|adult|senior,male|female|other
45,5,1,5,single_condition,False,none,wine_quality,1556,mlp,young|adult|senior,male|female|other
45,6,1,6,single_condition,False,none,wine_quality,1388,mlp,young|adult|senior,male|female|other
45,7,1,7,single_condition,True,none,wine_quality,1127,mlp,young|adult|senior,male|female|other
45,8,1,8,single_condition,True,none,wine_quality,640,mlp,young|adult|senior,male|female|other
45,9,1,9,single_condition,False,none,wine_quality,1131,mlp,young|adult|senior,male|female|other
45,10,1,10,single_condition,False,none,wine_quality,192,mlp,young|adult|senior,male|female|other
46,1,1,1,single_condition,False,shap,wine_quality,789,mlp,young|adult|senior,male|female|other
46,2,1,2,single_condition,True,shap,wine_quality,779,mlp,young|adult|senior,male|female|other
46,3,1,3,single_condition,False,shap,wine_quality,546,mlp,young|adult|senior,male|female|other
46,4,1,4,single_condition,True,shap,wine_quality,839,mlp,young|adult|senior,male|female|other
46,5,1,5,single_condition,True,shap,wine_quality,193,mlp,young|adult|senior,male|female|other
46,6,1,6,single_condition,False,shap,wine_quality,1512,mlp,young|adult|senior,male|female|other
46,7,1,7,single_condition,False,shap,wine_quality,1039,mlp,young|adult|senior,male|female|other
46,8,1,8,single_condition,True,shap,wine_quality,727,mlp,young|adult|senior,male|female|other
46,9,1,9,single_condition,False,shap,wine_quality,261,mlp,young|adult|senior,male|female|other
46,10,1,10,single_condition,True,shap,wine_quality,1016,mlp,young|adult|senior,male|female|other
47,1,1,1,single_condition,True,lime,wine_quality,992,mlp,young|adult|senior,male|female|other
47,2,1,2,single_condition,False,lime,wine_quality,216,mlp,young|adult|senior,male|female|other
47,3,1,3,single_condition,False,lime,wine_quality,855,mlp,young|adult|senior,male|female|other
47,4,1,4,single_condition,False,lime,wine_quality,1095,mlp,young|adult|senior,male|female|other
47,5,1,5,single_condition,True,lime,wine_quality,1516,mlp,young|adult|senior,male|female|other
47,6,1,6,single_condition,False,lime,wine_quality,778,mlp,young|adult|senior,male|female|other
47,7,1,7,single_condition,False,lime,wine_quality,688,mlp,young|adult|senior,male|female|other
47,8,1,8,single_condition,True,lime,wine_quality,1449,mlp,young|adult|senior,male|female|other
47,9,1,9,single_condition,True,lime,wine_quality,10,mlp,young|adult|senior,male|female|other
47,10,1,10,single_condition,True,lime,wine_quality,909,mlp,young|adult|senior,male|female|other
48,1,1,1,single_condition,False,none,wine_quality,1070,mlp,young|adult|senior,male|female|other
48,2,1,2,single_condition,True,none,wine_quality,1407,mlp,young|adult|senior,male|female|other
48,3,1,3,single_condition,False,none,wine_quality,1211,mlp,young|adult|senior,male|female|other
48,4,1,4,single_condition,True,none,wine_quality,362,mlp,young|adult|senior,male|female|other
48,5,1,5,single_condition,True,none,wine_quality,727,mlp,young|adult|senior,male|female|other
48,6,1,6,single_condition,True,none,wine_quality,1297,mlp,young|adult|senior,male|female|other
48,7,1,7,single_condition,False,none,wine_quality,642,mlp,young|adult|senior,male|female|other
48,8,1,8,single_condition,True,none,wine_quality,1327,mlp,young|adult|senior,male|female|other
48,9,1,9,single_condition,False,none,wine_quality,532,mlp,young|adult|senior,male|female|other
48,10,1,10,single_condition,False,none,wine_quality,211,mlp,young|adult|senior,male|female|other
49,1,1,1,single_condition,False,shap,wine_quality,1316,mlp,young|adult|senior,male|female|other
49,2,1,2,single_condition,True,shap,wine_quality,727,mlp,young|adult|senior,male|female|other
49,3,1,3,single_condition,False,shap,wine_quality,1247,mlp,young|adult|senior,male|female|other
49,4,1,4,single_condition,True,shap,wine_quality,126,mlp,young|adult|senior,male|female|other
49,5,1,5,single_condition,False,shap,wine_quality,372,mlp,young|adult|senior,male|female|other
49,6,1,6,single_condition,True,shap,wine_quality,1453,mlp,young|adult|senior,male|female|other
49,7,1,7,single_condition,True,shap,wine_quality,267,mlp,young|adult|senior,male|female|other
49,8,1,8,single_condition,False,shap,wine_quality,1120,mlp,young|adult|senior,male|female|other
49,9,1,9,single_condition,True,shap,wine_quality,1297,mlp,young|adult|senior,male|female|other
49,10,1,10,single_condition,False,shap,wine_quality,96,mlp,young|adult|senior,male|female|other
50,1,1,1,single_condition,False,lime,wine_quality,311,mlp,young|adult|senior,male|female|other
50,2,1,2,single_condition,True,lime,wine_quality,1319,mlp,young|adult|senior,male|female|other
50,3,1,3,single_condition,False,lime,wine_quality,1488,mlp,young|adult|senior,male|female|other
50,4,1,4,single_condition,False,lime,wine_quality,982,mlp,young|adult|senior,male|female|other
50,5,1,5,single_condition,True,lime,wine_quality,1207,mlp,young|adult|senior,male|female|other
50,6,1,6,single_condition,True,lime,wine_quality,231,mlp,young|adult|senior,male|female|other
50,7,1,7,single_condition,False,lime,wine_quality,1199,mlp,young|adult|senior,male|female|other
50,8,1,8,single_condition,True,lime,wine_quality,578,mlp,young|adult|senior,male|female|other
50,9,1,9,single_condition,False,lime,wine_quality,1559,mlp,young|adult|senior,male|female|other
50,10,1,10,single_condition,True,lime,wine_quality,1508,mlp,young|adult|senior,male|female|other
51,1,1,1,single_condition,False,none,wine_quality,546,mlp,young|adult|senior,male|female|other
51,2,1,2,single_condition,True,none,wine_quality,1016,mlp,young|adult|senior,male|female|other
51,3,1,3,single_condition,True,none,wine_quality,873,mlp,young|adult|senior,male|female|other
51,4,1,4,single_condition,True,none,wine_quality,539,mlp,young|adult|senior,male|female|other
51,5,1,5,single_condition,False,none,wine_quality,703,mlp,young|adult|senior,male|female|other
51,6,1,6,single_condition,False,none,wine_quality,544,mlp,young|adult|senior,male|female|other
51,7,1,7,single_condition,True,none,wine_quality,1107,mlp,young|adult|senior,male|female|other
51,8,1,8,single_condition,True,none,wine_quality,1350,mlp,young|adult|senior,male|female|other
51,9,1,9,single_condition,False,none,wine_quality,1324,mlp,young|adult|senior,male|female|other
51,10,1,10,single_condition,False,none,wine_quality,1519,mlp,young|adult|senior,male|female|other
52,1,1,1,single_condition,True,shap,wine_quality,255,mlp,young|adult|senior,male|female|other
52,2,1,2,single_condition,False,shap,wine_quality,1288,mlp,young|adult|senior,male|female|other
52,3,1,3,single_condition,True,shap,wine_quality,117,mlp,young|adult|senior,male|female|other
52,4,1,4,single_condition,False,shap,wine_quality,163,mlp,young|adult|senior,male|female|other
52,5,1,5,single_condition,True,shap,wine_quality,782,mlp,young|adult|senior,male|female|other
52,6,1,6,single_condition,True,shap,wine_quality,1485,mlp,young|adult|senior,male|female|other
52,7,1,7,single_condition,False,shap,wine_quality,306,mlp,young|adult|senior,male|female|other
52,8,1,8,single_condition,False,shap,wine_quality,140,mlp,young|adult|senior,male|female|other
52,9,1,9,single_condition,False,shap,wine_quality,472,mlp,young|adult|senior,male|female|other
52,10,1,10,single_condition,True,shap,wine_quality,302,mlp,young|adult|senior,male|female|other
53,1,1,1,single_condition,True,lime,wine_quality,680,mlp,young|adult|senior,male|female|other
53,2,1,2,single_condition,True,lime,wine_quality,719,mlp,young|adult|senior,male|female|other
53,3,1,3,single_condition,False,lime,wine_quality,1016,mlp,young|adult|senior,male|female|other
53,4,1,4,single_condition,True,lime,wine_quality,1348,mlp,young|adult|senior,male|female|other
53,5,1,5,single_condition,False,lime,wine_quality,727,mlp,young|adult|senior,male|female|other
53,6,1,6,single_condition,True,lime,wine_quality,1279,mlp,young|adult|senior,male|female|other
53,7,1,7,single_condition,False,lime,wine_quality,1151,mlp,young|adult|senior,male|female|other
53,8,1,8,single_condition,True,lime,wine_quality,306,mlp,young|adult|senior,male|female|other
53,9,1,9,single_condition,False,lime,wine_quality,1125,mlp,young|adult|senior,male|female|other
53,10,1,10,single_condition,False,lime,wine_quality,814,mlp,young|adult|senior,male|female|other
54,1,1,1,single_condition,True,none,wine_quality,1337,mlp,young|adult|senior,male|female|other
54,2,1,2,single_condition,False,none,wine_quality,1025,mlp,young|adult|senior,male|female|other
54,3,1,3,single_condition,False,none,wine_quality,456,mlp,young|adult|senior,male|female|other
54,4,1,4,single_condition,True,none,wine_quality,507,mlp,young|adult|senior,male|female|other
54,5,1,5,single_condition,True,none,wine_quality,1447,mlp,young|adult|senior,male|female|other
54,6,1,6,single_condition,True,none,wine_quality,1507,mlp,young|adult|senior,male|female|other
54,7,1,7,single_condition,False,none,wine_quality,156,mlp,young|adult|senior,male|female|other
54,8,1,8,single_condition,False,none,wine_quality,1018,mlp,young|adult|senior,male|female|other
54,9,1,9,single_condition,False,none,wine_quality,782,mlp,young|adult|senior,male|female|other
54,10,1,10,single_condition,True,none,wine_quality,1081,mlp,young|adult|senior,male|female|other
55,1,1,1,single_condition,False,shap,wine_quality,719,mlp,young|adult|senior,male|female|other
55,2,1,2,single_condition,False,shap,wine_quality,761,mlp,young|adult|senior,male|female|other
55,3,1,3,single_condition,True,shap,wine_quality,1495,mlp,young|adult|senior,male|female|other
55,4,1,4,single_condition,False,shap,wine_quality,1121,mlp,young|adult|senior,male|female|other
55,5,1,5,single_condition,False,shap,wine_quality,626,mlp,young|adult|senior,male|female|other
55,6,1,6,single_condition,True,shap,wine_quality,44,mlp,young|adult|senior,male|female|other
55,7,1,7,single_condition,True,shap,wine_quality,1081,mlp,young|adult|senior,male|female|other
55,8,1,8,single_condition,True,shap,wine_quality,1508,mlp,young|adult|senior,male|female|other
55,9,1,9,single_condition,False,shap,wine_quality,599,mlp,young|adult|senior,male|female|other
55,10,1,10,single_condition,True,shap,wine_quality,1552,mlp,young|adult|senior,male|female|other
56,1,1,1,single_condition,False,lime,wine_quality,1079,mlp,young|adult|senior,male|female|other
56,2,1,2,single_condition,True,lime,wine_quality,10,mlp,young|adult|senior,male|female|other
56,3,1,3,single_condition,True,lime,wine_quality,835,mlp,young|adult|senior,male|female|other
56,4,1,4,single_condition,False,lime,wine_quality,743,mlp,young|adult|senior,male|female|other
56,5,1,5,single_condition,True,lime,wine_quality,282,mlp,young|adult|senior,male|female|other
56,6,1,6,single_condition,True,lime,wine_quality,460,mlp,young|adult|senior,male|female|other
56,7,1,7,single_condition,False,lime,wine_quality,1279,mlp,young|adult|senior,male|female|other
56,8,1,8,single_condition,False,lime,wine_quality,692,mlp,young|adult|senior,male|female|other
56,9,1,9,single_condition,True,lime,wine_quality,1128,mlp,young|adult|senior,male|female|other
56,10,1,10,single_condition,False,lime,wine_quality,1511,mlp,young|adult|senior,male|female|other
57,1,1,1,single_condition,False,none,wine_quality,843,mlp,young|adult|senior,male|female|other
57,2,1,2,single_condition,False,none,wine_quality,1009,mlp,young|adult|senior,male|female|other
57,3,1,3,single_condition,True,none,wine_quality,1577,mlp,young|adult|senior,male|female|other
57,4,1,4,single_condition,True,none,wine_quality,390,mlp,young|adult|senior,male|female|other
57,5,1,5,single_condition,True,none,wine_quality,855,mlp,young|adult|senior,male|female|other
57,6,1,6,single_condition,False,none,wine_quality,96,mlp,young|adult|senior,male|female|other
57,7,1,7,single_condition,False,none,wine_quality,580,mlp,young|adult|senior,male|female|other
57,8,1,8,single_condition,True,none,wine_quality,1355,mlp,young|adult|senior,male|female|other
57,9,1,9,single_condition,True,none,wine_quality,1577,mlp,young|adult|senior,male|female|other
57,10,1,10,single_condition,False,none,wine_quality,311,mlp,young|adult|senior,male|female|other
58,1,1,1,single_condition,True,shap,wine_quality,800,mlp,young|adult|senior,male|female|other
58,2,1,2,single_condition,False,shap,wine_quality,1562,mlp,young|adult|senior,male|female|other
58,3,1,3,single_condition,False,shap,wine_quality,1297,mlp,young|adult|senior,male|female|other
58,4,1,4,single_condition,False,shap,wine_quality,1016,mlp,young|adult|senior,male|female|other
58,5,1,5,single_condition,True,shap,wine_quality,835,mlp,young|adult|senior,male|female|other
58,6,1,6,single_condition,True,shap,wine_quality,438,mlp,young|adult|senior,male|female|other
58,7,1,7,single_condition,False,shap,wine_quality,152,mlp,young|adult|senior,male|female|other
58,8,1,8,single_condition,True,shap,wine_quality,100,mlp,young|adult|senior,male|female|other
58,9,1,9,single_condition,True,shap,wine_quality,339,mlp,young|adult|senior,male|female|other
58,10,1,10,single_condition,False,shap,wine_quality,1574,mlp,young|adult|senior,male|female|other
59,1,1,1,single_condition,True,lime,wine_quality,910,mlp,young|adult|senior,male|female|other
59,2,1,2,single_condition,False,lime,wine_quality,1019,mlp,young|adult|senior,male|female|other
59,3,1,3,single_condition,True,lime,wine_quality,1199,mlp,young|adult|senior,male|female|other
59,4,1,4,single_condition,True,lime,wine_quality,1478,mlp,young|adult|senior,male|female|other
59,5,1,5,single_condition,False,lime,wine_quality,656,mlp,young|adult|senior,male|female|other
59,6,1,6,single_condition,True,lime,wine_quality,1297,mlp,young|adult|senior,male|female|other
59,7,1,7,single_condition,True,lime,wine_quality,422,mlp,young|adult|senior,male|female|other
59,8,1,8,single_condition,False,lime,wine_quality,423,mlp,young|adult|senior,male|female|other
59,9,1,9,single_condition,False,lime,wine_quality,1407,mlp,young|adult|senior,male|female|other
59,10,1,10,single_condition,False,lime,wine_quality,688,mlp,young|adult|senior,male|female|other
60,1,1,1,single_condition,False,none,wine_quality,1416,mlp,young|adult|senior,male|female|other
60,2,1,2,single_condition,True,none,wine_quality,269,mlp,young|adult|senior,male|female|other
60,3,1,3,single_condition,True,none,wine_quality,1478,mlp,young|adult|senior,male|female|other
60,4,1,4,single_condition,False,none,wine_quality,1512,mlp,young|adult|senior,male|female|other
60,5,1,5,single_condition,True,none,wine_quality,800,mlp,young|adult|senior,male|female|other
60,6,1,6,single_condition,False,none,wine_quality,953,mlp,young|adult|senior,male|female|other
60,7,1,7,single_condition,False,none,wine_quality,1515,mlp,young|adult|senior,male|female|other
60,8,1,8,single_condition,False,none,wine_quality,524,mlp,young|adult|senior,male|female|other
60,9,1,9,single_condition,True,none,wine_quality,1288,mlp,young|adult|senior,male|female|other
60,10,1,10,single_condition,True,none,wine_quality,1488,mlp,young|adult|senior,male|female|other
61,1,1,1,single_condition,True,shap,wine_quality,1346,mlp,young|adult|senior,male|female|other
61,2,1,2,single_condition,True,shap,wine_quality,1070,mlp,young|adult|senior,male|female|other
61,3,1,3,single_condition,False,shap,wine_quality,778,mlp,young|adult|senior,male|female|other
61,4,1,4,single_condition,False,shap,wine_quality,502,mlp,young|adult|senior,male|female|other
61,5,1,5,single_condition,False,shap,wine_quality,595,mlp,young|adult|senior,male|female|other
61,6,1,6,single_condition,True,shap,wine_quality,57,mlp,young|adult|senior,male|female|other
61,7,1,7,single_condition,True,shap,wine_quality,870,mlp,young|adult|senior,male|female|other
61,8,1,8,single_condition,False,shap,wine_quality,524,mlp,young|adult|senior,male|female|other
61,9,1,9,single_condition,True,shap,wine_quality,739,mlp,young|adult|senior,male|female|other
61,10,1,10,single_condition,False,shap,wine_quality,1461,mlp,young|adult|senior,male|female|other
62,1,1,1,single_condition,True,lime,wine_quality,546,mlp,young|adult|senior,male|female|other
62,2,1,2,single_condition,False,lime,wine_quality,1315,mlp,young|adult|senior,male|female|other
62,3,1,3,single_condition,True,lime,wine_quality,1327,mlp,young|adult|senior,male|female|other
62,4,1,4,single_condition,False,lime,wine_quality,1094,mlp,young|adult|senior,male|female|other
62,5,1,5,single_condition,False,lime,wine_quality,546,mlp,young|adult|senior,male|female|other
62,6,1,6,single_condition,True,lime,wine_quality,424,mlp,young|adult|senior,male|female|other
62,7,1,7,single_condition,False,lime,wine_quality,703,mlp,young|adult|senior,male|female|other
62,8,1,8,single_condition,True,lime,wine_quality,1021,mlp,young|adult|senior,male|female|other
62,9,1,9,single_condition,True,lime,wine_quality,1505,mlp,young|adult|senior,male|female|other
62,10,1,10,single_condition,False,lime,wine_quality,380,mlp,young|adult|senior,male|female|other
63,1,1,1,single_condition,True,none,wine_quality,595,mlp,young|adult|senior,male|female|other
63,2,1,2,single_condition,True,none,wine_quality,366,mlp,young|adult|senior,male|female|other
63,3,1,3,single_condition,False,none,wine_quality,282,mlp,young|adult|senior,male|female|other
63,4,1,4,single_condition,False,none,wine_quality,1337,mlp,young|adult|senior,male|female|other
63,5,1,5,single_condition,False,none,wine_quality,19,mlp,young|adult|senior,male|female|other
63,6,1,6,single_condition,False,none,wine_quality,1018,mlp,young|adult|senior,male|female|other
63,7,1,7,single_condition,True,none,wine_quality,640,mlp,young|adult|senior,male|female|other
63,8,1,8,single_condition,True,none,wine_quality,127,mlp,young|adult|senior,male|female|other
63,9,1,9,single_condition,True,none,wine_quality,1151,mlp,young|adult|senior,male|female|other
63,10,1,10,single_condition,False,none,wine_quality,982,mlp,young|adult|senior,male|female|other
