dataId,instanceId,x0,x1,x2,x3,x4,y
adult,167,49.0,9.0,3.0,1.0,0.0,1
adult,168,27.0,9.0,3.0,1.0,0.0,0
adult,169,34.0,11.0,3.0,1.0,7298.0,1
adult,170,48.0,10.0,3.0,1.0,0.0,1
adult,171,40.0,13.0,3.0,1.0,99999.0,1
adult,172,50.0,13.0,3.0,1.0,7298.0,1
adult,173,44.0,9.0,3.0,1.0,0.0,0
adult,174,51.0,12.0,1.0,0.0,0.0,0
adult,175,30.0,5.0,1.0,1.0,0.0,0
adult,176,25.0,10.0,0.0,0.0,0.0,0
adult,177,43.0,13.0,3.0,1.0,0.0,1
adult,178,51.0,11.0,3.0,1.0,0.0,1
adult,179,34.0,9.0,3.0,1.0,0.0,1
adult,180,38.0,10.0,3.0,0.0,0.0,1
adult,181,21.0,9.0,3.0,1.0,0.0,0
adult,182,30.0,13.0,3.0,1.0,0.0,1
adult,183,49.0,9.0,3.0,1.0,4064.0,0
adult,184,49.0,9.0,1.0,0.0,0.0,0
adult,185,31.0,10.0,1.0,0.0,0.0,0
adult,186,35.0,10.0,0.0,1.0,0.0,0
adult,187,33.0,13.0,0.0,0.0,0.0,0
adult,188,75.0,14.0,1.0,0.0,0.0,0
adult,189,27.0,9.0,3.0,1.0,0.0,0
adult,190,24.0,9.0,3.0,1.0,0.0,0
adult,191,25.0,7.0,1.0,1.0,0.0,0
adult,192,34.0,10.0,3.0,1.0,0.0,1
adult,193,54.0,13.0,3.0,1.0,0.0,1
adult,194,39.0,10.0,3.0,1.0,0.0,1
adult,195,43.0,10.0,3.0,1.0,0.0,1
adult,196,28.0,13.0,0.0,0.0,0.0,0
adult,197,24.0,13.0,0.0,1.0,0.0,0
adult,198,32.0,13.0,3.0,1.0,0.0,1
adult,199,21.0,9.0,0.0,0.0,0.0,0
adult,200,56.0,10.0,3.0,1.0,0.0,1
adult,201,19.0,9.0,0.0,1.0,0.0,0
adult,202,36.0,2.0,0.0,1.0,0.0,0
adult,203,25.0,13.0,0.0,1.0,0.0,0
adult,204,28.0,11.0,3.0,1.0,0.0,1
adult,205,50.0,7.0,3.0,1.0,0.0,1
adult,206,25.0,12.0,0.0,0.0,0.0,0
adult,207,36.0,13.0,1.0,0.0,0.0,0
adult,208,28.0,9.0,0.0,1.0,0.0,0
adult,209,44.0,9.0,0.0,1.0,14344.0,1
adult,210,60.0,9.0,3.0,1.0,0.0,1
adult,211,67.0,13.0,3.0,1.0,0.0,0
adult,212,49.0,9.0,0.0,1.0,0.0,0
adult,213,51.0,4.0,3.0,1.0,0.0,0
adult,214,39.0,9.0,3.0,1.0,0.0,1
adult,215,32.0,13.0,3.0,0.0,0.0,1
adult,216,34.0,13.0,3.0,1.0,0.0,1
adult,217,52.0,10.0,3.0,1.0,0.0,1
adult,218,17.0,7.0,0.0,0.0,0.0,0
adult,219,39.0,12.0,3.0,1.0,0.0,1
adult,220,29.0,10.0,3.0,1.0,3103.0,1
adult,221,30.0,13.0,0.0,0.0,8614.0,1
adult,222,19.0,10.0,0.0,0.0,0.0,0
adult,223,38.0,9.0,3.0,1.0,0.0,0
adult,224,36.0,14.0,3.0,0.0,0.0,1
adult,225,38.0,13.0,3.0,1.0,0.0,1
adult,226,40.0,14.0,3.0,1.0,99999.0,1
adult,227,29.0,14.0,0.0,1.0,0.0,0
adult,228,41.0,16.0,3.0,1.0,99999.0,1
adult,229,34.0,13.0,1.0,1.0,0.0,0
adult,230,31.0,9.0,0.0,1.0,0.0,0
adult,231,31.0,10.0,1.0,0.0,0.0,0
adult,232,39.0,14.0,0.0,1.0,0.0,0
adult,233,34.0,13.0,3.0,1.0,0.0,1
adult,234,34.0,9.0,3.0,1.0,0.0,0
adult,235,32.0,4.0,3.0,1.0,0.0,0
adult,236,24.0,13.0,0.0,0.0,0.0,0
adult,237,17.0,8.0,0.0,0.0,0.0,0
adult,238,49.0,9.0,3.0,1.0,0.0,1
adult,239,44.0,14.0,3.0,0.0,0.0,1
adult,240,43.0,13.0,3.0,0.0,0.0,1
adult,241,37.0,10.0,3.0,1.0,0.0,1
adult,242,27.0,9.0,1.0,0.0,0.0,0
adult,243,25.0,13.0,0.0,0.0,0.0,0
adult,244,50.0,14.0,3.0,1.0,0.0,1
adult,245,51.0,6.0,1.0,1.0,0.0,0
adult,246,44.0,14.0,3.0,0.0,4386.0,1
adult,247,22.0,9.0,0.0,1.0,0.0,0
adult,248,42.0,10.0,3.0,1.0,0.0,0
adult,249,32.0,2.0,0.0,1.0,0.0,0
adult,250,37.0,11.0,3.0,1.0,15024.0,1
adult,251,60.0,9.0,3.0,0.0,0.0,0
adult,252,62.0,13.0,3.0,1.0,0.0,1
adult,253,44.0,10.0,3.0,1.0,0.0,1
adult,254,69.0,10.0,2.0,0.0,0.0,0
adult,255,43.0,9.0,3.0,1.0,0.0,1
adult,256,40.0,9.0,3.0,1.0,0.0,1
adult,257,37.0,9.0,3.0,1.0,0.0,1
adult,258,79.0,16.0,2.0,1.0,0.0,1
adult,259,50.0,12.0,1.0,0.0,0.0,0
adult,260,30.0,10.0,3.0,1.0,0.0,0
adult,261,63.0,14.0,1.0,1.0,0.0,1
adult,262,41.0,15.0,3.0,1.0,0.0,1
adult,263,34.0,9.0,1.0,0.0,0.0,0
adult,264,41.0,3.0,3.0,1.0,0.0,0
adult,265,49.0,2.0,3.0,1.0,0.0,0
adult,266,37.0,13.0,3.0,0.0,0.0,1
adult,267,34.0,14.0,0.0,1.0,0.0,0
adult,268,63.0,13.0,3.0,1.0,0.0,1
adult,269,58.0,10.0,1.0,0.0,0.0,0
adult,270,41.0,14.0,3.0,1.0,0.0,1
adult,271,47.0,14.0,3.0,1.0,0.0,1
adult,272,35.0,10.0,3.0,1.0,0.0,1
adult,273,47.0,9.0,3.0,1.0,0.0,0
adult,274,31.0,12.0,3.0,1.0,0.0,0
adult,275,39.0,13.0,3.0,1.0,15024.0,1
adult,276,40.0,10.0,1.0,0.0,0.0,0
adult,277,50.0,13.0,3.0,0.0,0.0,1
adult,278,41.0,14.0,2.0,0.0,10520.0,1
adult,279,42.0,16.0,3.0,1.0,0.0,1
adult,280,43.0,9.0,3.0,1.0,0.0,1
adult,281,56.0,4.0,3.0,1.0,0.0,1
adult,282,60.0,6.0,1.0,0.0,0.0,0
adult,283,37.0,13.0,3.0,1.0,0.0,0
adult,284,29.0,10.0,0.0,1.0,0.0,0
adult,285,35.0,10.0,3.0,1.0,0.0,1
adult,286,39.0,9.0,3.0,1.0,0.0,0
adult,287,43.0,13.0,3.0,1.0,7688.0,1
adult,288,54.0,13.0,3.0,1.0,3103.0,1
adult,289,68.0,9.0,3.0,1.0,0.0,1
adult,290,31.0,13.0,3.0,0.0,0.0,1
adult,291,53.0,9.0,1.0,0.0,0.0,0
adult,292,32.0,9.0,1.0,0.0,0.0,0
adult,293,45.0,9.0,3.0,1.0,15024.0,1
adult,294,38.0,9.0,3.0,1.0,7688.0,1
adult,295,62.0,13.0,3.0,1.0,0.0,0
adult,296,30.0,12.0,0.0,1.0,0.0,0
adult,297,17.0,6.0,0.0,1.0,0.0,0
adult,298,57.0,9.0,3.0,1.0,3137.0,0
adult,299,48.0,13.0,3.0,1.0,0.0,1
wine_quality,0,0.5,17.0,3.32,0.71,10.5,0
wine_quality,1,0.58,55.0,3.46,0.59,10.2,0
wine_quality,2,0.46,98.0,3.33,0.62,9.8,0
wine_quality,3,0.6,10.0,3.18,0.63,10.4,0
wine_quality,4,0.33,80.0,3.3,0.76,10.7,1
wine_quality,5,0.59,22.0,3.37,0.58,10.3,0
wine_quality,6,0.85,88.0,3.56,0.82,12.9,1
wine_quality,7,0.33,12.0,3.35,0.61,10.7,0
wine_quality,8,0.19,135.0,3.32,0.44,9.5,0
wine_quality,9,0.3,9.0,3.14,0.57,11.5,1
wine_quality,10,0.32,17.0,3.33,0.78,11.0,1
wine_quality,11,0.63,88.0,3.53,0.58,9.8,0
wine_quality,12,0.765,14.0,3.29,0.54,9.7,0
wine_quality,13,0.32,47.0,3.05,0.61,10.6,0
wine_quality,14,0.51,28.0,3.52,0.73,9.5,0
wine_quality,15,0.5,22.0,3.25,0.63,9.2,0
wine_quality,16,0.56,108.0,3.32,0.54,9.5,0
wine_quality,17,0.28,10.0,3.33,0.7,12.8,1
wine_quality,18,0.41,42.0,3.24,0.77,12.6,1
wine_quality,19,0.31,10.0,3.02,0.83,10.9,1
wine_quality,20,0.41,14.0,3.21,0.49,11.8,1
wine_quality,21,0.28,34.0,3.28,0.9,11.3,1
wine_quality,22,0.48,10.0,3.21,0.59,12.1,1
wine_quality,23,0.26,24.0,3.18,1.04,10.9,1
wine_quality,24,0.615,72.0,3.31,0.53,9.7,0
wine_quality,25,0.31,47.0,3.12,1.02,10.6,1
wine_quality,26,0.33,37.0,3.18,0.89,11.1,1
wine_quality,27,0.29,160.0,3.33,0.54,10.3,0
wine_quality,28,0.3,17.0,3.15,0.92,11.7,1
wine_quality,29,0.42,34.0,3.24,0.77,12.1,1
wine_quality,30,0.3,24.0,3.27,0.64,12.1,1
wine_quality,31,0.615,42.0,3.07,0.73,10.0,1
wine_quality,32,0.29,11.0,3.39,0.54,13.5,0
wine_quality,33,0.53,25.0,3.27,0.61,9.4,0
wine_quality,34,0.66,15.0,3.52,0.58,12.9,0
wine_quality,35,0.39,27.0,3.06,0.84,11.4,0
wine_quality,36,0.74,46.0,4.01,0.59,12.5,0
wine_quality,37,0.41,25.0,3.34,0.79,13.3,1
wine_quality,38,0.48,61.0,3.34,0.6,10.4,0
wine_quality,39,0.715,52.0,3.23,0.77,9.5,0
wine_quality,40,0.53,52.0,3.19,0.76,11.6,1
wine_quality,41,0.685,43.0,2.95,0.68,11.2,1
wine_quality,42,0.57,36.0,3.47,0.71,11.3,1
wine_quality,43,0.59,53.0,3.41,0.67,9.7,0
wine_quality,44,0.58,46.0,3.02,0.47,9.2,0
wine_quality,45,0.26,47.0,3.4,0.78,11.3,1
wine_quality,46,0.28,103.0,3.3,0.75,10.5,1
wine_quality,47,0.57,27.0,3.57,0.84,12.5,1
wine_quality,48,0.61,38.0,3.48,0.65,9.8,0
wine_quality,49,0.31,31.0,3.33,0.86,12.0,1
wine_quality,50,0.58,47.0,3.25,0.57,9.0,0
wine_quality,51,0.38,10.0,3.13,0.58,11.9,1
wine_quality,52,0.58,53.0,3.35,0.76,11.6,1
wine_quality,53,0.52,38.0,3.43,0.65,9.0,0
wine_quality,54,0.66,129.0,3.08,0.53,9.0,0
wine_quality,55,0.47,38.0,3.16,0.85,11.1,0
wine_quality,56,0.28,21.0,2.98,0.66,9.9,1
wine_quality,57,0.37,28.0,3.23,0.73,11.3,1
wine_quality,58,0.33,25.0,3.36,0.76,12.4,1
wine_quality,59,0.21,24.0,3.07,0.84,9.2,1
wine_quality,60,0.67,20.0,3.4,0.63,10.1,0
wine_quality,61,0.6,41.0,3.39,0.62,10.1,0
wine_quality,62,0.66,59.0,3.37,0.71,11.5,1
wine_quality,63,0.36,24.0,3.24,0.7,11.4,1
wine_quality,64,0.55,15.0,3.35,0.58,11.0,1
wine_quality,65,0.96,16.0,3.5,0.44,11.9,0
wine_quality,66,0.49,85.0,3.41,0.58,9.0,0
wine_quality,67,0.615,42.0,3.07,0.73,10.0,1
wine_quality,68,0.59,18.0,3.41,0.59,10.8,1
wine_quality,69,0.26,38.0,3.29,0.47,10.8,0
wine_quality,70,0.39,24.0,3.45,0.87,11.2,1
wine_quality,71,0.43,58.0,3.31,0.64,10.3,0
wine_quality,72,0.585,30.0,3.2,0.48,9.8,0
wine_quality,73,0.65,94.0,3.38,0.77,9.4,0
wine_quality,74,1.025,84.0,3.06,0.57,10.1,0
wine_quality,75,0.36,44.0,3.4,0.85,11.0,1
wine_quality,76,0.28,68.0,3.36,0.66,11.2,0
wine_quality,77,0.33,22.0,3.26,0.74,11.2,1
wine_quality,78,0.78,45.0,3.31,0.62,10.7,0
wine_quality,79,0.27,8.0,3.16,0.51,11.8,0
wine_quality,80,0.78,19.0,3.4,0.47,10.0,0
wine_quality,81,0.39,18.0,3.16,0.49,9.5,0
wine_quality,82,0.41,23.0,3.3,0.58,11.2,0
wine_quality,83,0.35,16.0,3.15,0.65,11.0,1
wine_quality,84,0.605,25.0,3.56,0.55,12.9,0
wine_quality,85,0.42,42.0,3.71,0.74,14.0,1
wine_quality,86,0.6,105.0,3.3,0.49,9.9,0
wine_quality,87,0.32,13.0,3.23,0.82,12.6,1
wine_quality,88,0.36,55.0,3.18,0.82,11.0,1
wine_quality,89,0.16,31.0,3.35,0.54,12.4,0
wine_quality,90,0.49,67.0,3.17,0.53,9.4,0
wine_quality,91,0.4,47.0,3.38,0.77,10.5,1
wine_quality,92,0.28,10.0,3.33,0.7,12.8,1
wine_quality,93,0.45,78.0,3.38,0.62,9.5,0
wine_quality,94,0.38,42.0,3.34,0.72,12.9,1
wine_quality,95,0.42,16.0,3.27,0.74,12.3,0
wine_quality,96,0.645,57.0,3.37,0.46,10.3,0
wine_quality,97,0.49,14.0,3.3,0.47,10.5,0
wine_quality,98,0.835,93.0,3.57,0.85,13.0,1
wine_quality,99,0.36,8.0,3.36,0.55,12.8,1
wine_quality,100,0.66,11.0,3.71,0.63,12.8,1
wine_quality,101,0.8,12.0,3.52,0.5,12.2,0
wine_quality,102,0.5,99.0,3.63,0.63,13.0,0
wine_quality,103,0.635,60.0,3.29,0.75,10.9,0
wine_quality,104,0.12,21.0,3.41,0.76,11.9,1
wine_quality,105,0.31,29.0,2.88,0.82,9.8,1
wine_quality,106,0.58,18.0,3.32,0.56,10.5,1
wine_quality,107,0.5,17.0,3.27,0.77,10.8,0
wine_quality,108,0.53,44.0,3.38,0.59,10.7,0
wine_quality,109,0.63,119.0,3.09,0.52,9.3,0
wine_quality,110,0.51,101.0,3.46,0.87,12.9,1
wine_quality,111,0.38,17.0,3.3,1.05,9.4,0
wine_quality,112,0.46,44.0,3.5,0.53,11.2,0
wine_quality,113,0.5,45.0,3.24,0.6,9.7,1
wine_quality,114,0.22,60.0,3.39,0.53,9.4,0
wine_quality,115,0.46,98.0,3.32,0.63,9.5,0
wine_quality,116,0.31,28.0,3.24,0.83,11.2,1
wine_quality,117,0.27,10.0,3.25,1.08,9.9,1
wine_quality,118,0.31,33.0,3.27,0.66,10.0,0
wine_quality,119,0.49,34.0,3.29,0.48,9.2,0
