participantId,trialId,block,trialWithinBlock,withinCondition,validation_condition,explanation_property,dataId,instanceId,CV_num_training_levels,CV_num_testing_levels,CV_same_instructions_levels,CV_same_display_format_levels,phase,phaseTrialId
17,39,1,29,single_condition,feature_check,faithful,sim2real,588,10,30,True,True,testing,29
17,40,1,30,single_condition,feature_check,faithful,sim2real,248,10,30,True,True,testing,30
18,1,0,1,training,feature_check,sparse,sim2real,515,10,30,True,True,training,1
18,2,0,2,training,feature_check,sparse,sim2real,787,10,30,True,True,training,2
18,3,0,3,training,feature_check,sparse,sim2real,662,10,30,True,True,training,3
18,4,0,4,training,feature_check,sparse,sim2real,503,10,30,True,True,training,4
18,5,0,5,training,feature_check,sparse,sim2real,327,10,30,True,True,training,5
18,6,0,6,training,feature_check,sparse,sim2real,426,10,30,True,True,training,6
18,7,0,7,training,feature_check,sparse,sim2real,307,10,30,True,True,training,7
18,8,0,8,training,feature_check,sparse,sim2real,390,10,30,True,True,training,8
18,9,0,9,training,feature_check,sparse,sim2real,42,10,30,True,True,training,9
18,10,0,10,training,feature_check,sparse,sim2real,475,10,30,True,True,training,10
18,11,1,1,single_condition,feature_check,sparse,sim2real,701,10,30,True,True,testing,1
18,12,1,2,single_condition,feature_check,sparse,sim2real,103,10,30,True,True,testing,2
18,13,1,3,single_condition,feature_check,sparse,sim2real,395,10,30,True,True,testing,3
18,14,1,4,single_condition,feature_check,sparse,sim2real,739,10,30,True,True,testing,4
18,15,1,5,single_condition,feature_check,sparse,sim2real,277,10,30,True,True,testing,5
18,16,1,6,single_condition,feature_check,sparse,sim2real,229,10,30,True,True,testing,6
18,17,1,7,single_condition,feature_check,sparse,sim2real,195,10,30,True,True,testing,7
18,18,1,8,single_condition,feature_check,sparse,sim2real,597,10,30,True,True,testing,8
18,19,1,9,single_condition,feature_check,sparse,sim2real,381,10,30,True,True,testing,9
18,20,1,10,single_condition,feature_check,sparse,sim2real,192,10,30,True,True,testing,10
18,21,1,11,single_condition,feature_check,sparse,sim2real,489,10,30,True,True,testing,11
18,22,1,12,single_condition,feature_check,sparse,sim2real,316,10,30,True,True,testing,12
18,23,1,13,single_condition,feature_check,sparse,sim2real,501,10,30,True,True,testing,13
18,24,1,14,single_condition,feature_check,sparse,sim2real,212,10,30,True,True,testing,14
18,25,1,15,single_condition,feature_check,sparse,sim2real,14,10,30,True,True,testing,15
18,26,1,16,single_condition,feature_check,sparse,sim2real,116,10,30,True,True,testing,16
18,27,1,17,single_condition,feature_check,sparse,sim2real,235,10,30,True,True,testing,17
18,28,1,18,single_condition,feature_check,sparse,sim2real,304,10,30,True,True,testing,18
18,29,1,19,single_condition,feature_check,sparse,sim2real,567,10,30,True,True,testing,19
18,30,1,20,single_condition,feature_check,sparse,sim2real,182,10,30,True,True,testing,20
18,31,1,21,single_condition,feature_check,sparse,sim2real,121,10,30,True,True,testing,21
18,32,1,22,single_condition,feature_check,sparse,sim2real,561,10,30,True,True,testing,22
18,33,1,23,single_condition,feature_check,sparse,sim2real,499,10,30,True,True,testing,23
18,34,1,24,single_condition,feature_check,sparse,sim2real,355,10,30,True,True,testing,24
18,35,1,25,single_condition,feature_check,sparse,sim2real,143,10,30,True,True,testing,25
18,36,1,26,single_condition,feature_check,sparse,sim2real,174,10,30,True,True,testing,26
18,37,1,27,single_condition,feature_check,sparse,sim2real,573,10,30,True,True,testing,27
18,38,1,28,single_condition,feature_check,sparse,sim2real,542,10,30,True,True,testing,28
18,39,1,29,single_condition,feature_check,sparse,sim2real,405,10,30,True,True,testing,29
18,40,1,30,single_condition,feature_check,sparse,sim2real,511,10,30,True,True,testing,30
19,1,0,1,training,feature_check,robust,sim2real,733,10,30,True,True,training,1
19,2,0,2,training,feature_check,robust,sim2real,273,10,30,True,True,training,2
19,3,0,3,training,feature_check,robust,sim2real,747,10,30,True,True,training,3
19,4,0,4,training,feature_check,robust,sim2real,470,10,30,True,True,training,4
19,5,0,5,training,feature_check,robust,sim2real,755,10,30,True,True,training,5
19,6,0,6,training,feature_check,robust,sim2real,295,10,30,True,True,training,6
19,7,0,7,training,feature_check,robust,sim2real,671,10,30,True,True,training,7
19,8,0,8,training,feature_check,robust,sim2real,53,10,30,True,True,training,8
19,9,0,9,training,feature_check,robust,sim2real,663,10,30,True,True,training,9
19,10,0,10,training,feature_check,robust,sim2real,11,10,30,True,True,training,10
19,11,1,1,single_condition,feature_check,robust,sim2real,499,10,30,True,True,testing,1
19,12,1,2,single_condition,feature_check,robust,sim2real,468,10,30,True,True,testing,2
19,13,1,3,single_condition,feature_check,robust,sim2real,437,10,30,True,True,testing,3
19,14,1,4,single_condition,feature_check,robust,sim2real,146,10,30,True,True,testing,4
19,15,1,5,single_condition,feature_check,robust,sim2real,602,10,30,True,True,testing,5
19,16,1,6,single_condition,feature_check,robust,sim2real,110,10,30,True,True,testing,6
19,17,1,7,single_condition,feature_check,robust,sim2real,791,10,30,True,True,testing,7
19,18,1,8,single_condition,feature_check,robust,sim2real,561,10,30,True,True,testing,8
19,19,1,9,single_condition,feature_check,robust,sim2real,421,10,30,True,True,testing,9
19,20,1,10,single_condition,feature_check,robust,sim2real,731,10,30,True,True,testing,10
19,21,1,11,single_condition,feature_check,robust,sim2real,313,10,30,True,True,testing,11
19,22,1,12,single_condition,feature_check,robust,sim2real,223,10,30,True,True,testing,12
19,23,1,13,single_condition,feature_check,robust,sim2real,175,10,30,True,True,testing,13
19,24,1,14,single_condition,feature_check,robust,sim2real,333,10,30,True,True,testing,14
19,25,1,15,single_condition,feature_check,robust,sim2real,716,10,30,True,True,testing,15
19,26,1,16,single_condition,feature_check,robust,sim2real,14,10,30,True,True,testing,16
19,27,1,17,single_condition,feature_check,robust,sim2real,728,10,30,True,True,testing,17
19,28,1,18,single_condition,feature_check,robust,sim2real,370,10,30,True,True,testing,18
19,29,1,19,single_condition,feature_check,robust,sim2real,216,10,30,True,True,testing,19
19,30,1,20,single_condition,feature_check,robust,sim2real,55,10,30,True,True,testing,20
19,31,1,21,single_condition,feature_check,robust,sim2real,516,10,30,True,True,testing,21
19,32,1,22,single_condition,feature_check,robust,sim2real,512,10,30,True,True,testing,22
19,33,1,23,single_condition,feature_check,robust,sim2real,430,10,30,True,True,testing,23
19,34,1,24,single_condition,feature_check,robust,sim2real,480,10,30,True,True,testing,24
19,35,1,25,single_condition,feature_check,robust,sim2real,576,10,30,True,True,testing,25
19,36,1,26,single_condition,feature_check,robust,sim2real,323,10,30,True,True,testing,26
19,37,1,27,single_condition,feature_check,robust,sim2real,630,10,30,True,True,testing,27
19,38,1,28,single_condition,feature_check,robust,sim2real,41,10,30,True,True,testing,28
19,39,1,29,single_condition,feature_check,robust,sim2real,562,10,30,True,True,testing,29
19,40,1,30,single_condition,feature_check,robust,sim2real,571,10,30,True,True,testing,30
20,1,0,1,training,feature_check,sparse_robust,sim2real,293,10,30,True,True,training,1
20,2,0,2,training,feature_check,sparse_robust,sim2real,440,10,30,True,True,training,2
20,3,0,3,training,feature_check,sparse_robust,sim2real,164,10,30,True,True,training,3
20,4,0,4,training,feature_check,sparse_robust,sim2real,408,10,30,True,True,training,4
20,5,0,5,training,feature_check,sparse_robust,sim2real,579,10,30,True,True,training,5
20,6,0,6,training,feature_check,sparse_robust,sim2real,224,10,30,True,True,training,6
20,7,0,7,training,feature_check,sparse_robust,sim2real,87,10,30,True,True,training,7
20,8,0,8,training,feature_check,sparse_robust,sim2real,548,10,30,True,True,training,8
20,9,0,9,training,feature_check,sparse_robust,sim2real,186,10,30,True,True,training,9
20,10,0,10,training,feature_check,sparse_robust,sim2real,605,10,30,True,True,training,10
20,11,1,1,single_condition,feature_check,sparse_robust,sim2real,689,10,30,True,True,testing,1
20,12,1,2,single_condition,feature_check,sparse_robust,sim2real,736,10,30,True,True,testing,2
20,13,1,3,single_condition,feature_check,sparse_robust,sim2real,365,10,30,True,True,testing,3
20,14,1,4,single_condition,feature_check,sparse_robust,sim2real,728,10,30,True,True,testing,4
20,15,1,5,single_condition,feature_check,sparse_robust,sim2real,741,10,30,True,True,testing,5
20,16,1,6,single_condition,feature_check,sparse_robust,sim2real,468,10,30,True,True,testing,6
20,17,1,7,single_condition,feature_check,sparse_robust,sim2real,600,10,30,True,True,testing,7
20,18,1,8,single_condition,feature_check,sparse_robust,sim2real,374,10,30,True,True,testing,8
20,19,1,9,single_condition,feature_check,sparse_robust,sim2real,285,10,30,True,True,testing,9
20,20,1,10,single_condition,feature_check,sparse_robust,sim2real,309,10,30,True,True,testing,10
20,21,1,11,single_condition,feature_check,sparse_robust,sim2real,545,10,30,True,True,testing,11
20,22,1,12,single_condition,feature_check,sparse_robust,sim2real,462,10,30,True,True,testing,12
20,23,1,13,single_condition,feature_check,sparse_robust,sim2real,162,10,30,True,True,testing,13
20,24,1,14,single_condition,feature_check,sparse_robust,sim2real,73,10,30,True,True,testing,14
20,25,1,15,single_condition,feature_check,sparse_robust,sim2real,163,10,30,True,True,testing,15
20,26,1,16,single_condition,feature_check,sparse_robust,sim2real,6,10,30,True,True,testing,16
20,27,1,17,single_condition,feature_check,sparse_robust,sim2real,763,10,30,True,True,testing,17
20,28,1,18,single_condition,feature_check,sparse_robust,sim2real,615,10,30,True,True,testing,18
20,29,1,19,single_condition,feature_check,sparse_robust,sim2real,368,10,30,True,True,testing,19
20,30,1,20,single_condition,feature_check,sparse_robust,sim2real,754,10,30,True,True,testing,20
20,31,1,21,single_condition,feature_check,sparse_robust,sim2real,136,10,30,True,True,testing,21
20,32,1,22,single_condition,feature_check,sparse_robust,sim2real,621,10,30,True,True,testing,22
20,33,1,23,single_condition,feature_check,sparse_robust,sim2real,56,10,30,True,True,testing,23
20,34,1,24,single_condition,feature_check,sparse_robust,sim2real,155,10,30,True,True,testing,24
20,35,1,25,single_condition,feature_check,sparse_robust,sim2real,2,10,30,True,True,testing,25
20,36,1,26,single_condition,feature_check,sparse_robust,sim2real,159,10,30,True,True,testing,26
20,37,1,27,single_condition,feature_check,sparse_robust,sim2real,780,10,30,True,True,testing,27
20,38,1,28,single_condition,feature_check,sparse_robust,sim2real,82,10,30,True,True,testing,28
20,39,1,29,single_condition,feature_check,sparse_robust,sim2real,630,10,30,True,True,testing,29
20,40,1,30,single_condition,feature_check,sparse_robust,sim2real,247,10,30,True,True,testing,30
21,1,0,1,training,change_prediction,faithful,sim2real,236,10,30,True,True,training,1
21,2,0,2,training,change_prediction,faithful,sim2real,599,10,30,True,True,training,2
21,3,0,3,training,change_prediction,faithful,sim2real,34,10,30,True,True,training,3
21,4,0,4,training,change_prediction,faithful,sim2real,680,10,30,True,True,training,4
21,5,0,5,training,change_prediction,faithful,sim2real,547,10,30,True,True,training,5
21,6,0,6,training,change_prediction,faithful,sim2real,179,10,30,True,True,training,6
21,7,0,7,training,change_prediction,faithful,sim2real,750,10,30,True,True,training,7
21,8,0,8,training,change_prediction,faithful,sim2real,618,10,30,True,True,training,8
21,9,0,9,training,change_prediction,faithful,sim2real,273,10,30,True,True,training,9
21,10,0,10,training,change_prediction,faithful,sim2real,239,10,30,True,True,training,10
21,11,1,1,single_condition,change_prediction,faithful,sim2real,543,10,30,True,True,testing,1
21,12,1,2,single_condition,change_prediction,faithful,sim2real,672,10,30,True,True,testing,2
21,13,1,3,single_condition,change_prediction,faithful,sim2real,372,10,30,True,True,testing,3
21,14,1,4,single_condition,change_prediction,faithful,sim2real,571,10,30,True,True,testing,4
21,15,1,5,single_condition,change_prediction,faithful,sim2real,39,10,30,True,True,testing,5
21,16,1,6,single_condition,change_prediction,faithful,sim2real,364,10,30,True,True,testing,6
21,17,1,7,single_condition,change_prediction,faithful,sim2real,185,10,30,True,True,testing,7
21,18,1,8,single_condition,change_prediction,faithful,sim2real,441,10,30,True,True,testing,8
21,19,1,9,single_condition,change_prediction,faithful,sim2real,304,10,30,True,True,testing,9
21,20,1,10,single_condition,change_prediction,faithful,sim2real,14,10,30,True,True,testing,10
21,21,1,11,single_condition,change_prediction,faithful,sim2real,512,10,30,True,True,testing,11
21,22,1,12,single_condition,change_prediction,faithful,sim2real,736,10,30,True,True,testing,12
21,23,1,13,single_condition,change_prediction,faithful,sim2real,392,10,30,True,True,testing,13
21,24,1,14,single_condition,change_prediction,faithful,sim2real,740,10,30,True,True,testing,14
21,25,1,15,single_condition,change_prediction,faithful,sim2real,415,10,30,True,True,testing,15
21,26,1,16,single_condition,change_prediction,faithful,sim2real,405,10,30,True,True,testing,16
21,27,1,17,single_condition,change_prediction,faithful,sim2real,130,10,30,True,True,testing,17
21,28,1,18,single_condition,change_prediction,faithful,sim2real,47,10,30,True,True,testing,18
21,29,1,19,single_condition,change_prediction,faithful,sim2real,240,10,30,True,True,testing,19
21,30,1,20,single_condition,change_prediction,faithful,sim2real,791,10,30,True,True,testing,20
21,31,1,21,single_condition,change_prediction,faithful,sim2real,52,10,30,True,True,testing,21
21,32,1,22,single_condition,change_prediction,faithful,sim2real,539,10,30,True,True,testing,22
21,33,1,23,single_condition,change_prediction,faithful,sim2real,727,10,30,True,True,testing,23
21,34,1,24,single_condition,change_prediction,faithful,sim2real,159,10,30,True,True,testing,24
21,35,1,25,single_condition,change_prediction,faithful,sim2real,162,10,30,True,True,testing,25
21,36,1,26,single_condition,change_prediction,faithful,sim2real,324,10,30,True,True,testing,26
21,37,1,27,single_condition,change_prediction,faithful,sim2real,70,10,30,True,True,testing,27
21,38,1,28,single_condition,change_prediction,faithful,sim2real,378,10,30,True,True,testing,28
21,39,1,29,single_condition,change_prediction,faithful,sim2real,545,10,30,True,True,testing,29
21,40,1,30,single_condition,change_prediction,faithful,sim2real,602,10,30,True,True,testing,30
22,1,0,1,training,change_prediction,sparse,sim2real,401,10,30,True,True,training,1
22,2,0,2,training,change_prediction,sparse,sim2real,662,10,30,True,True,training,2
22,3,0,3,training,change_prediction,sparse,sim2real,183,10,30,True,True,training,3
22,4,0,4,training,change_prediction,sparse,sim2real,80,10,30,True,True,training,4
22,5,0,5,training,change_prediction,sparse,sim2real,57,10,30,True,True,training,5
22,6,0,6,training,change_prediction,sparse,sim2real,684,10,30,True,True,training,6
22,7,0,7,training,change_prediction,sparse,sim2real,53,10,30,True,True,training,7
22,8,0,8,training,change_prediction,sparse,sim2real,607,10,30,True,True,training,8
22,9,0,9,training,change_prediction,sparse,sim2real,688,10,30,True,True,training,9
22,10,0,10,training,change_prediction,sparse,sim2real,249,10,30,True,True,training,10
22,11,1,1,single_condition,change_prediction,sparse,sim2real,516,10,30,True,True,testing,1
22,12,1,2,single_condition,change_prediction,sparse,sim2real,539,10,30,True,True,testing,2
22,13,1,3,single_condition,change_prediction,sparse,sim2real,39,10,30,True,True,testing,3
22,14,1,4,single_condition,change_prediction,sparse,sim2real,627,10,30,True,True,testing,4
22,15,1,5,single_condition,change_prediction,sparse,sim2real,5,10,30,True,True,testing,5
22,16,1,6,single_condition,change_prediction,sparse,sim2real,110,10,30,True,True,testing,6
22,17,1,7,single_condition,change_prediction,sparse,sim2real,159,10,30,True,True,testing,7
22,18,1,8,single_condition,change_prediction,sparse,sim2real,392,10,30,True,True,testing,8
22,19,1,9,single_condition,change_prediction,sparse,sim2real,363,10,30,True,True,testing,9
22,20,1,10,single_condition,change_prediction,sparse,sim2real,12,10,30,True,True,testing,10
22,21,1,11,single_condition,change_prediction,sparse,sim2real,669,10,30,True,True,testing,11
22,22,1,12,single_condition,change_prediction,sparse,sim2real,709,10,30,True,True,testing,12
22,23,1,13,single_condition,change_prediction,sparse,sim2real,395,10,30,True,True,testing,13
22,24,1,14,single_condition,change_prediction,sparse,sim2real,128,10,30,True,True,testing,14
22,25,1,15,single_condition,change_prediction,sparse,sim2real,633,10,30,True,True,testing,15
22,26,1,16,single_condition,change_prediction,sparse,sim2real,91,10,30,True,True,testing,16
22,27,1,17,single_condition,change_prediction,sparse,sim2real,21,10,30,True,True,testing,17
22,28,1,18,single_condition,change_prediction,sparse,sim2real,748,10,30,True,True,testing,18
22,29,1,19,single_condition,change_prediction,sparse,sim2real,485,10,30,True,True,testing,19
22,30,1,20,single_condition,change_prediction,sparse,sim2real,377,10,30,True,True,testing,20
22,31,1,21,single_condition,change_prediction,sparse,sim2real,540,10,30,True,True,testing,21
22,32,1,22,single_condition,change_prediction,sparse,sim2real,341,10,30,True,True,testing,22
22,33,1,23,single_condition,change_prediction,sparse,sim2real,415,10,30,True,True,testing,23
22,34,1,24,single_condition,change_prediction,sparse,sim2real,142,10,30,True,True,testing,24
22,35,1,25,single_condition,change_prediction,sparse,sim2real,640,10,30,True,True,testing,25
22,36,1,26,single_condition,change_prediction,sparse,sim2real,219,10,30,True,True,testing,26
22,37,1,27,single_condition,change_prediction,sparse,sim2real,416,10,30,True,True,testing,27
22,38,1,28,single_condition,change_prediction,sparse,sim2real,103,10,30,True,True,testing,28
22,39,1,29,single_condition,change_prediction,sparse,sim2real,617,10,30,True,True,testing,29
22,40,1,30,single_condition,change_prediction,sparse,sim2real,577,10,30,True,True,testing,30
23,1,0,1,training,change_prediction,robust,sim2real,594,10,30,True,True,training,1
23,2,0,2,training,change_prediction,robust,sim2real,186,10,30,True,True,training,2
23,3,0,3,training,change_prediction,robust,sim2real,662,10,30,True,True,training,3
23,4,0,4,training,change_prediction,robust,sim2real,670,10,30,True,True,training,4
23,5,0,5,training,change_prediction,robust,sim2real,63,10,30,True,True,training,5
23,6,0,6,training,change_prediction,robust,sim2real,698,10,30,True,True,training,6
23,7,0,7,training,change_prediction,robust,sim2real,459,10,30,True,True,training,7
23,8,0,8,training,change_prediction,robust,sim2real,401,10,30,True,True,training,8
23,9,0,9,training,change_prediction,robust,sim2real,264,10,30,True,True,training,9
23,10,0,10,training,change_prediction,robust,sim2real,218,10,30,True,True,training,10
23,11,1,1,single_condition,change_prediction,robust,sim2real,692,10,30,True,True,testing,1
23,12,1,2,single_condition,change_prediction,robust,sim2real,301,10,30,True,True,testing,2
23,13,1,3,single_condition,change_prediction,robust,sim2real,290,10,30,True,True,testing,3
23,14,1,4,single_condition,change_prediction,robust,sim2real,593,10,30,True,True,testing,4
23,15,1,5,single_condition,change_prediction,robust,sim2real,142,10,30,True,True,testing,5
23,16,1,6,single_condition,change_prediction,robust,sim2real,349,10,30,True,True,testing,6
23,17,1,7,single_condition,change_prediction,robust,sim2real,182,10,30,True,True,testing,7
23,18,1,8,single_condition,change_prediction,robust,sim2real,220,10,30,True,True,testing,8
23,19,1,9,single_condition,change_prediction,robust,sim2real,70,10,30,True,True,testing,9
23,20,1,10,single_condition,change_prediction,robust,sim2real,159,10,30,True,True,testing,10
23,21,1,11,single_condition,change_prediction,robust,sim2real,146,10,30,True,True,testing,11
23,22,1,12,single_condition,change_prediction,robust,sim2real,325,10,30,True,True,testing,12
23,23,1,13,single_condition,change_prediction,robust,sim2real,260,10,30,True,True,testing,13
23,24,1,14,single_condition,change_prediction,robust,sim2real,561,10,30,True,True,testing,14
23,25,1,15,single_condition,change_prediction,robust,sim2real,364,10,30,True,True,testing,15
23,26,1,16,single_condition,change_prediction,robust,sim2real,565,10,30,True,True,testing,16
23,27,1,17,single_condition,change_prediction,robust,sim2real,230,10,30,True,True,testing,17
23,28,1,18,single_condition,change_prediction,robust,sim2real,204,10,30,True,True,testing,18
23,29,1,19,single_condition,change_prediction,robust,sim2real,161,10,30,True,True,testing,19
23,30,1,20,single_condition,change_prediction,robust,sim2real,277,10,30,True,True,testing,20
23,31,1,21,single_condition,change_prediction,robust,sim2real,562,10,30,True,True,testing,21
23,32,1,22,single_condition,change_prediction,robust,sim2real,39,10,30,True,True,testing,22
23,33,1,23,single_condition,change_prediction,robust,sim2real,108,10,30,True,True,testing,23
23,34,1,24,single_condition,change_prediction,robust,sim2real,12,10,30,True,True,testing,24
23,35,1,25,single_condition,change_prediction,robust,sim2real,150,10,30,True,True,testing,25
23,36,1,26,single_condition,change_prediction,robust,sim2real,223,10,30,True,True,testing,26
23,37,1,27,single_condition,change_prediction,robust,sim2real,683,10,30,True,True,testing,27
23,38,1,28,single_condition,change_prediction,robust,sim2real,517,10,30,True,True,testing,28
23,39,1,29,single_condition,change_prediction,robust,sim2real,444,10,30,True,True,testing,29
23,40,1,30,single_condition,change_prediction,robust,sim2real,340,10,30,True,True,testing,30
24,1,0,1,training,change_prediction,sparse_robust,sim2real,57,10,30,True,True,training,1
24,2,0,2,training,change_prediction,sparse_robust,sim2real,203,10,30,True,True,training,2
24,3,0,3,training,change_prediction,sparse_robust,sim2real,521,10,30,True,True,training,3
24,4,0,4,training,change_prediction,sparse_robust,sim2real,178,10,30,True,True,training,4
24,5,0,5,training,change_prediction,sparse_robust,sim2real,410,10,30,True,True,training,5
24,6,0,6,training,change_prediction,sparse_robust,sim2real,772,10,30,True,True,training,6
24,7,0,7,training,change_prediction,sparse_robust,sim2real,554,10,30,True,True,training,7
24,8,0,8,training,change_prediction,sparse_robust,sim2real,123,10,30,True,True,training,8
24,9,0,9,training,change_prediction,sparse_robust,sim2real,34,10,30,True,True,training,9
24,10,0,10,training,change_prediction,sparse_robust,sim2real,306,10,30,True,True,training,10
24,11,1,1,single_condition,change_prediction,sparse_robust,sim2real,444,10,30,True,True,testing,1
24,12,1,2,single_condition,change_prediction,sparse_robust,sim2real,450,10,30,True,True,testing,2
24,13,1,3,single_condition,change_prediction,sparse_robust,sim2real,325,10,30,True,True,testing,3
24,14,1,4,single_condition,change_prediction,sparse_robust,sim2real,553,10,30,True,True,testing,4
24,15,1,5,single_condition,change_prediction,sparse_robust,sim2real,108,10,30,True,True,testing,5
24,16,1,6,single_condition,change_prediction,sparse_robust,sim2real,41,10,30,True,True,testing,6
24,17,1,7,single_condition,change_prediction,sparse_robust,sim2real,736,10,30,True,True,testing,7
24,18,1,8,single_condition,change_prediction,sparse_robust,sim2real,512,10,30,True,True,testing,8
24,19,1,9,single_condition,change_prediction,sparse_robust,sim2real,229,10,30,True,True,testing,9
24,20,1,10,single_condition,change_prediction,sparse_robust,sim2real,254,10,30,True,True,testing,10
24,21,1,11,single_condition,change_prediction,sparse_robust,sim2real,415,10,30,True,True,testing,11
24,22,1,12,single_condition,change_prediction,sparse_robust,sim2real,516,10,30,True,True,testing,12
24,23,1,13,single_condition,change_prediction,sparse_robust,sim2real,55,10,30,True,True,testing,13
24,24,1,14,single_condition,change_prediction,sparse_robust,sim2real,534,10,30,True,True,testing,14
24,25,1,15,single_condition,change_prediction,sparse_robust,sim2real,468,10,30,True,True,testing,15
24,26,1,16,single_condition,change_prediction,sparse_robust,sim2real,462,10,30,True,True,testing,16
24,27,1,17,single_condition,change_prediction,sparse_robust,sim2real,705,10,30,True,True,testing,17
24,28,1,18,single_condition,change_prediction,sparse_robust,sim2real,260,10,30,True,True,testing,18
24,29,1,19,single_condition,change_prediction,sparse_robust,sim2real,577,10,30,True,True,testing,19
24,30,1,20,single_condition,change_prediction,sparse_robust,sim2real,124,10,30,True,True,testing,20
24,31,1,21,single_condition,change_prediction,sparse_robust,sim2real,571,10,30,True,True,testing,21
24,32,1,22,single_condition,change_prediction,sparse_robust,sim2real,763,10,30,True,True,testing,22
24,33,1,23,single_condition,change_prediction,sparse_robust,sim2real,370,10,30,True,True,testing,23
24,34,1,24,single_condition,change_prediction,sparse_robust,sim2real,649,10,30,True,True,testing,24
24,35,1,25,single_condition,change_prediction,sparse_robust,sim2real,667,10,30,True,True,testing,25
24,36,1,26,single_condition,change_prediction,sparse_robust,sim2real,517,10,30,True,True,testing,26
24,37,1,27,single_condition,change_prediction,sparse_robust,sim2real,322,10,30,True,True,testing,27
24,38,1,28,single_condition,change_prediction,sparse_robust,sim2real,629,10,30,True,True,testing,28
24,39,1,29,single_condition,change_prediction,sparse_robust,sim2real,365,10,30,True,True,testing,29
24,40,1,30,single_condition,change_prediction,sparse_robust,sim2real,346,10,30,True,True,testing,30
25,1,0,1,training,predict_without_timer,faithful,sim2real,412,10,30,True,True,training,1
25,2,0,2,training,predict_without_timer,faithful,sim2real,132,10,30,True,True,training,2
25,3,0,3,training,predict_without_timer,faithful,sim2real,607,10,30,True,True,training,3
25,4,0,4,training,predict_without_timer,faithful,sim2real,137,10,30,True,True,training,4
25,5,0,5,training,predict_without_timer,faithful,sim2real,207,10,30,True,True,training,5
25,6,0,6,training,predict_without_timer,faithful,sim2real,798,10,30,True,True,training,6
25,7,0,7,training,predict_without_timer,faithful,sim2real,488,10,30,True,True,training,7
25,8,0,8,training,predict_without_timer,faithful,sim2real,273,10,30,True,True,training,8
25,9,0,9,training,predict_without_timer,faithful,sim2real,544,10,30,True,True,training,9
25,10,0,10,training,predict_without_timer,faithful,sim2real,693,10,30,True,True,training,10
25,11,1,1,single_condition,predict_without_timer,faithful,sim2real,333,10,30,True,True,testing,1
25,12,1,2,single_condition,predict_without_timer,faithful,sim2real,602,10,30,True,True,testing,2
25,13,1,3,single_condition,predict_without_timer,faithful,sim2real,774,10,30,True,True,testing,3
25,14,1,4,single_condition,predict_without_timer,faithful,sim2real,506,10,30,True,True,testing,4
25,15,1,5,single_condition,predict_without_timer,faithful,sim2real,480,10,30,True,True,testing,5
25,16,1,6,single_condition,predict_without_timer,faithful,sim2real,637,10,30,True,True,testing,6
25,17,1,7,single_condition,predict_without_timer,faithful,sim2real,672,10,30,True,True,testing,7
25,18,1,8,single_condition,predict_without_timer,faithful,sim2real,369,10,30,True,True,testing,8
25,19,1,9,single_condition,predict_without_timer,faithful,sim2real,103,10,30,True,True,testing,9
25,20,1,10,single_condition,predict_without_timer,faithful,sim2real,56,10,30,True,True,testing,10
25,21,1,11,single_condition,predict_without_timer,faithful,sim2real,512,10,30,True,True,testing,11
25,22,1,12,single_condition,predict_without_timer,faithful,sim2real,484,10,30,True,True,testing,12
25,23,1,13,single_condition,predict_without_timer,faithful,sim2real,143,10,30,True,True,testing,13
25,24,1,14,single_condition,predict_without_timer,faithful,sim2real,421,10,30,True,True,testing,14
25,25,1,15,single_condition,predict_without_timer,faithful,sim2real,226,10,30,True,True,testing,15
25,26,1,16,single_condition,predict_without_timer,faithful,sim2real,617,10,30,True,True,testing,16
25,27,1,17,single_condition,predict_without_timer,faithful,sim2real,219,10,30,True,True,testing,17
25,28,1,18,single_condition,predict_without_timer,faithful,sim2real,677,10,30,True,True,testing,18
25,29,1,19,single_condition,predict_without_timer,faithful,sim2real,539,10,30,True,True,testing,19
25,30,1,20,single_condition,predict_without_timer,faithful,sim2real,727,10,30,True,True,testing,20
25,31,1,21,single_condition,predict_without_timer,faithful,sim2real,372,10,30,True,True,testing,21
25,32,1,22,single_condition,predict_without_timer,faithful,sim2real,742,10,30,True,True,testing,22
25,33,1,23,single_condition,predict_without_timer,faithful,sim2real,39,10,30,True,True,testing,23
25,34,1,24,single_condition,predict_without_timer,faithful,sim2real,416,10,30,True,True,testing,24
25,35,1,25,single_condition,predict_without_timer,faithful,sim2real,754,10,30,True,True,testing,25
25,36,1,26,single_condition,predict_without_timer,faithful,sim2real,528,10,30,True,True,testing,26
25,37,1,27,single_condition,predict_without_timer,faithful,sim2real,171,10,30,True,True,testing,27
25,38,1,28,single_condition,predict_without_timer,faithful,sim2real,571,10,30,True,True,testing,28
25,39,1,29,single_condition,predict_without_timer,faithful,sim2real,14,10,30,True,True,testing,29
25,40,1,30,single_condition,predict_without_timer,faithful,sim2real,146,10,30,True,True,testing,30
26,1,0,1,training,predict_without_timer,sparse,sim2real,767,10,30,True,True,training,1
26,2,0,2,training,predict_without_timer,sparse,sim2real,643,10,30,True,True,training,2
26,3,0,3,training,predict_without_timer,sparse,sim2real,551,10,30,True,True,training,3
26,4,0,4,training,predict_without_timer,sparse,sim2real,131,10,30,True,True,training,4
26,5,0,5,training,predict_without_timer,sparse,sim2real,507,10,30,True,True,training,5
26,6,0,6,training,predict_without_timer,sparse,sim2real,486,10,30,True,True,training,6
