counterfactual_accuracy,participantId,trialIndex,phase,instanceId,xai_type,xai_property,modelName,exp_property,qid,original_attribution_sum,changed_attribution_sum,p_original_high_income,p_new_high_income,confidence_delta,probability_income_increases,agent_response_increases,ground_truth_increases,counterfactual_correct,changed_feature_visible,changed_feature_names,retrieved_exemplar_count,effective_lapse_rate
0,5,6,testing,23,attribution,faithful,synthetic_ai,faithful,13,1.0457920792079207,0.9579207920792079,0.9919977170455716,0.987457237133325,-0.004540479912246598,0.5008806862614407,1,0,0,True,education,0,0.0
1,5,7,testing,13,attribution,faithful,synthetic_ai,faithful,3,0.0049504950495049506,0.0049504950495049506,0.3640746444392198,0.3640746444392198,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,5,8,testing,31,attribution,faithful,synthetic_ai,faithful,21,0.0037128712871287127,0.0037128712871287127,0.3625954690517157,0.3625954690517157,0.0,0.5485465804182781,1,1,1,False,occupation,0,0.0
0,5,1,testing,13,attribution,sparse,synthetic_ai,sparse,3,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
1,5,2,testing,35,attribution,sparse,synthetic_ai,sparse,25,0.018997361477572555,0.007124010554089719,0.8577241383706242,0.8475328583685106,-0.010191280002113667,0.3800104082285979,0,0,1,True,sex,0,0.0
0,5,3,testing,31,attribution,sparse,synthetic_ai,sparse,21,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,5,4,testing,25,attribution,sparse,synthetic_ai,sparse,15,0.04793104998580986,0.04793104998580986,0.8801896420054957,0.8801896420054957,0.0,0.46946305301249813,0,1,0,False,hours-per-week,0,0.0
1,5,5,testing,12,attribution,sparse,synthetic_ai,sparse,2,-0.12137203166226915,-0.1358839050131926,0.6979022682512566,0.676594355197506,-0.02130791305375057,0.29109957598800407,0,0,1,True,education,0,0.0
0,5,6,testing,14,attribution,sparse,synthetic_ai,sparse,4,-0.0237467018469657,-0.0237467018469657,0.8182345128933047,0.8182345128933047,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
0,5,7,testing,37,attribution,sparse,synthetic_ai,sparse,27,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,5,8,testing,18,attribution,sparse,synthetic_ai,sparse,8,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
1,5,1,testing,33,attribution,robust,synthetic_ai,robust,23,-0.07219251336898395,-0.07085561497326202,0.3701445388445556,0.3724425538438131,0.0022980149992574694,0.7429710786970076,1,1,1,True,age,0,0.0
1,5,2,testing,37,attribution,robust,synthetic_ai,robust,27,-0.15073529411764705,-0.06617647058823528,0.24787938771436294,0.38053051791631826,0.13265113020195532,0.9999975807774408,1,1,1,True,marital,0,0.0
1,5,3,testing,23,attribution,robust,synthetic_ai,robust,13,-0.06985294117647059,-0.13602941176470587,0.3741698621887813,0.26861395733728194,-0.10555590485149935,0.0001568226898722161,0,0,1,True,education,0,0.0
1,5,4,testing,20,attribution,robust,synthetic_ai,robust,10,-0.14705882352941174,-0.125,0.2529609457682573,0.2848662125707527,0.03190526680249539,0.9771937412751331,1,1,1,True,marital,0,0.0
1,5,5,testing,13,attribution,robust,synthetic_ai,robust,3,0.07720588235294117,0.11764705882352941,0.6384200412239215,0.7039764480054737,0.06555640678155217,0.9989117414044977,1,1,1,True,education,0,0.0
1,5,6,testing,10,attribution,robust,synthetic_ai,robust,0,-0.06985294117647059,-0.15441176470588236,0.3741698621887813,0.2428667228050352,-0.13130313938374608,1.5038119268493118e-05,0,0,1,True,education,0,0.0
1,5,7,testing,32,attribution,robust,synthetic_ai,robust,22,-0.14705882352941174,-0.062499999999999986,0.2529609457682573,0.3869324489640186,0.13397150319576134,0.9999978548555957,1,1,1,True,marital,0,0.0
1,5,8,testing,16,attribution,robust,synthetic_ai,robust,6,-0.08088235294117646,-0.1139705882352941,0.3553543571515051,0.3016961741506546,-0.05365818300085051,0.017392390702031288,0,0,1,True,race,0,0.0
0,5,1,testing,31,attribution,sparse_robust,synthetic_ai,sparse_robust,21,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
1,5,2,testing,37,attribution,sparse_robust,synthetic_ai,sparse_robust,27,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
1,5,3,testing,30,attribution,sparse_robust,synthetic_ai,sparse_robust,20,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
0,5,4,testing,13,attribution,sparse_robust,synthetic_ai,sparse_robust,3,0.06611570247933884,0.06611570247933884,0.19301705724283416,0.19301705724283416,0.0,0.41340667103219914,0,1,0,False,education,0,0.0
1,5,5,testing,22,attribution,sparse_robust,synthetic_ai,sparse_robust,12,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,0,1,False,occupation,0,0.0
1,5,6,testing,17,attribution,sparse_robust,synthetic_ai,sparse_robust,7,0.06611570247933884,0.09917355371900827,0.19301705724283416,0.22501337078771957,0.03199631354488541,0.9998795026645981,1,1,1,True,education,0,0.0
1,5,7,testing,34,attribution,sparse_robust,synthetic_ai,sparse_robust,24,-0.08677685950413223,-0.05371900826446281,0.08890937378419916,0.10591283964511716,0.017003465860918,0.9903533133831315,1,1,1,True,education,0,0.0
1,5,8,testing,23,attribution,sparse_robust,synthetic_ai,sparse_robust,13,-0.06611570247933884,-0.06611570247933884,0.09922405903239875,0.09922405903239875,0.0,0.41340667103219914,0,0,1,False,education,0,0.0
1,6,1,testing,29,attribution,faithful,synthetic_ai,faithful,19,0.0049504950495049506,0.0049504950495049506,0.3640746444392198,0.3640746444392198,0.0,0.5485465804182781,1,1,1,False,relationship,0,0.0
1,6,2,testing,26,attribution,faithful,synthetic_ai,faithful,16,0.25123762376237624,0.24752475247524752,0.6714541718478436,0.6672084368509615,-0.004245734996882078,0.503984789936411,1,1,1,True,occupation,0,0.0
1,6,3,testing,24,attribution,faithful,synthetic_ai,faithful,14,0.047029702970297044,0.05198019801980198,0.4157337795085755,0.421959667484065,0.006225887975489508,0.612320911726647,1,1,1,True,occupation,0,0.0
1,6,4,testing,37,attribution,faithful,synthetic_ai,faithful,27,0.007425742574257439,0.008663366336633664,0.367040692135618,0.3685275169586753,0.0014868248230572867,0.5640058057488615,1,1,1,True,marital,0,0.0
1,6,5,testing,13,attribution,faithful,synthetic_ai,faithful,3,0.0049504950495049506,0.0049504950495049506,0.3640746444392198,0.3640746444392198,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,6,6,testing,32,attribution,faithful,synthetic_ai,faithful,22,0.009900990099009913,0.011138613861386138,0.3700168437991516,0.3715086484531325,0.001491804653980855,0.5640573920761335,1,1,1,True,marital,0,0.0
1,6,7,testing,18,attribution,faithful,synthetic_ai,faithful,8,0.06806930693069307,0.06930693069306931,0.44235586835016827,0.44393380456839465,0.0015779362182263834,0.564949413126689,1,1,1,True,occupation,0,0.0
1,6,8,testing,10,attribution,faithful,synthetic_ai,faithful,0,0.88490099009901,0.7698019801980199,0.9818134309760141,0.9675176213493522,-0.014295809626661993,0.39952587936780126,0,0,1,True,education,0,0.0
1,6,1,testing,27,attribution,sparse,synthetic_ai,sparse,17,-0.025329815303430078,-0.025329815303430078,0.8166200606985831,0.8166200606985831,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
0,6,2,testing,29,attribution,sparse,synthetic_ai,sparse,19,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
0,6,3,testing,33,attribution,sparse,synthetic_ai,sparse,23,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,age,0,0.0
0,6,4,testing,24,attribution,sparse,synthetic_ai,sparse,14,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,6,5,testing,18,attribution,sparse,synthetic_ai,sparse,8,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,6,6,testing,26,attribution,sparse,synthetic_ai,sparse,16,0.0926846860326907,0.0926846860326907,0.9088805392992169,0.9088805392992169,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,6,7,testing,13,attribution,sparse,synthetic_ai,sparse,3,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
1,6,8,testing,38,attribution,sparse,synthetic_ai,sparse,28,-0.05672823218997362,-0.05672823218997362,0.7822895498887968,0.7822895498887968,0.0,0.46946305301249813,0,0,1,False,marital,0,0.0
1,6,1,testing,22,attribution,robust,synthetic_ai,robust,12,-0.07720588235294117,-0.1102941176470588,0.3615799587760786,0.3074300281526776,-0.05414993062340101,0.01664340102669032,0,0,1,True,occupation,0,0.0
1,6,2,testing,31,attribution,robust,synthetic_ai,robust,21,-0.10294117647058823,-0.062499999999999986,0.3190768111329531,0.3869324489640186,0.06785563783106552,0.9991171454716572,1,1,1,True,occupation,0,0.0
1,6,3,testing,21,attribution,robust,synthetic_ai,robust,11,-0.06576797385620914,-0.06372549019607841,0.38123984077287343,0.3847940059909868,0.0035541652181133587,0.7642025503849639,1,1,1,True,hours-per-week,0,0.0
1,6,4,testing,17,attribution,robust,synthetic_ai,robust,7,0.09558823529411765,0.17647058823529413,0.66904602329703,0.7857438898400256,0.11669786654299563,0.9999896579235216,1,1,1,True,education,0,0.0
1,6,5,testing,19,attribution,robust,synthetic_ai,robust,9,-0.022058823529411756,0.0,0.45948096138242644,0.5,0.040519038617573555,0.9894608384840878,1,1,1,True,sex,0,0.0
1,6,6,testing,30,attribution,robust,synthetic_ai,robust,20,-0.14705882352941174,-0.09191176470588235,0.2529609457682573,0.3369755546816399,0.08401460891338264,0.9997971786065042,1,1,1,True,marital,0,0.0
1,6,7,testing,36,attribution,robust,synthetic_ai,robust,26,-0.09558823529411763,-0.08455882352941174,0.33095397670297,0.34917731950231384,0.018223342799343845,0.9249584522376713,1,1,1,True,race,0,0.0
1,6,8,testing,18,attribution,robust,synthetic_ai,robust,8,-0.12132352941176469,-0.07352941176470587,0.2904132311487122,0.36785239161874284,0.07743916047003063,0.9996309426587838,1,1,1,True,occupation,0,0.0
0,6,1,testing,33,attribution,sparse_robust,synthetic_ai,sparse_robust,23,-0.05206611570247934,-0.0512396694214876,0.10683412880846291,0.10729741406678844,0.00046328525832553535,0.4466598357876264,0,1,0,True,age,0,0.0
1,6,2,testing,32,attribution,sparse_robust,synthetic_ai,sparse_robust,22,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
1,6,3,testing,35,attribution,sparse_robust,synthetic_ai,sparse_robust,25,-0.004132231404958671,-0.028925619834710738,0.13676418342096286,0.12048893051309598,-0.016275252907866883,0.005952879936857094,0,0,1,True,sex,0,0.0
0,6,4,testing,18,attribution,sparse_robust,synthetic_ai,sparse_robust,8,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
0,6,5,testing,15,attribution,sparse_robust,synthetic_ai,sparse_robust,5,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,race,0,0.0
0,6,6,testing,24,attribution,sparse_robust,synthetic_ai,sparse_robust,14,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
1,6,7,testing,11,attribution,sparse_robust,synthetic_ai,sparse_robust,1,-0.06611570247933884,-0.06611570247933884,0.09922405903239875,0.09922405903239875,0.0,0.41340667103219914,0,0,1,False,education,0,0.0
1,6,8,testing,14,attribution,sparse_robust,synthetic_ai,sparse_robust,4,-0.05785123966942149,-0.01652892561983471,0.10364020747796944,0.12840684965561772,0.024766642177648276,0.9989989985517012,1,1,1,True,relationship,0,0.0
1,7,1,testing,19,attribution,faithful,synthetic_ai,faithful,9,0.018564356435643563,0.019801980198019802,0.3805101322683172,0.38201858878283307,0.0015084565145158657,0.5642298794891897,1,1,1,True,sex,0,0.0
0,7,2,testing,23,attribution,faithful,synthetic_ai,faithful,13,1.0457920792079207,0.9579207920792079,0.9919977170455716,0.987457237133325,-0.004540479912246598,0.5008806862614407,1,0,0,True,education,0,0.0
1,7,3,testing,13,attribution,faithful,synthetic_ai,faithful,3,0.0049504950495049506,0.0049504950495049506,0.3640746444392198,0.3640746444392198,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,7,4,testing,30,attribution,faithful,synthetic_ai,faithful,20,0.0037128712871287127,0.0037128712871287127,0.3625954690517157,0.3625954690517157,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,7,5,testing,32,attribution,faithful,synthetic_ai,faithful,22,0.009900990099009913,0.011138613861386138,0.3700168437991516,0.3715086484531325,0.001491804653980855,0.5640573920761335,1,1,1,True,marital,0,0.0
1,7,6,testing,15,attribution,faithful,synthetic_ai,faithful,5,0.0049504950495049506,0.0049504950495049506,0.3640746444392198,0.3640746444392198,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,7,7,testing,24,attribution,faithful,synthetic_ai,faithful,14,0.047029702970297044,0.05198019801980198,0.4157337795085755,0.421959667484065,0.006225887975489508,0.612320911726647,1,1,1,True,occupation,0,0.0
1,7,8,testing,28,attribution,faithful,synthetic_ai,faithful,18,0.8675742574257426,0.870049504950495,0.980144051469582,0.980391421974193,0.00024737050461109966,0.5511259427523767,1,1,1,True,education,0,0.0
0,7,1,testing,37,attribution,sparse,synthetic_ai,sparse,27,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
1,7,2,testing,16,attribution,sparse,synthetic_ai,sparse,6,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,0,1,False,race,0,0.0
1,7,3,testing,27,attribution,sparse,synthetic_ai,sparse,17,-0.025329815303430078,-0.025329815303430078,0.8166200606985831,0.8166200606985831,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
0,7,4,testing,19,attribution,sparse,synthetic_ai,sparse,9,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,sex,0,0.0
1,7,5,testing,10,attribution,sparse,synthetic_ai,sparse,0,-0.08443271767810026,-0.08443271767810026,0.7483338718383559,0.7483338718383559,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
0,7,6,testing,36,attribution,sparse,synthetic_ai,sparse,26,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
1,7,7,testing,12,attribution,sparse,synthetic_ai,sparse,2,-0.12137203166226915,-0.1358839050131926,0.6979022682512566,0.676594355197506,-0.02130791305375057,0.29109957598800407,0,0,1,True,education,0,0.0
0,7,8,testing,26,attribution,sparse,synthetic_ai,sparse,16,0.0926846860326907,0.0926846860326907,0.9088805392992169,0.9088805392992169,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
1,7,1,testing,28,attribution,robust,synthetic_ai,robust,18,-0.08823529411764705,-0.06985294117647059,0.34305051635725875,0.3741698621887813,0.031119345831522538,0.9755430560843783,1,1,1,True,education,0,0.0
1,7,2,testing,26,attribution,robust,synthetic_ai,robust,16,0.37684264001127604,0.3915485223642172,0.9413053203367362,0.9470100131975493,0.005704692860813099,0.7976542370725833,1,1,1,True,occupation,0,0.0
1,7,3,testing,11,attribution,robust,synthetic_ai,robust,1,-0.06985294117647059,-0.13602941176470587,0.3741698621887813,0.26861395733728194,-0.10555590485149935,0.0001568226898722161,0,0,1,True,education,0,0.0
1,7,4,testing,14,attribution,robust,synthetic_ai,robust,4,-0.05514705882352941,-0.018382352941176475,0.3998522232856325,0.4662115012814502,0.0663592779958177,0.9989883909892596,1,1,1,True,relationship,0,0.0
1,7,5,testing,24,attribution,robust,synthetic_ai,robust,14,-0.12132352941176469,-0.10294117647058822,0.2904132311487122,0.31907681113295316,0.02866357998424096,0.9696001484990494,1,1,1,True,occupation,0,0.0
1,7,6,testing,33,attribution,robust,synthetic_ai,robust,23,-0.07219251336898395,-0.07085561497326202,0.3701445388445556,0.3724425538438131,0.0022980149992574694,0.7429710786970076,1,1,1,True,age,0,0.0
1,7,7,testing,15,attribution,robust,synthetic_ai,robust,5,-0.09558823529411763,-0.07720588235294115,0.33095397670297,0.3615799587760786,0.030625982073108626,0.9744479110985259,1,1,1,True,race,0,0.0
1,7,8,testing,18,attribution,robust,synthetic_ai,robust,8,-0.12132352941176469,-0.07352941176470587,0.2904132311487122,0.36785239161874284,0.07743916047003063,0.9996309426587838,1,1,1,True,occupation,0,0.0
0,7,1,testing,13,attribution,sparse_robust,synthetic_ai,sparse_robust,3,0.06611570247933884,0.06611570247933884,0.19301705724283416,0.19301705724283416,0.0,0.41340667103219914,0,1,0,False,education,0,0.0
0,7,2,testing,18,attribution,sparse_robust,synthetic_ai,sparse_robust,8,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
0,7,3,testing,33,attribution,sparse_robust,synthetic_ai,sparse_robust,23,-0.05206611570247934,-0.0512396694214876,0.10683412880846291,0.10729741406678844,0.00046328525832553535,0.4466598357876264,0,1,0,True,age,0,0.0
1,7,4,testing,16,attribution,sparse_robust,synthetic_ai,sparse_robust,6,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,0,1,False,race,0,0.0
1,7,5,testing,14,attribution,sparse_robust,synthetic_ai,sparse_robust,4,-0.05785123966942149,-0.01652892561983471,0.10364020747796944,0.12840684965561772,0.024766642177648276,0.9989989985517012,1,1,1,True,relationship,0,0.0
1,7,6,testing,10,attribution,sparse_robust,synthetic_ai,sparse_robust,0,-0.06611570247933884,-0.09504132231404959,0.09922405903239875,0.08506134653498143,-0.014162712497417324,0.01099761657598985,0,0,1,True,education,0,0.0
0,7,7,testing,21,attribution,sparse_robust,synthetic_ai,sparse_robust,11,-0.05739210284664831,-0.05592286501377411,0.10389057645374453,0.10469535335932958,0.0008047769055850584,0.47149793394518547,0,1,0,True,hours-per-week,0,0.0
1,7,8,testing,19,attribution,sparse_robust,synthetic_ai,sparse_robust,9,-0.028925619834710738,-0.004132231404958671,0.12048893051309598,0.13676418342096286,0.016275252907866883,0.988086634794718,1,1,1,True,sex,0,0.0
1,8,1,testing,25,attribution,faithful,synthetic_ai,faithful,15,0.17698019801980197,0.17698019801980197,0.5820278728187414,0.5820278728187414,0.0,0.5485465804182781,1,1,1,True,hours-per-week,0,0.0
1,8,2,testing,28,attribution,faithful,synthetic_ai,faithful,18,0.8675742574257426,0.870049504950495,0.980144051469582,0.980391421974193,0.00024737050461109966,0.5511259427523767,1,1,1,True,education,0,0.0
1,8,3,testing,34,attribution,faithful,synthetic_ai,faithful,24,0.0012376237623762376,0.0012376237623762376,0.3596449325111238,0.3596449325111238,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,8,4,testing,20,attribution,faithful,synthetic_ai,faithful,10,0.0012376237623762376,0.0012376237623762376,0.3596449325111238,0.3596449325111238,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,8,5,testing,24,attribution,faithful,synthetic_ai,faithful,14,0.047029702970297044,0.05198019801980198,0.4157337795085755,0.421959667484065,0.006225887975489508,0.612320911726647,1,1,1,True,occupation,0,0.0
1,8,6,testing,33,attribution,faithful,synthetic_ai,faithful,23,0.02103960396039604,0.02103960396039604,0.38352932303943643,0.38352932303943643,0.0,0.5485465804182781,1,1,1,True,age,0,0.0
1,8,7,testing,15,attribution,faithful,synthetic_ai,faithful,5,0.0049504950495049506,0.0049504950495049506,0.3640746444392198,0.3640746444392198,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,8,8,testing,30,attribution,faithful,synthetic_ai,faithful,20,0.0037128712871287127,0.0037128712871287127,0.3625954690517157,0.3625954690517157,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
0,8,1,testing,32,attribution,sparse,synthetic_ai,sparse,22,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
1,8,2,testing,12,attribution,sparse,synthetic_ai,sparse,2,-0.12137203166226915,-0.1358839050131926,0.6979022682512566,0.676594355197506,-0.02130791305375057,0.29109957598800407,0,0,1,True,education,0,0.0
0,8,3,testing,20,attribution,sparse,synthetic_ai,sparse,10,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,8,4,testing,36,attribution,sparse,synthetic_ai,sparse,26,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
1,8,5,testing,23,attribution,sparse,synthetic_ai,sparse,13,0.08839050131926122,0.08839050131926122,0.9064210792217781,0.9064210792217781,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
0,8,6,testing,18,attribution,sparse,synthetic_ai,sparse,8,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,8,7,testing,13,attribution,sparse,synthetic_ai,sparse,3,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,8,8,testing,34,attribution,sparse,synthetic_ai,sparse,24,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
1,8,1,testing,10,attribution,robust,synthetic_ai,robust,0,-0.06985294117647059,-0.15441176470588236,0.3741698621887813,0.2428667228050352,-0.13130313938374608,1.5038119268493118e-05,0,0,1,True,education,0,0.0
1,8,2,testing,24,attribution,robust,synthetic_ai,robust,14,-0.12132352941176469,-0.10294117647058822,0.2904132311487122,0.31907681113295316,0.02866357998424096,0.9696001484990494,1,1,1,True,occupation,0,0.0
1,8,3,testing,32,attribution,robust,synthetic_ai,robust,22,-0.14705882352941174,-0.062499999999999986,0.2529609457682573,0.3869324489640186,0.13397150319576134,0.9999978548555957,1,1,1,True,marital,0,0.0
1,8,4,testing,21,attribution,robust,synthetic_ai,robust,11,-0.06576797385620914,-0.06372549019607841,0.38123984077287343,0.3847940059909868,0.0035541652181133587,0.7642025503849639,1,1,1,True,hours-per-week,0,0.0
1,8,5,testing,28,attribution,robust,synthetic_ai,robust,18,-0.08823529411764705,-0.06985294117647059,0.34305051635725875,0.3741698621887813,0.031119345831522538,0.9755430560843783,1,1,1,True,education,0,0.0
1,8,6,testing,25,attribution,robust,synthetic_ai,robust,15,0.5728168264110756,0.575104408110422,0.9854856104191286,0.9857245942374447,0.0002389838183161075,0.705569654022168,1,1,1,True,hours-per-week,0,0.0
1,8,7,testing,31,attribution,robust,synthetic_ai,robust,21,-0.10294117647058823,-0.062499999999999986,0.3190768111329531,0.3869324489640186,0.06785563783106552,0.9991171454716572,1,1,1,True,occupation,0,0.0
1,8,8,testing,14,attribution,robust,synthetic_ai,robust,4,-0.05514705882352941,-0.018382352941176475,0.3998522232856325,0.4662115012814502,0.0663592779958177,0.9989883909892596,1,1,1,True,relationship,0,0.0
0,8,1,testing,24,attribution,sparse_robust,synthetic_ai,sparse_robust,14,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
1,8,2,testing,22,attribution,sparse_robust,synthetic_ai,sparse_robust,12,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,0,1,False,occupation,0,0.0
0,8,3,testing,13,attribution,sparse_robust,synthetic_ai,sparse_robust,3,0.06611570247933884,0.06611570247933884,0.19301705724283416,0.19301705724283416,0.0,0.41340667103219914,0,1,0,False,education,0,0.0
0,8,4,testing,31,attribution,sparse_robust,synthetic_ai,sparse_robust,21,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
1,8,5,testing,29,attribution,sparse_robust,synthetic_ai,sparse_robust,19,-0.06198347107438017,-0.05785123966942149,0.10141080934186668,0.10364020747796944,0.0022293981361027615,0.5752309587128737,1,1,1,True,relationship,0,0.0
1,8,6,testing,32,attribution,sparse_robust,synthetic_ai,sparse_robust,22,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
1,8,7,testing,34,attribution,sparse_robust,synthetic_ai,sparse_robust,24,-0.08677685950413223,-0.05371900826446281,0.08890937378419916,0.10591283964511716,0.017003465860918,0.9903533133831315,1,1,1,True,education,0,0.0
1,8,8,testing,14,attribution,sparse_robust,synthetic_ai,sparse_robust,4,-0.05785123966942149,-0.01652892561983471,0.10364020747796944,0.12840684965561772,0.024766642177648276,0.9989989985517012,1,1,1,True,relationship,0,0.0
